Original_Entry,Refined_Formal_Name,Refined_Category,Status/Notes
Aedes Barberina ad Quirinalem,Aedes Barberina ad Quirinalem,Work,[Validation] Girolamo Teti 的书名。
Aeneas,Aeneas,Person (Myth),[Validation] 神话人物。
Aeneas de Caprara,Enea Silvio Caprara,Person,[Disambiguation] 奥地利陆军元帅 (Enea Silvio Caprara)。
Aeneid,Aeneid,Work,[Validation] 维吉尔史诗。
Agamemnon,Agamemnon,Person (Myth),[Validation] 神话人物。
Agnolo Galli,Agnolo Galli,Person,[Validation] 罗马官员/赞助人。
Agostino Andrea Chigi,Agostino Chigi,Person,[Disambiguation] 基吉家族成员。
Agostino Barelli,Agostino Barelli,Person,[Validation] 巴洛克建筑师。
Agostino Ciampelli,Agostino Ciampelli,Person,[Validation] 画家。
Agostino Mascardi,Agostino Mascardi,Person,[Validation] 历史学家/修辞学家。
Agostino Masucci,Agostino Masucci,Person,[Validation] 画家。
Agostino Mitelli,Agostino Mitelli,Person,[Validation] 画家 (Quadraturista)。
Agostino Sagredo,Agostino Sagredo,Person,[Validation] 威尼斯参议员/收藏家。
Agostino Tassi,Agostino Tassi,Person,[Validation] 画家。
"Aix-la-Chapelle, Peace of",Treaty of Aix-la-Chapelle,Event,[Disambiguation] 亚琛和约。
Alan Noel Latimer Munby,A. N. L. Munby,Person,[Validation] 图书馆学家。
"Albani, Cardinal Annibale",Annibale Albani,Person,[Reconstruction] 名字倒装复原。
"Albani, Francesco",Francesco Albani,Person,[Category Fix] 原文误标为 Place (E53)。波伦亚派画家。
"Albani, Gianfrancesco (Pope Clement XI)",Clement XI,Person,[Disambiguation] 教皇克莱门特十一世。
"Albergati-Capacelli, Francesco",Francesco Albergati Capacelli,Person,[Category Fix] 原文误标为 Place (E53)。剧作家/侯爵。
Albergo del Moretto,Albergo del Moretto,Place,[Validation] 地点（旅馆）。
Albert Ilg,Albert Ilg,Person,[Validation] 艺术史学家。
Alberto Cametti,Alberto Cametti,Person,[Validation] 音乐学家。
Alberto Vecchi,Alberto Vecchi,Person,[Validation] 学者。
Albrecht Dürer,Albrecht Dürer,Person,[Validation] 丢勒。
"Albrizzi, Almor¨°",Almorò Albrizzi,Person,"[OCR Fix] 修正 ""Almor¨°"" 为 ""Almorò""。"
"Albrizzi, Giambattista",Giambattista Albrizzi,Person,[Reconstruction] 名字倒装复原。
Aldo De Rinaldis,Aldo De Rinaldis,Person,[Validation] 艺术史学家。
Aldo Ravà,Aldo Ravà,Person,[Validation] 威尼斯研究学者。
"Aldobrandini, Cardinal Pietro (nephew of Pope Clement VIII)",Pietro Aldobrandini,Person,[Disambiguation] 彼得罗·阿尔多布兰迪尼枢机。
"Aldobrandini, Ippolito (Pope Clement VIII)",Clement VIII,Person,[Disambiguation] 教皇克莱门特八世。
Alessandro Albani,Alessandro Albani,Person,[Validation] 亚历山德罗·阿尔多布兰迪尼枢机。
Alessandro Algardi,Alessandro Algardi,Person,[Validation] 雕塑家。
Alessandro Baudi di Vesme,Alessandro Baudi di Vesme,Person,[Validation] 艺术史学家。
Alessandro Bettagno,Alessandro Bettagno,Person,[Validation] 艺术史学家。
Alessandro Borgia,Alessandro Borgia,Person,[Validation] 亚历山德罗·波吉亚。
Alessandro Farnese (cardinal),Alessandro Farnese (Cardinal),Person,[Validation] 法尔内塞枢机。
"Alessandro Farnese, Duke of Parma",Alessandro Farnese (Duke of Parma),Person,[Validation] 帕尔马公爵。
Alessandro Galilei,Alessandro Galilei,Person,[Validation] 建筑师。
Alessandro Gherardini,Alessandro Gherardini,Person,[Validation] 画家。
Alessandro Longhi,Alessandro Longhi,Person,[Validation] 威尼斯肖像画家。
Alessandro Ludovisi,Gregory XV,Person,[Disambiguation] 亚历山德罗·卢多维西 (教皇格里高利十五世)。
Alessandro Luzio,Alessandro Luzio,Person,[Validation] 历史学家。
Alessandro Magnasco,Alessandro Magnasco,Person,[Validation] 画家。
Alessandro Marabottini,Alessandro Marabottini,Person,[Validation] 艺术史学家。
Alessandro Marchesini,Alessandro Marchesini,Person,[Validation] 画家。
Alessandro Orsini,Alessandro Orsini,Person,[Validation] 亚历山德罗·奥尔西尼枢机。
Alessandro Peretti di Montalto,Alessandro Peretti di Montalto,Person,[Validation] 枢机主教。
Alessandro Scarlatti,Alessandro Scarlatti,Person,[Validation] 作曲家。
Alessandro Sforza,Alessandro Sforza,Person,[Validation] 斯福尔扎家族成员 (可能是枢机)。
Alessandro Turchi,Alessandro Turchi,Person,[Validation] 画家 (l'Orbetto)。
Alessandro Varotari,Alessandro Varotari (Padovanino),Person,[Disambiguation] 帕多瓦尼诺。
Alessandro Vasalli,Alessandro Vassalli,Person,"[OCR Fix] 疑似 ""Vassalli"" (17世纪出版商/刻工)。"
Cyril James Humphries Davenport,Cyril Davenport,Person,[Validation] 英国艺术作家/图书管理员。
Dadie Rylands,"George ""Dadie"" Rylands",Person,[Validation] 英国戏剧导演/学者 (Cambridge)。
Dalmatia,Dalmatia,Place,[Validation] 达尔马提亚 (威尼斯领地)。
Damaso,San Damaso,Place,[Disambiguation] 可能是 San Damaso 教堂或 Cortile di San Damaso (梵蒂冈)。
Danae,Danaë,Work,[Validation] 绘画主题 (提香/伦勃朗等)。
Dance of Nymphs,Dance of Nymphs,Work,[Validation] 绘画主题。
Daniel Pickering Walker,D. P. Walker,Person,[Validation] 历史学家 (Warburg Institute)。
Daniele Beltrami,Daniele Beltrami,Person,[Validation] 威尼斯经济史学家。
Daniele Concina,Daniele Concina,Person,[Validation] 多明我会神学家。
Daniele Dolfin,Daniele Dolfin,Person,"[Validation] 威尼斯贵族/枢机主教 (需区分 Daniele II, III, IV)。"
Daniele Dolfin IV,Daniele Dolfin IV,Person,[Validation] 威尼斯贵族/大使。
Daniele Florio,Daniele Florio,Person,[Validation] 乌迪内诗人。
Daniello Bartoli,Daniello Bartoli,Person,[Validation] 耶稣会作家/历史学家。
Dante,Dante Alighieri,Person,[Validation] 但丁。
Dante Alighieri,Dante Alighieri,Person,[Validation] 但丁。
Daphne and Apollo,Apollo and Daphne,Work,[Validation] 绘画/雕塑主题。
Daphnis,Daphnis,Person (Myth),[Validation] 神话人物。
Daphnis and Chloe,Daphnis and Chloe,Work,[Category Fix] 原文误标为 Concept。朗格斯的小说或绘画主题。
"Dartmouth, Lord",Earl of Dartmouth,Person,[Validation] 英国贵族。
"Dati, Carlo",Carlo Roberto Dati,Person,[Validation] 佛罗伦萨学者。
"Daun, Count",Wirich Philipp von Daun / Leopold Joseph von Daun,Person,[Disambiguation] 奥地利元帅。
David,David,Person/Work,[Ambiguity] 圣经人物大卫，或米开朗基罗/贝尼尼雕塑。根据 E22 标记，应为 Work (雕塑/画作)。
David Teniers the Younger,David Teniers the Younger,Person,[Validation] 佛兰芒画家。
David de Haen,David de Haen,Person,[Validation] 荷兰画家 (Caravaggisti)。
David with the head of Goliath,David with the Head of Goliath,Work,[Validation] 绘画主题 (卡拉瓦乔等)。
Death,Death,Concept/Person (Allegory),[Validation] 寓意人物或概念。
Death of Abel,Death of Abel,Work,[Validation] 绘画主题。
Death of Cleopatra,Death of Cleopatra,Work,[Validation] 绘画主题。
Death of Dido,Death of Dido,Work,[Validation] 绘画主题。
Death of Seneca,Death of Seneca,Work,[Validation] 绘画主题。
Death of St. Francis Xavier,Death of St. Francis Xavier,Work,[Validation] 绘画主题。
Death of Wallenstein,Death of Wallenstein,Work,[Validation] 绘画主题。
Death of the Virgin,Death of the Virgin,Work,[Validation] 绘画主题 (卡拉瓦乔等)。
Decio Azzolino,Decio Azzolino,Person,[Validation] 枢机主教。
Decorations for St. Augustine Church,Decorations for St. Augustine Church,Work,[Validation] 装饰工程。
Decorative Paintings for Pisa Residence,Decorative Paintings (Pisa),Work,[Validation] 装饰绘画。
Dedicatory Frontispiece to Etchings,Dedicatory Frontispiece,Work,[Validation] 书籍/版画卷首插图。
Deianira and Nessus,Deianira and Nessus,Work,[Validation] 绘画主题 (Guido Reni等)。
Della Lena,Della Lena (Family/Person),Person,[Context] 可能是 Innocenzo della Lena (威尼斯作家) 或家族。
Democritus,Democritus,Person,[Validation] 哲学家。
Denis Diderot,Denis Diderot,Person,[Validation] 百科全书派哲学家。
Denis Mahon,Denis Mahon,Person,[Validation] 艺术史学家/收藏家 (Baroque specialist)。
Denis Pétau,Denis Pétau (Dionysius Petavius),Person,[Validation] 耶稣会神学家。
Denis-Xavier Clément,Denis Xavier Clément,Person,[Validation] 法国传教士/作家。
Design for Sant'Andrea al Quirinale,Design for Sant'Andrea al Quirinale,Work,[Validation] 建筑设计图。
Design for St. Peter's Square,Design for St. Peter's Square,Work,[Validation] 贝尼尼设计图。
Detlef Heikamp,Detlef Heikamp,Person,[Validation] 艺术史学家。
Detroit Institute of Arts,Detroit Institute of Arts,Place/Organization,[Validation] 博物馆。
"Devonshire, Duke of",Duke of Devonshire,Person,[Validation] 英国贵族 (Chatsworth主人)。
Diana,Diana,Person (Myth),[Validation] 狩猎女神。
Diana and Actaeon,Diana and Actaeon,Work,[Validation] 绘画主题 (提香等)。
Diana and Actaeon at Bagnoli,Diana and Actaeon (Bagnoli),Work,[Validation] 特指Bagnoli别墅的壁画/画作。
Diana and Callisto,Diana and Callisto,Work,[Validation] 绘画主题。
Diana and Endymion,Diana and Endymion,Work,[Validation] 绘画主题。
Diana and her Nymphs,Diana and her Nymphs,Work,[Validation] 绘画主题。
Dido,Dido,Person (Myth),[Validation] 迦太基女王。
Didwich,Dulwich,Place,"[OCR Fix] ""Didwich"" -> ""Dulwich"" (Dulwich Picture Gallery)。"
Diego Velázquez,Diego Velázquez,Person,[Validation] 西班牙画家。
Diego Zannandreis,Diego Zannandreis,Person,[Validation] 维罗纳艺术传记作家。
"Dietrich, Christian",Christian Wilhelm Ernst Dietrich (Dietricy),Person,[Reconstruction] 德国画家。
Diocletian's Palace,Diocletian's Palace,Place,[Validation] 斯普利特古迹 (Adam测绘)。
Diogenes Searching for an Honest Man,Diogenes Searching for an Honest Man,Work,[Validation] 绘画主题 (Castiglione等)。
Dionisio Dolfin,Dionisio Dolfin,Person,[Validation] 乌迪内大主教/Aquileia宗主教。
Directors of Chatto & Windus,Chatto & Windus,Organization,[Category Fix] 原文误标为 Place。出版商。
Dirk Ameyden,Dirk van Ameyden,Person,[Validation] 尼德兰/罗马学者 (Dirk van Ameyden)。
Divine Love Conquering Earthly Love,Divine Love Conquering Earthly Love,Work,[Validation] 绘画主题 (Baglione)。
Divine Right of Kings,Divine Right of Kings,Concept,[Validation] 政治概念。
"Divine Virtues, Faith, Hope, Charity and Wisdom",Divine Virtues,Work,[Validation] 绘画/雕塑主题。
Doge's Palace,Doge's Palace (Palazzo Ducale),Place,[Validation] 威尼斯总督宫。
Dolfin family,Dolfin (Family),Group,[Validation] 威尼斯家族。
"Dolfin, Daniele (Archbishop of Udine)",Daniele Dolfin (1653-1704),Person,[Category Fix] 原文误标为 Work。
"Dolfin, Daniele III",Daniele Dolfin III,Person,[Validation] 威尼斯大使。
"Dolfin, Daniele IV",Daniele Dolfin IV,Person,[Validation] 威尼斯贵族。
Dome Frescoes of Sant'Agnese in Agone,Dome Frescoes (Sant'Agnese in Agone),Work,[Validation] 罗马教堂壁画 (Ciro Ferri/Corrado Giaquinto?)。实际上是 Ciro Ferri 和 Baciccio 参与。
Domenichino (Domenico Zampieri),Domenichino,Person,[Validation] 博洛尼亚画家。
Domenico Bernini,Domenico Bernini,Person,[Validation] 贝尼尼之子/传记作者。
Domenico Carutti,Domenico Carutti,Person,[Validation] 历史学家。
Domenico Cerato,Domenico Cerato,Person,[Validation] 建筑师。
Domenico Darmanno,Domenico Darmanno,Person,"[Check Original] 极生僻。可能是 ""Domenico D'Arminio""? 或者误拼。待定。"
Domenico Fetti,Domenico Fetti,Person,[Validation] 画家。
Domenico Fontana,Domenico Fontana,Person,[Validation] 建筑师。
Domenico Gargiulo,Domenico Gargiulo (Micco Spadaro),Person,[Validation] 那不勒斯画家。
Domenico Ginnasi,Domenico Ginnasi,Person,[Validation] 枢机主教。
Domenico Guidi,Domenico Guidi,Person,[Validation] 雕塑家。
Domenico Lovisa,Domenico Lovisa,Person,[Validation] 威尼斯出版商 (Il Gran Teatro di Venezia)。
Domenico Maria Fratta,Domenico Maria Fratta,Person,[Validation] 博洛尼亚版画家。
Domenico Maria Viani,Domenico Maria Viani,Person,[Validation] 博洛尼亚画家。
Domenico Martinelli,Domenico Martinelli,Person,[Validation] 建筑师 (Lucca/Vienna)。
Domenico Michelessi,Domenico Michelessi,Person,[Validation] 作家。
Domenico Parodi,Domenico Parodi,Person,[Validation] 热那亚画家/雕塑家。
Domenico Passignano,Domenico Passignano,Person,[Validation] 画家。
Domenico Piola,Domenico Piola,Person,[Validation] 热那亚画家。
Domenico Riccio,Domenico Riccio (Il Brusasorci),Person,[Validation] 维罗纳画家。
Domenico Rossi,Domenico Rossi,Person,[Validation] 威尼斯建筑师。
Domenico Valeriani,Domenico Valeriani,Person,[Validation] 威尼斯画家 (Perspectivist)。
Domenico Viola,Domenico Viola,Person,[Validation] 那不勒斯画家。
Domenico Zampieri,Domenichino,Person,[Validation] 多梅尼基诺。
Domenico da Isnello,Domenico da Isnello,Person,[Validation] 建筑师/工程师。
Dominicans,Dominicans,Group,[Validation] 多明我会。
"Dominici, Bernardo de",Bernardo De Dominici,Person,[Reconstruction] 那不勒斯传记作家。
Alessandro Vittrici,Alessandro Vittrici,Person,[Disambiguation] 罗马主教/副总管 (Vicegerent)。
Alessandro Zen,Alessandro Zen,Person,[Validation] 威尼斯贵族。
Alessandro de' Medici,Alessandro de' Medici (Duke of Florence),Person,[Disambiguation] 佛罗伦萨公爵。
"Alexander Hamilton, 10th Duke of Hamilton","Alexander Hamilton, 10th Duke of Hamilton",Person,[Full Name] 著名收藏家。
Alexander III,Alexander III (Pope),Person,[Disambiguation] 教皇亚历山大三世（常见于威尼斯历史画）。
Alexander Sauli,Alexander Sauli,Person,[Validation] 圣徒 (St. Alexander Sauli)。
Alexander the Great,Alexander the Great,Person,[Validation] 历史人物。
Alfonso Gesualdo,Alfonso Gesualdo,Person,[Validation] 枢机主教。
Alfonso I d'Este,Alfonso I d'Este,Person,[Validation] 费拉拉公爵。
Alfonso Pérez Sánchez,Alfonso E. Pérez Sánchez,Person,[Full Name] 艺术史学家 (普拉多博物馆馆长)。
Alfred Sensier,Alfred Sensier,Person,[Validation] 艺术评论家/传记作家。
Alfredo Bardella,Alfredo Bardella,Person,[Validation] 人物。
"Algarotti, Bonomo",Bonomo Algarotti,Person,[Reconstruction] 名字倒装复原。Francesco Algarotti 的父亲。
Alice Binion,Alice Binion,Person,[Validation] 艺术史学家 (威尼斯画派专家)。
Allan Hume,Allan Hume,Person,[Validation] 人物 (可能是收藏家或 Grand Tour 旅行者)。
Allegory of Clemency,Allegory of Clemency,Work,[Validation] 寓意画主题。
Allegory of Coral fishing,Allegory of Coral fishing,Work,[Validation] 雅格布·祖奇 (Jacopo Zucchi) 画作。
Allegory of Divine Providence and Barberini Power,Allegory of Divine Providence and Barberini Power,Work,[Validation] 皮耶特罗·达·科尔托纳壁画。
Allegory of Divine Wisdom,Allegory of Divine Wisdom,Work,[Validation] 安德烈亚·萨基壁画。
Allegory of Fortune,Allegory of Fortune,Work,[Validation] 寓意画主题。
Allegory of Rome,Allegory of Rome,Work,[Validation] 寓意画主题。
Allegory of Venice,Allegory of Venice,Work,[Validation] 寓意画主题。
Allegory of the Arts,Allegory of the Arts,Work,[Validation] 寓意画主题。
Allegory of the Education of the Crown Prince of the Palatinate,Allegory of the Education of the Crown Prince,Work,[Validation] 寓意画主题。
Aloysius Gonzaga,Aloysius Gonzaga,Person,[Validation] 圣路易吉·公撒格。
Alps,Alps,Place,[Validation] 地名。
Altar Paintings for the Parish Church of San Canciano,Altar Paintings (San Canciano),Work,[Validation] 祭坛画组。
Altar of Friendship,Altar of Friendship,Work,[Validation] 纪念碑/画作主题。
Altar of Tranquility and Rural Life,Altar of Tranquility and Rural Life,Work,[Validation] 纪念碑/画作主题。
Altar of Wealth and Apollo,Altar of Wealth and Apollo,Work,[Validation] 纪念碑/画作主题。
Altarpiece for Chiesa Nuova,Altarpiece for Chiesa Nuova,Work,[Validation] 祭坛画（可能是鲁本斯）。
Altarpiece for Santa Maria dei Cappuccini,Altarpiece for Santa Maria dei Cappuccini,Work,[Validation] 祭坛画。
Altarpiece for St. Sebastian,Altarpiece for St. Sebastian,Work,[Validation] 祭坛画。
Altarpiece for the Augustinian Church,Altarpiece for the Augustinian Church,Work,[Validation] 祭坛画。
Altarpieces for the Royal Chapel,Altarpieces for the Royal Chapel,Work,[Validation] 祭坛画组。
Alte Pinakothek,Alte Pinakothek,Place,[Validation] 慕尼黑老绘画陈列馆。
Altero Matteoli,Altero Matteoli,Person,[Context] 现代意大利政治家/部长（可能出现在参考文献中）。
Alticchiero (Querini villa),Villa Altichiero,Place,[Validation] 威尼斯Querini家族别墅。
Altieri,Altieri (Family),Person/Group,[Category Fix] 误标为 Place。指家族或 Palazzo。
Altieri palace,Palazzo Altieri,Place,[Validation] 罗马宫殿。
"Altieri, Don Gasparo",Gasparo Altieri,Person,[Reconstruction] 名字倒装复原。
"Altieri, Emilio (Pope Clement X)",Clement X,Person,[Disambiguation] 教皇克莱门特十世。
Alvise Mocenigo,Alvise Mocenigo,Person,[Validation] 威尼斯总督/贵族（需具体上下文区分几世）。
Alvise Pisani,Alvise Pisani,Person,[Validation] 威尼斯总督/贵族。
Amadeo Swajer,Amadeo Svajer,Person,[OCR Fix/Standardization] 威尼斯收藏家 (Svajer)。
Amalfi,Amalfi,Place,[Validation] 地名。
Amalia Mezzetti,Amalia Mezzetti,Person,[Validation] 艺术史学家。
Ambroise Dubois,Ambroise Dubois,Person,[Validation] 画家 (枫丹白露画派)。
"Amelot de la Houssaye, A. N.",Abraham Nicolas Amelot de la Houssaye,Person,[Reconstruction] 名字倒装复原。
Amico Ricci,Amico Ricci,Person,[Validation] 艺术史学家。
Amor Vincit Omnia,Amor Vincit Omnia,Work,[Validation] 卡拉瓦乔画作。
Amsterdam,Amsterdam,Place,[Validation] 地名。
Anatole de Montaiglon,Anatole de Montaiglon,Person,[Validation] 艺术史学家。
Andrea Brustolon,Andrea Brustolon,Person,[Validation] 威尼斯雕塑家。
Andrea Camassei,Andrea Camassei,Person,[Validation] 巴洛克画家。
Andrea Carlone,Andrea Carlone,Person,[Validation] 热那亚画家。
Andrea Celesti,Andrea Celesti,Person,[Validation] 威尼斯画家。
Andrea Doria,Andrea Doria,Person,[Validation] 热那亚海军上将。
Andrea Ferreri,Andrea Ferreri,Person,[Validation] 巴洛克雕塑家。
Andrea Gerini,Andrea Gerini,Person,[Validation] 佛罗伦萨贵族/收藏家。
Andrea Giacomo Podestà,Andrea Giacomo Podestà,Person,[Validation] 画家/版画家。
Andrea Locatelli,Andrea Locatelli,Person,[Validation] 罗马风景画家。
Andrea Mantegna,Andrea Mantegna,Person,[Validation] 文艺复兴画家。
Andrea Memmo,Andrea Memmo,Person,[Validation] 威尼斯政治家/作家。
Andrea Ottini,Andrea Ottini,Person,"[Check Original] 可能是 ""Pasquale Ottino"" 的误拼，或同名小众人物。"
Andrea Palladio,Andrea Palladio,Person,[Validation] 建筑师。
Andrea Pozzo,Andrea Pozzo,Person,[Validation] 耶稣会画家/建筑师。
Andrea Procaccini,Andrea Procaccini,Person,[Validation] 画家。
Andrea Querini,Andrea Querini,Person,[Validation] 威尼斯贵族。
Andrea Sacchi,Andrea Sacchi,Person,[Validation] 罗马巴洛克画家。
Andrea Schiavone,Andrea Schiavone,Person,[Validation] 威尼斯画家。
Andrea Tessier,Andrea Tessier,Person,[Validation] 19世纪威尼斯档案学家。
Andrea Toresani,Andrea Toresani,Person,[Validation] 人物。
Andrea Tron,Andrea Tron,Person,[Validation] 威尼斯政治家。
Andrea Vaccaro,Andrea Vaccaro,Person,[Validation] 那不勒斯画家。
Andrea Zucchi,Andrea Zucchi,Person,[Validation] 版画家。
Andrea del Rosso,Andrea del Rosso,Person,[Validation] 佛罗伦萨收藏家。
Andrea del Sarto,Andrea del Sarto,Person,[Validation] 画家。
Andreas Scherber,Andreas Scherber,Person,[Validation] 人物。
Andreina Griseri,Andreina Griseri,Person,[Validation] 艺术史学家。
Andrew Fountaine,Andrew Fountaine,Person,[Validation] 英国收藏家。
Andrew the Apostle,Saint Andrew,Person,[Disambiguation] 圣安德烈。
Andromache weeping before Aeneas,Andromache weeping before Aeneas,Work,[Validation] 画作主题。
André Félibien,André Félibien,Person,[Validation] 法国宫廷史官/艺术理论家。
Andrés Marzo,Andrés Marzo,Person,[Validation] 西班牙巴洛克画家。
Angel with the Superscription,Angel with the Superscription,Work,[Validation] 圣天使桥雕塑 (贝尼尼)。
"Angeli, Filippo d' (Napoletano)",Filippo Napoletano,Person,[Disambiguation] 菲利波·那波列塔诺。
Angelica Griè,Angelica Griè,Person,[Check Original] 疑似 OCR 错误或极生僻人名。
Angelo Borzelli,Angelo Borzelli,Person,[Validation] 历史学家/文学评论家。
Angelo Calogerà,Angelo Calogerà,Person,[Validation] 本笃会修士/作家。
Angelo Caroselli,Angelo Caroselli,Person,[Validation] 罗马画家。
Angelo Cesi,Angelo Cesi,Person,[Validation] 主教 (Todi)。
Angelo Contarini,Angelo Contarini,Person,[Validation] 威尼斯贵族。
Angelo Crespi,Angelo Crespi,Person,[Validation] 人物。
Angelo Custode,Guardian Angel,Work/Concept,[Disambiguation] 守护天使（主题）。
Angelo Giori,Angelo Giori,Person,[Validation] 枢机主教 (贝尼尼赞助人)。
Angelo Maria Querini,Angelo Maria Querini,Person,[Validation] 枢机主教/学者。
Angelo Michele Colonna,Angelo Michele Colonna,Person,[Validation] 夸德拉图拉画家。
Angelo Pinetti,Angelo Pinetti,Person,[Validation] 艺术史学家。
Angelo Querini,Angelo Querini,Person,[Validation] 威尼斯贵族。
Dominique Vivant,"Dominique Vivant, Baron Denon",Person,[Full Name] 卢浮宫首任馆长/艺术家。
Don Cesare Leopardi d`Osimo,Cesare Leopardi,Person,[Validation] 奥西莫贵族。
Don Fabrizio Valguarnera,Fabrizio Valguarnera,Person,[Validation] 17世纪西西里贵族/收藏家 (宝石/画作)。
Don Giovanni Domenico Brustoloni,Giovanni Domenico Brustoloni,Person,[Reconstruction] 威尼斯版画家 (无需 Don)。
Don Urbano Barberini-Colonna di Sciarradi Carbognano,Urbano Barberini (Prince of Palestrina),Person,[Reconstruction] 名字过长且粘连，应简化为主要头衔。
Donald Posner,Donald Posner,Person,[Validation] 艺术史学家。
Donato Creti,Donato Creti,Person,[Validation] 博洛尼亚画家。
Dora Coggiola,Dora Coggiola,Person,[Validation] 图书馆员/艺术作者 (20世纪)。
"Dorigny, Louis",Louis Dorigny,Person,[Validation] 法国画家 (主要在意大利)。
Dosso Dossi,Dosso Dossi,Person,[Validation] 费拉拉画家。
"Douglas, Hamilton, Marquis of","Douglas Hamilton, 8th Duke of Hamilton",Person,[Disambiguation] 汉密尔顿公爵。
Drawings of Sagredo Family Members,Drawings of Sagredo Family Members,Work,[Validation] 素描集。
