Original_Entry,Refined_Formal_Name,Refined_Category,Status/Notes
Maria Vittoria Brugnoli,Maria Vittoria Brugnoli,Person,现代艺术史学家。
Maria Walpole,Maria Walpole,Person,格洛斯特公爵夫人，沃尔波尔家族成员。
Marianne Roland Michel,Marianne Roland Michel,Person,著名的法国艺术史学家（专攻18世纪）。
Mariano Armellini,Mariano Armellini,Person,历史学家/考古学家（罗马基督教考古）。
Marie Th谷r豕se Rodet Geoffrin,Marie Thérèse Rodet Geoffrin,Person,[OCR Fix] 乱码修复。若弗兰夫人，著名的沙龙女主人。
Marie de' Medici,Marie de' Medici,Person,法国玛丽·德·美第奇王后。
Marie-Henri Beyle,Stendhal,Person,作家司汤达的原名，以写意大利游记和艺术评论著称。
"Marigny, Marquis de","Abel-François Poisson, marquis de Marigny",Person,蓬帕杜夫人的弟弟，法国皇家建筑总监。
Marilyn Aronberg Lavin,Marilyn Aronberg Lavin,Person,现代著名的艺术史学家（Piero della Francesca 研究者）。
Marino Berengo,Marino Berengo,Person,现代意大利历史学家。
Mario Brunetti,Mario Brunetti,Person,历史学家（威尼斯研究）。
Mario Chigi,Mario Chigi,Person,基吉家族成员（如教皇亚历山大七世的兄弟）。
Mario D'Orsi,Mario D'Orsi,Person,现代艺术评论家/学者。
Mario Minniti,Mario Minniti,Person,卡拉瓦乔的朋友和模特，西西里画家。
Mario Nuzzi,Mario Nuzzi,Person,"别名 ""Mario dei Fiori""，以画花卉著称。"
Mark Antony,Mark Antony,Person,罗马统帅马克·安东尼。
Mark Ritchie,Mark Ritchie,Person,现代学者/作者（出现在参考书目中）。
Mark Samuel Weil,Mark Samuel Weil,Person,现代艺术史学家（巴洛克雕塑研究）。
"Marlborough, Duchess of","Sarah Churchill, Duchess of Marlborough",Person,著名的马尔伯勒公爵夫人。
Marriage,Marriage,Concept,[Category Fix] 原文误标为 Man-Made Object。
Marriage Allegory of the Rezzonico Family,Marriage Allegory of the Rezzonico Family,Work,[Category Fix] 提埃坡罗在 Ca' Rezzonico 的天顶画。
Mars and Venus,Mars and Venus,Work,[Category Fix] 神话主题或特定画作。
Marshal Schulenburg,Johann Matthias von der Schulenburg,Person,[Category Fix] 威尼斯共和国元帅，重要的艺术收藏家。
Martino Longhi,Martino Longhi the Elder,Person,建筑师老马蒂诺·朗吉。
Martino Longhi the Younger,Martino Longhi the Younger,Person,建筑师小马蒂诺·朗吉。
Martirii patiti da Santi Martiri per La confessione di Christo,Martirii patiti dai Santi Martiri per la confessione di Cristo,Work,[Typo Fix] 书籍/版画集标题，安东尼奥·坦佩斯塔（Tempesta）等人的作品。
Martyrdom of St Peter,The Martyrdom of Saint Peter,Work,[Category Fix] 圣彼得殉教图（如卡拉瓦乔或雷尼作品）。
Martyrdom of St. Cecilia,The Martyrdom of Saint Cecilia,Work,[Category Fix] 圣塞西莉亚殉教图（如 Domenichino 作品）。
Marucelli Palace,Palazzo Marucelli,Place,[Category Fix] 佛罗伦萨的马鲁切利-芬奇宫（Palazzo Marucelli-Fenzi）。
"Marucelli, Orazio",Orazio Marucelli,Person,佛罗伦萨参议员/贵族。
Mary Stuart,"Mary, Queen of Scots",Person,玛丽一世 (苏格兰)。
Mary Wortley Montagu,Lady Mary Wortley Montagu,Person,英国贵族、作家，曾游历东方。
Mar赤a Antonieta Gatas,María Antonieta Gatas,Person,"[OCR Fix] ""Mar赤a"" -> ""María""。Gatas 可能是 Gallas 或类似拼写，保留原词待查，或是现代学者名。"
Masanella,Masaniello,Person,"[OCR/Typo Fix] 极可能是 ""Masaniello""（那不勒斯渔民起义领袖）的误拼。"
Masaniello,Masaniello,Person,托马索·阿涅洛（Tommaso Aniello），那不勒斯起义领袖。
Massacre of the Innocents,Massacre of the Innocents,Work,[Category Fix] 诸圣婴孩殉道图。
"Massimi, Camillo (the Elder)",Camillo Massimi,Person,可能是指早期的马西米家族成员。
"Massimi, Cardinal Camillo (Carlo)",Carlo Camillo II Massimi,Person,著名的红衣主教与艺术赞助人（普桑、洛兰赞助者）。
Massimiliano Soldani Benzi,Massimiliano Soldani Benzi,Person,佛罗伦萨雕塑家和章牌制作者。
Massimo Petrocchi,Massimo Petrocchi,Person,现代学者。
Massimo Stanzione,Massimo Stanzione,Person,那不勒斯画家，被称为“那不勒斯的圭多·雷尼”。
Mastelletta,Giovanni Andrea Donducci,Person,别名 Mastelletta，博洛尼亚画家。
Master of Monte Oliveto,Master of Monte Oliveto,Person,14世纪锡耶纳画派的匿名大师。
Matilda of Tuscany,Matilda of Tuscany,Person,托斯卡纳女伯爵（大女伯爵马蒂尔达）。
"Matina, L.",Leone Matina,Person,[Reconstruction] 17世纪威尼斯（Olivetan）修士、作家/版画相关人物。
Matteo Bartolini,Matteo Bartolini,Person,17世纪建筑师。
Matteo Castelli,Matteo Castelli,Person,活跃于波兰的意大利建筑师。
Matteo del Teglia,Matteo del Teglia,Person,托斯卡纳外交官/代理人。
Matth?us Daniel P?ppelmann,Matthäus Daniel Pöppelmann,Person,[OCR Fix] 乱码修复。德累斯顿茨温格宫的建筑师。
Mattia Loret,Mattia Loret,Person,(1880–1949) 波兰艺术史学家，曾任职于罗马。
Mattia Preti,Mattia Preti,Person,卡拉布里亚骑士，著名的巴洛克画家。
Mattia Rosichino,Mattia Rosichino,Person,[Disambiguation] 17世纪巴贝里尼宫画廊的管理者（guardaroba）和导览手册作者。
Mattia de Rossi,Mattia de' Rossi,Person,建筑师，贝尼尼的学生和助手。
"Maupertuis, Pierre-Louis",Pierre Louis Maupertuis,Person,法国数学家和哲学家。
Maurice Vaes,Maurice Vaes,Person,现代艺术史学家（研究荷兰画家）。
Maurizio Fagiolo dell'Arco,Maurizio Fagiolo dell'Arco,Person,著名的现代意大利艺术史学家（巴洛克权威）。
Mauro Antonio Tesi,Mauro Antonio Tesi,Person,18世纪博洛尼亚画家和建筑师。
