Original_Entry,Refined_Formal_Name,Refined_Category,Status/Notes
Aedes Barberina ad Quirinalem,Aedes Barberina ad Quirinalem,Work,[Validation] Girolamo Teti 的书名。
Aeneas,Aeneas,Person (Myth),[Validation] 神话人物。
Aeneas de Caprara,Enea Silvio Caprara,Person,[Disambiguation] 奥地利陆军元帅 (Enea Silvio Caprara)。
Aeneid,Aeneid,Work,[Validation] 维吉尔史诗。
Agamemnon,Agamemnon,Person (Myth),[Validation] 神话人物。
Agnolo Galli,Agnolo Galli,Person,[Validation] 罗马官员/赞助人。
Agostino Andrea Chigi,Agostino Chigi,Person,[Disambiguation] 基吉家族成员。
Agostino Barelli,Agostino Barelli,Person,[Validation] 巴洛克建筑师。
Agostino Ciampelli,Agostino Ciampelli,Person,[Validation] 画家。
Agostino Mascardi,Agostino Mascardi,Person,[Validation] 历史学家/修辞学家。
Agostino Masucci,Agostino Masucci,Person,[Validation] 画家。
Agostino Mitelli,Agostino Mitelli,Person,[Validation] 画家 (Quadraturista)。
Agostino Sagredo,Agostino Sagredo,Person,[Validation] 威尼斯参议员/收藏家。
Agostino Tassi,Agostino Tassi,Person,[Validation] 画家。
"Aix-la-Chapelle, Peace of",Treaty of Aix-la-Chapelle,Event,[Disambiguation] 亚琛和约。
Alan Noel Latimer Munby,A. N. L. Munby,Person,[Validation] 图书馆学家。
"Albani, Cardinal Annibale",Annibale Albani,Person,[Reconstruction] 名字倒装复原。
"Albani, Francesco",Francesco Albani,Person,[Category Fix] 原文误标为 Place (E53)。波伦亚派画家。
"Albani, Gianfrancesco (Pope Clement XI)",Clement XI,Person,[Disambiguation] 教皇克莱门特十一世。
"Albergati-Capacelli, Francesco",Francesco Albergati Capacelli,Person,[Category Fix] 原文误标为 Place (E53)。剧作家/侯爵。
Albergo del Moretto,Albergo del Moretto,Place,[Validation] 地点（旅馆）。
Albert Ilg,Albert Ilg,Person,[Validation] 艺术史学家。
Alberto Cametti,Alberto Cametti,Person,[Validation] 音乐学家。
Alberto Vecchi,Alberto Vecchi,Person,[Validation] 学者。
Albrecht Dürer,Albrecht Dürer,Person,[Validation] 丢勒。
"Albrizzi, Almor¨°",Almorò Albrizzi,Person,"[OCR Fix] 修正 ""Almor¨°"" 为 ""Almorò""。"
"Albrizzi, Giambattista",Giambattista Albrizzi,Person,[Reconstruction] 名字倒装复原。
Aldo De Rinaldis,Aldo De Rinaldis,Person,[Validation] 艺术史学家。
Aldo Ravà,Aldo Ravà,Person,[Validation] 威尼斯研究学者。
"Aldobrandini, Cardinal Pietro (nephew of Pope Clement VIII)",Pietro Aldobrandini,Person,[Disambiguation] 彼得罗·阿尔多布兰迪尼枢机。
"Aldobrandini, Ippolito (Pope Clement VIII)",Clement VIII,Person,[Disambiguation] 教皇克莱门特八世。
Alessandro Albani,Alessandro Albani,Person,[Validation] 亚历山德罗·阿尔多布兰迪尼枢机。
Alessandro Algardi,Alessandro Algardi,Person,[Validation] 雕塑家。
Alessandro Baudi di Vesme,Alessandro Baudi di Vesme,Person,[Validation] 艺术史学家。
Alessandro Bettagno,Alessandro Bettagno,Person,[Validation] 艺术史学家。
Alessandro Borgia,Alessandro Borgia,Person,[Validation] 亚历山德罗·波吉亚。
Alessandro Farnese (cardinal),Alessandro Farnese (Cardinal),Person,[Validation] 法尔内塞枢机。
"Alessandro Farnese, Duke of Parma",Alessandro Farnese (Duke of Parma),Person,[Validation] 帕尔马公爵。
Alessandro Galilei,Alessandro Galilei,Person,[Validation] 建筑师。
Alessandro Gherardini,Alessandro Gherardini,Person,[Validation] 画家。
Alessandro Longhi,Alessandro Longhi,Person,[Validation] 威尼斯肖像画家。
Alessandro Ludovisi,Gregory XV,Person,[Disambiguation] 亚历山德罗·卢多维西 (教皇格里高利十五世)。
Alessandro Luzio,Alessandro Luzio,Person,[Validation] 历史学家。
Alessandro Magnasco,Alessandro Magnasco,Person,[Validation] 画家。
Alessandro Marabottini,Alessandro Marabottini,Person,[Validation] 艺术史学家。
Alessandro Marchesini,Alessandro Marchesini,Person,[Validation] 画家。
Alessandro Orsini,Alessandro Orsini,Person,[Validation] 亚历山德罗·奥尔西尼枢机。
Alessandro Peretti di Montalto,Alessandro Peretti di Montalto,Person,[Validation] 枢机主教。
Alessandro Scarlatti,Alessandro Scarlatti,Person,[Validation] 作曲家。
Alessandro Sforza,Alessandro Sforza,Person,[Validation] 斯福尔扎家族成员 (可能是枢机)。
Alessandro Turchi,Alessandro Turchi,Person,[Validation] 画家 (l'Orbetto)。
Alessandro Varotari,Alessandro Varotari (Padovanino),Person,[Disambiguation] 帕多瓦尼诺。
Alessandro Vasalli,Alessandro Vassalli,Person,"[OCR Fix] 疑似 ""Vassalli"" (17世纪出版商/刻工)。"
