Original_Entry,Refined_Formal_Name,Refined_Category,Status/Notes
King Solomon Bathing,King Solomon Bathing,Work,"[Validation] 绘画主题 (可能指 Bathsheba?) 需确认。Solomon usually doesn't bathe in art. Maybe ""Bathsheba bathing""? or ""Susanna""?"
King's College,King's College (Cambridge),Place,[Validation] 剑桥国王学院。
Klaus Lankheit,Klaus Lankheit,Person,[Validation] 艺术史学家 (Baroque sculpture)。
Klára Garas,Klára Garas,Person,[Validation] 匈牙利艺术史学家 (Maulbertsch/Baroque)。
Kufürst Clemens August,Clemens August of Bavaria,Person,[Category Fix] 原文误标为 Man-Made Object。科隆选帝侯。
Kunsthistorisches Museum,Kunsthistorisches Museum,Place,[Validation] 维也纳艺术史博物馆。
Kunstsammlungen,Kunstsammlungen,Place/Concept,"[Validation] 艺术收藏 (通常指 Weimar, Dresden 等地的机构)。"
L'Escorial,El Escorial,Place,[Validation] 埃斯科里亚尔。
L'Inondazione del Tevere,L'Inondazione del Tevere,Work,[Validation] 画作标题。
"La Beata Vergine in Egitto, e S. Giuseppe","La Beata Vergine in Egitto, e S. Giuseppe",Work,[Validation] 绘画主题。
La Burla del Piovano Arlotto,La Burla del Piovano Arlotto,Work,[Validation] 画作标题 (Volterrano/Giovanni da San Giovanni)。
La Chiesa di Gesù Cristo vendicata ne' suoi contrasegni ne' suoi dogmi,La Chiesa di Gesù Cristo vendicata...,Work,[Validation] 书籍标题。
La Fiera dell' Impruneta,La Fiera dell'Impruneta,Work,[Validation] Callot 版画。
La Galleria di Minervat VI,La Galleria di Minerva,Work,"[OCR Fix] ""Minervat VI"" -> ""Minerva, t. VI"" (期刊/丛书)。"
La Harpe,Jean-François de La Harpe,Person,[Disambiguation] 评论家。
La Notte,La Notte (Correggio),Work,[Validation] 柯雷乔画作 (The Nativity)。
La Storta,La Storta,Place,[Validation] 罗马附近地点 (Ignatius vision)。
"La Vrillière, Louis Phélipeaux de","Louis Phélypeaux, marquis de La Vrillière",Person,[Validation] 法国政治家/收藏家。
La rissa all'Ambasciata di Spagna,La rissa all'Ambasciata di Spagna,Work,[Validation] 绘画主题 (The Brawl at the Spanish Embassy)。
Labia collection,Labia Collection,Organization/Group,[Category Fix] 原文误标为 Man-Made Object。
Labia family,Labia (Family),Group,[Validation] 威尼斯家族 (Palazzo Labia)。
Lake Bracciano,Lake Bracciano,Place,[Validation] 湖泊。
Lamport Hall,Lamport Hall,Place,[Category Fix] 原文误标为 Person。Isham家族庄园。
"Lancellotti, Abate",Secondo Lancellotti,Person,[Reconstruction] 作家 (L'Hoggidì)。
Landscape with Cephalus and Procris reunited by Diana,Landscape with Cephalus and Procris,Work,[Validation] 克劳德·洛兰画作。
Landscape with Man fleeing from Serpent,Landscape with Man fleeing from Serpent,Work,[Validation] 普桑画作。
Landscape with Man killed by a Snake,Landscape with a Man killed by a Snake,Work,[Validation] 普桑画作。
Landscape with Psyche Outside the Palace of Cupid,Landscape with Psyche Outside the Palace of Cupid,Work,[Validation] 克劳德·洛兰画作 (The Enchanted Castle)。
Landscape with Rural Dance,Landscape with Rural Dance,Work,[Validation] 克劳德·洛兰画作。
Landscape with Woman washing her Feet,Landscape with Woman washing her Feet,Work,[Validation] 普桑画作 (Phocion)。
Landscape with figures and animals,Landscape with figures and animals,Work,[Validation] 通用标题。
Landscape with the Father of Psyche Sacrificing...,Landscape with the Father of Psyche Sacrificing...,Work,[Validation] 克劳德·洛兰画作。
Landscape with the Flight into Egypt,Landscape with the Flight into Egypt,Work,[Validation] 绘画主题 (Carracci/Lorrain等)。
Landscape with the Port of Santa Marinella,Landscape with the Port of Santa Marinella,Work,[Validation] 克劳德·洛兰画作。
"Landscapes, varying reactions to",Reception of Landscapes,Concept,[Category Fix] 原文误标为 Person。
"Langetti, Giovanni Battista",Giovan Battista Langetti,Person,[Validation] 画家。
Lateran,Lateran,Place,[Validation] 拉特朗区域。
Lateran Baptistery,Lateran Baptistery,Place,[Validation] 洗礼堂。
Lateran Palace,Lateran Palace,Place,[Validation] 宫殿。
Laurent Cars,Laurent Cars,Person,[Validation] 法国版画家。
Laurent de La Hyre,Laurent de La Hyre,Person,[Validation] 法国画家。
Lauro,Lauro,Place,[Validation] 地点。
