Original_Entry,Refined_Formal_Name,Refined_Category,Status/Notes
Giovanni Agostino Cassana,Giovanni Agostino Cassana,Person,[Validation] 画家 (Abate Cassana)。
Giovanni Ambrogio Mazenta,Giovanni Ambrogio Mazenta,Person,[Validation] 建筑师 (Barnabite)。
Giovanni Andrea Lazzarini,Giovanni Andrea Lazzarini,Person,[Validation] 佩萨罗画家/建筑师/作家。
Giovanni Andrea Podestà,Giovanni Andrea Podestà,Person,[Validation] 画家/版画家。
Giovanni Angelo Canini,Giovanni Angelo Canini,Person,[Validation] 罗马画家/版画家。
Giovanni Angelo Montorsoli,Giovanni Angelo Montorsoli,Person,[Validation] 雕塑家 (Servite)。
Giovanni Animuccia,Giovanni Animuccia,Person,[Validation] 作曲家。
Giovanni Antonio Armanni,Giovanni Antonio Armanni,Person,[Validation] 历史人物。
Giovanni Antonio Belloni,Giovanni Antonio Belloni,Person,[Validation] 人物 (可能指 Belloni 银行家?)。
Giovanni Antonio Burrini,Giovanni Antonio Burrini,Person,[Validation] 博洛尼亚画家。
