Original_Entry,Refined_Formal_Name,Refined_Category,Status/Notes
Conte Carpegna,Conte Carpegna,Person,[Validation] 卡佩尼亚伯爵。
Conte Cavazza,Conte Cavazza,Person,[Validation] 博洛尼亚/威尼斯贵族。
Conte Tassis,Conte Tassis,Person,[Validation] 塔西斯伯爵。
"Conti, Antonio",Antonio Schinella Conti (Abate Conti),Person,[Validation] 威尼斯作家。
"Conti, Michaelangelo (Pope Innocent XIII)",Innocent XIII,Person,[Disambiguation] 教皇英诺森十三世。
Contracts,Contracts,Concept,[Validation] 法律文件/艺术史研究对象。
Copy of Annibale Carracci's Works,Copy of Annibale Carracci's Works,Work,[Validation] 复制品。
Copy of Raphael's Loggias,Copy of Raphael's Loggias,Work,[Validation] 复制品。
Corfu,Corfu,Place,[Validation] 科孚岛。
Coriolano Montemagni,Coriolano Montemagni,Person,[Validation] 托斯卡纳政治家。
Cornaro chapel,Cornaro Chapel,Place,[Validation] 罗马 Santa Maria della Vittoria 礼拜堂 (贝尼尼)。
Cornelis Schut,Cornelis Schut,Person,[Validation] 佛兰芒画家。
Cornelis de Wael,Cornelis de Wael,Person,[Validation] 佛兰芒画家 (居热那亚/罗马)。
Cornelius Clarkson Vermeule III,Cornelius Vermeule,Person,[Validation] 古典考古学家/策展人。
Cornelius van Poelenburgh,Cornelis van Poelenburgh,Person,[Validation] 荷兰画家。
Corner family,Cornaro (Family),Group,[Standardization] 威尼斯家族 (Corner/Cornaro)。
Corrado Giaquinto,Corrado Giaquinto,Person,[Validation] 洛可可画家。
Correggio,Correggio,Person,[Validation] 画家。
Correr Library,Biblioteca del Museo Correr,Place,[Validation] 威尼斯图书馆。
Corsini chapel in Santo Spirito,Corsini Chapel (Santo Spirito),Place,[Validation] 佛罗伦萨礼拜堂。
Corsini family,Corsini (Family),Group,[Validation] 佛罗伦萨家族。
"Corsini, Lorenzo (Pope Clement XII)",Clement XII,Person,[Disambiguation] 教皇克莱门特十二世。
"Corsini, Marchese Filippo",Filippo Corsini,Person,[Category Fix] 原文误标为 Work。
Corso,Via del Corso,Place,[Validation] 罗马街道。
"Cortese, Giacomo and Guglielmo",Jacques and Guillaume Courtois,Group,[Split Required] 兄弟画家 (Il Borgognone)。
Corti Guido,Guido Corti,Person,[Reconstruction] 现代圆号演奏家? 若在古代语境，可能是误拼。
Cortona Triptych,Cortona Triptych,Work,[Validation] 安吉利科修士作品。
Corybantes,Corybantes,Group,[Validation] 神话群体。
Cosimo Fanzago,Cosimo Fanzago,Person,[Validation] 巴洛克建筑师/雕塑家。
Cosimo III de' Mediciy,Cosimo III de' Medici,Person,"[OCR Fix] ""Mediciy"" -> ""Medici""。"
Cosimo Maria de' Medici,Cosimo Maria de' Medici,Person,"[Validation] 可能是指 Cosimo I, II, III 或家族成员。"
Cosimo Tura,Cosimo Tura,Person,[Validation] 费拉拉画家。
"Costaguti, Marchese",Costaguti (Marchese),Person,[Category Fix] 原文误标为 Work。
Costanza Magalotti,Costanza Magalotti,Person,[Validation] 贵族。
Costanza Piccolomini d'Aragona,Costanza Piccolomini d'Aragona,Person,[Validation] 贵族/Bonarelli夫人? 需区分 Costanza Bonarelli (Bernini的情人) 和此人。Costanza Piccolomini 是 Amalfi公爵夫人。
Council of Ten,Council of Ten,Organization,[Category Fix] 原文误标为 Place。威尼斯十人委员会。
Count Ferdinand Ernst Gabriel von Waldstein,Ferdinand Ernst Gabriel von Waldstein,Person,[Validation] 贝多芬赞助人。
"Count of Bolagno, the Imperial ambassador",Count of Bolagno,Person,[Category Fix] 原文误标为 Work。
"Courtois, Jacques and Guillaume",Jacques and Guillaume Courtois,Group,[Validation] 兄弟画家。
Couvent des Augustins Déchaussés,Couvent des Augustins Déchaussés,Place,[Validation] 巴黎修道院 (Petits-Pères)。
Cowper,"William Cowper, 1st Earl Cowper / The Cowper Madonna?",Person/Work,"[Ambiguity] 若为画作 ""Cowper Madonna"" (Raphael) 则为 Work。若为人名，则是收藏家。根据 E22 标记，可能是画作 (The Small Cowper Madonna / The Niccolini-Cowper Madonna)。建议：The Cowper Madonna。"
Cremona state library,Biblioteca Statale di Cremona,Place,[Validation] 图书馆。
Cremonese,Cremonese School,Group,[Validation] 克雷莫纳画派。
"Crequi, Duc de",Charles III de Créquy,Person,[Disambiguation] 法国驻罗马大使。
"Crescenzi, Pietro Paolo",Pietro Paolo Crescenzi,Person,[Validation] 枢机主教/赞助人。
Crete,Crete,Place,[Validation] 地名。
Creusa imploring Aeneas to rescue his father Anchises from the fire of Troy,Creusa imploring Aeneas,Work,[Validation] 绘画主题。
Cristo della Minerva,Risen Christ (Michelangelo),Work,[Disambiguation] 米开朗基罗雕塑。
Cristoforo Dall'Acqua,Cristoforo Dall'Acqua,Person,[Validation] 维琴察版画家。
Cristoforo Ivanovich,Cristoforo Ivanovich,Person,[Validation] 威尼斯歌剧史学家。
Cristoforo Munari,Cristoforo Munari,Person,[Validation] 静物画家。
Cristoforo Roncalli,Cristoforo Roncalli (Il Pomarancio),Person,[Validation] 画家。
Cristoforo Tentori,Cristoforo Tentori,Person,[Validation] 威尼斯历史学家。
"Critics, Roman",Art Critics (Roman),Group,[Validation] 群体。
Crocifissione di Pietro,Crucifixion of St. Peter,Work,[Validation] 绘画主题 (Guido Reni / Caravaggio)。
"Croissy, M. de","Charles Colbert, marquis de Croissy",Person,[Disambiguation] 外交官。
Crossing of the Red Sea,Crossing of the Red Sea,Work,[Validation] 绘画主题。
Crucifixion,Crucifixion,Work,[Validation] 绘画主题。
Crucifixion with the Madonna,Crucifixion with the Madonna,Work,[Validation] 绘画主题。
"Curli, Girolamo",Girolamo Curti (Il Dentone),Person,"[OCR Fix] ""Curli"" -> ""Curti"" (博洛尼亚 Quadraturista)。"
Customs duty on pictures,Customs duty on pictures,Concept,[Validation] 经济/法律概念。
Cybele,Cybele,Person (Myth),[Validation] 女神。
