Original_Entry,Refined_Formal_Name,Refined_Category,Status/Notes
Cavaliere dello speron d'oro,Knight of the Golden Spur,Group/Title,[Category Fix] 误标为 Work。爵位。
Cavalieri di Santo Stefano,Order of Saint Stephen,Group,[Validation] 圣斯特凡诺骑士团。
"Caylus, Comte de",Anne Claude de Caylus,Person,[Disambiguation] 凯吕斯伯爵。
Cebes,Cebes,Person,[Validation] 古希腊哲学家 (Tabula Cebetis)。
Cecil Gould,Cecil Gould,Person,[Validation] 艺术史学家。
Ceiling Frescoes in Palazzo Altieri,Ceiling Frescoes (Palazzo Altieri),Work,[Validation] 马拉塔/Coli/Gherardi作品。
Ceiling Frescoes in the Quirinal Palace Gallery,Ceiling Frescoes (Quirinal Palace),Work,[Validation] 奎里纳尔宫壁画。
Ceiling Paintings at Hampton Court,Ceiling Paintings (Hampton Court),Work,[Validation] 汉普顿宫壁画 (Verrio等)。
Ceiling fresco in the staircase of the Würzburg Residence,Würzburg Residence Frescoes,Work,[Validation] 提埃坡罗代表作。
Ceiling fresco of the Augustinian Church,Ceiling fresco (Augustinian Church),Work,[Validation] 可能是帕多瓦 Eremitani 或其他。
Ceiling of Palazzo Doria-Pamphili,Ceiling of Palazzo Doria Pamphilj,Work,[Validation] 壁画。
"Celle, Georg Wilhelm Duke of","George William, Duke of Brunswick-Lüneburg",Person,[Disambiguation] 策勒公爵。
Cephalus and Aurora,Cephalus and Aurora,Work,[Validation] 绘画主题。
"Cerato, Abate",Domenico Cerato,Person,[Disambiguation] 帕多瓦建筑师 (Abate Cerato)。
Ceremonies of the Grand Duke,Ceremonies of the Grand Duke,Work/Event,[Validation] 托斯卡纳大公典礼记录/画作。
Ceres,Ceres,Person (Myth),[Validation] 丰收女神。
Cesare Augusto Levi,Cesare Augusto Levi,Person,[Validation] 威尼斯历史学家/收藏家。
Cesare Beccaria,Cesare Beccaria,Person,[Validation] 法学家/哲学家。
Cesare Brandi,Cesare Brandi,Person,[Validation] 艺术修复理论家。
Cesare D'Onofrio,Cesare D'Onofrio,Person,[Validation] 罗马艺术史学家。
Cesare Ripa,Cesare Ripa,Person,[Validation] 图像学家 (Iconologia)。
Cesare d'Este,Cesare d'Este,Person,[Validation] 摩德纳公爵。
"Ceva, Cardinal",Francesco Adriano Ceva,Person,[Disambiguation] 枢机主教。
Chair of Saint Peter,Chair of Saint Peter,Work,[Validation] 贝尼尼作品 (Cathedra Petri)。
"Chandos, Grey Brydges, 5th Lord","Grey Brydges, 5th Baron Chandos",Person,[Validation] 贵族。
"Chandos, James Brydges, 1st Duke of","James Brydges, 1st Duke of Chandos",Person,[Validation] 贵族/赞助人。
"Chantelou, Paul-Fréart de",Paul Fréart de Chantelou,Person,[Reconstruction] 贝尼尼在法国的接待者/日记作者。
Chantilly,Chantilly,Place,[Validation] 地名。
Chapel of St. Ignatius,Chapel of St. Ignatius,Place,[Validation] 罗马耶稣会教堂礼拜堂。
Chapel of St. Lawrence,Chapel of St. Lawrence,Place,[Validation] 礼拜堂。
Chapel of St. Stanislaus Kostka,Chapel of St. Stanislaus Kostka,Place,[Validation] 罗马Sant'Andrea al Quirinale礼拜堂。
Chapel of the Virgin Mary,Chapel of the Virgin Mary,Place,[Validation] 礼拜堂。
Chapel of the passion of Jesus Christ,Chapel of the Passion,Place,[Validation] 礼拜堂 (Santa Maria in Campitelli等)。
"Chardin, Jean Baptiste Siméon",Jean-Baptiste-Siméon Chardin,Person,[Validation] 法国画家。
Charity,Charity,Work,[Validation] 绘画主题 (Caritas)。
Charles Anderson-Pelham,"Charles Anderson-Pelham, 1st Baron Yarborough",Person,[Full Name] 英国贵族/收藏家。
Charles Bennet,Charles Bennet,Person,"[Validation] 可能是 Charles Bennet, 1st Earl of Tankerville 等。"
Charles Burney,Charles Burney,Person,[Validation] 音乐史学家/旅行家。
"Charles Cadogan, 1st Earl Cadogan","Charles Cadogan, 2nd Baron Cadogan",Person,"[Correction] 1st Earl Cadogan 是 William。Charles 是 2nd Baron, 后来没成 Earl? 需核实。实际上 William Cadogan 是 1st Earl。Charles Cadogan (brother) 继承了 Barony。后代 Charles Sloane Cadogan 成为 1st Earl (new creation)。此处可能是指 Charles Sloane Cadogan 或单纯混淆。保留原名并加注或修正为 Charles Sloane Cadogan? 可能是指 Charles Cadogan (2nd Baron)。"
Charles Cocks,"Charles Cocks, 1st Baron Somers",Person,[Disambiguation] 英国政治家。
Charles Colbert,"Charles Colbert, marquis de Croissy",Person,[Disambiguation] 法国外交官 (Colbert弟弟)。
Charles Emmanuel II,"Charles Emmanuel II, Duke of Savoy",Person,[Validation] 萨伏伊公爵。
Charles Errard,Charles Errard,Person,[Validation] 法国画家/法兰西学院院长。
Charles Fox,Charles Fox,Person,[Category Fix] 原文误标为 Work。英国政治家。
Charles Fran ois de Saint Saulieu,Charles-François de Saint-Saulieu,Person,"[OCR Fix] ""Fran ois"" -> ""François""。"
Charles Henry Collins Baker,C. H. Collins Baker,Person,[Validation] 艺术史学家。
"Charles Howard, 1st Earl of Carlisle","Charles Howard, 1st Earl of Carlisle",Person,[Validation] 贵族。
Charles I,Charles I of England,Person,[Category Fix] 原文误标为 Work。
