Original_Entry,Refined_Formal_Name,Refined_Category,Status/Notes
Elizabeth Yates,Elizabeth Yates,Person,[Validation] 演员/作家 (可能指同名者，需上下文)。
Elizabetta Antoniazzi Rossi,Elisabetta Antoniazzi Rossi,Person,"[OCR Fix] ""Elizabetta"" -> ""Elisabetta""。学者。"
Ellis Waterhouse,Ellis Waterhouse,Person,[Validation] 艺术史学家。
Elpidio Benedetti,Elpidio Benedetti,Person,[Validation] 罗马的法国代理人/经纪人。
Embassy of Spain in Rome,Palazzo di Spagna (Embassy of Spain),Place,[Validation] 罗马建筑。
Emil Kauffmann,Emil Kauffmann,Person,[Validation] 音乐家/艺术爱好者 (Angelica Kauffman父亲?)。需区分 Emil Kaufmann (建筑史学家) 或 Friedrich Kauffmann。应为 Emil Kaufmann (1891–1953) 建筑史学家。
Emile Baudson,Émile Baudson,Person,[Validation] 法国艺术史学家。
Emilia,Emilia-Romagna,Place,[Validation] 意大利大区。
Emilio Amedeo De Tipaldo,Emilio De Tipaldo,Person,[Validation] 传记作家。
Emilio Bonomelli,Emilio Bonomelli,Person,[Validation] 教皇宫廷官员 (Castel Gandolfo)。
Emilio Lavagnino,Emilio Lavagnino,Person,[Validation] 艺术史学家/策展人。
Emilio Morpurgo,Emilio Morpurgo,Person,[Validation] 帕多瓦统计学家/政治家。
Emily Temple,"Emily Temple, Viscountess Palmerston",Person,[Disambiguation] 帕默斯顿夫人。
Emmanuele Antonio Cicogna,Emmanuele Antonio Cicogna,Person,[Validation] 威尼斯碑铭学家/历史学家。
"Emo, Procurator",Gabriele Emo / Giovanni Emo,Person,[Disambiguation] 威尼斯行政官。最著名的是 Gabriele Emo 或 Giovanni Emo。保留泛指或标记需确认。
Emperor Henry IV Kneeling Before Pope Gregory VII,Emperor Henry IV Kneeling Before Pope Gregory VII,Work,[Validation] 绘画主题 (Canossa)。
English patronage,English patronage,Concept,[Validation] 艺术赞助。
English tourists in Italy,Grand Tour (English tourists),Group/Concept,[Validation] 群体/现象。
Enlightenment in Italy,Italian Enlightenment,Concept,[Validation] 历史时期/运动。
Enrico Brol,Enrico Brol (Author),Person,"[Check Original] 可能是 ""Enrico Broilo""? 待定。"
Enrico Carusi,Enrico Carusi,Person,[Validation] 梵蒂冈图书馆员/法制史学家。
Enrico Narducci,Enrico Narducci,Person,[Validation] 罗马图书馆员/目录学家。
Enrico Zuccalli,Enrico Zuccalli,Person,[Validation] 建筑师。
Enriqueta Harris,Enriqueta Harris,Person,[Validation] 艺术史学家 (Velázquez专家)。
"Entry of the Count of Colloredo, the Imperial ambassador",Entry of the Count of Colloredo,Work,[Validation] 卡纳莱托画作。
Enzo Bentivoglio,Enzo Bentivoglio,Person,[Validation] 费拉拉侯爵/赞助人。
Enzo Crea,Enzo Crea,Person,[Validation] 罗马出版商/学者。
Epicurus,Epicurus,Person,[Validation] 哲学家。
Equestrian Statue of Henry IV,Equestrian Statue of Henry IV,Work,[Validation] 巴黎新桥雕塑 (Giambologna/Tacca)。
Equestrian Statue of Louis XIV,Equestrian Statue of Louis XIV,Work,[Validation] 贝尼尼/Girardon雕塑。
Ercole Ferrata,Ercole Ferrata,Person,[Validation] 罗马巴洛克雕塑家。
Ercole Graziani the Younger,Ercole Graziani,Person,[Validation] 博洛尼亚画家。
Ercole Lelli,Ercole Lelli,Person,[Validation] 解剖蜡像制作师/艺术家。
Ercole Procaccini the Elder,Ercole Procaccini the Elder,Person,[Validation] 画家。
"Erlach, Fischer von",Johann Bernhard Fischer von Erlach,Person,[Reconstruction] 奥地利巴洛克建筑师。
Erminia,Erminia,Person (Lit),[Validation] 《耶路撒冷的解放》人物。
Ernst Gombrich,Ernst Gombrich,Person,[Validation] 艺术史学家。
Erwin Panofsky,Erwin Panofsky,Person,[Validation] 图像学家。
Esau,Esau,Person,[Validation] 圣经人物。
Escape from Egypt,Flight into Egypt,Work,[Validation] 绘画主题。
"Essex, Lord","Robert Devereux, 2nd Earl of Essex",Person,[Disambiguation] 埃塞克斯伯爵。
Este,Este,Place,[Validation] 城镇/家族发源地。
"Este, Azzo, Marchese d'",Azzo d'Este (Marquis),Person,[Category Fix] 原文误标为 Work。
"Este, Isabella d'",Isabella d'Este,Person,[Reconstruction] 文艺复兴赞助人。
Estella Brunetti,Estella Brunetti,Person,[Validation] 艺术史学家。
Esther,Esther,Person,[Validation] 圣经人物。
Esther before Ahasuerus,Esther before Ahasuerus,Work,[Validation] 绘画主题。
"Estrées, Duc d'",César d'Estrées,Person,[Disambiguation] 法国枢机/外交官 (César) 或其兄 (François Annibal)。驻罗马通常是 César。
Et in Arcadia ego,Et in Arcadia ego,Work,[Validation] 普桑/Guercino画作标题。
Etchings of Oriental-style Heads,Etchings of Oriental-style Heads,Work,[Validation] Castiglione 或 Tiepolo 作品。
Eteocles,Eteocles,Person (Myth),[Validation] 神话人物。
Eteocles and Polynices,Eteocles and Polynices,Work,[Validation] 绘画主题。
