Original_Entry,Refined_Formal_Name,Refined_Category,Status/Notes
Death of Seneca,Death of Seneca,Work,[Validation] 绘画主题。
Death of St. Francis Xavier,Death of St. Francis Xavier,Work,[Validation] 绘画主题。
Death of Wallenstein,Death of Wallenstein,Work,[Validation] 绘画主题。
Death of the Virgin,Death of the Virgin,Work,[Validation] 绘画主题 (卡拉瓦乔等)。
Decio Azzolino,Decio Azzolino,Person,[Validation] 枢机主教。
Decorations for St. Augustine Church,Decorations for St. Augustine Church,Work,[Validation] 装饰工程。
Decorative Paintings for Pisa Residence,Decorative Paintings (Pisa),Work,[Validation] 装饰绘画。
Dedicatory Frontispiece to Etchings,Dedicatory Frontispiece,Work,[Validation] 书籍/版画卷首插图。
Deianira and Nessus,Deianira and Nessus,Work,[Validation] 绘画主题 (Guido Reni等)。
Della Lena,Della Lena (Family/Person),Person,[Context] 可能是 Innocenzo della Lena (威尼斯作家) 或家族。
Democritus,Democritus,Person,[Validation] 哲学家。
Denis Diderot,Denis Diderot,Person,[Validation] 百科全书派哲学家。
Denis Mahon,Denis Mahon,Person,[Validation] 艺术史学家/收藏家 (Baroque specialist)。
Denis Pétau,Denis Pétau (Dionysius Petavius),Person,[Validation] 耶稣会神学家。
Denis-Xavier Clément,Denis Xavier Clément,Person,[Validation] 法国传教士/作家。
Design for Sant'Andrea al Quirinale,Design for Sant'Andrea al Quirinale,Work,[Validation] 建筑设计图。
Design for St. Peter's Square,Design for St. Peter's Square,Work,[Validation] 贝尼尼设计图。
Detlef Heikamp,Detlef Heikamp,Person,[Validation] 艺术史学家。
Detroit Institute of Arts,Detroit Institute of Arts,Place/Organization,[Validation] 博物馆。
"Devonshire, Duke of",Duke of Devonshire,Person,[Validation] 英国贵族 (Chatsworth主人)。
Diana,Diana,Person (Myth),[Validation] 狩猎女神。
Diana and Actaeon,Diana and Actaeon,Work,[Validation] 绘画主题 (提香等)。
Diana and Actaeon at Bagnoli,Diana and Actaeon (Bagnoli),Work,[Validation] 特指Bagnoli别墅的壁画/画作。
Diana and Callisto,Diana and Callisto,Work,[Validation] 绘画主题。
Diana and Endymion,Diana and Endymion,Work,[Validation] 绘画主题。
Diana and her Nymphs,Diana and her Nymphs,Work,[Validation] 绘画主题。
Dido,Dido,Person (Myth),[Validation] 迦太基女王。
Didwich,Dulwich,Place,"[OCR Fix] ""Didwich"" -> ""Dulwich"" (Dulwich Picture Gallery)。"
Diego Velázquez,Diego Velázquez,Person,[Validation] 西班牙画家。
Diego Zannandreis,Diego Zannandreis,Person,[Validation] 维罗纳艺术传记作家。
"Dietrich, Christian",Christian Wilhelm Ernst Dietrich (Dietricy),Person,[Reconstruction] 德国画家。
Diocletian's Palace,Diocletian's Palace,Place,[Validation] 斯普利特古迹 (Adam测绘)。
Diogenes Searching for an Honest Man,Diogenes Searching for an Honest Man,Work,[Validation] 绘画主题 (Castiglione等)。
Dionisio Dolfin,Dionisio Dolfin,Person,[Validation] 乌迪内大主教/Aquileia宗主教。
Directors of Chatto & Windus,Chatto & Windus,Organization,[Category Fix] 原文误标为 Place。出版商。
Dirk Ameyden,Dirk van Ameyden,Person,[Validation] 尼德兰/罗马学者 (Dirk van Ameyden)。
Divine Love Conquering Earthly Love,Divine Love Conquering Earthly Love,Work,[Validation] 绘画主题 (Baglione)。
Divine Right of Kings,Divine Right of Kings,Concept,[Validation] 政治概念。
"Divine Virtues, Faith, Hope, Charity and Wisdom",Divine Virtues,Work,[Validation] 绘画/雕塑主题。
Doge's Palace,Doge's Palace (Palazzo Ducale),Place,[Validation] 威尼斯总督宫。
Dolfin family,Dolfin (Family),Group,[Validation] 威尼斯家族。
"Dolfin, Daniele (Archbishop of Udine)",Daniele Dolfin (1653-1704),Person,[Category Fix] 原文误标为 Work。
"Dolfin, Daniele III",Daniele Dolfin III,Person,[Validation] 威尼斯大使。
"Dolfin, Daniele IV",Daniele Dolfin IV,Person,[Validation] 威尼斯贵族。
Dome Frescoes of Sant'Agnese in Agone,Dome Frescoes (Sant'Agnese in Agone),Work,[Validation] 罗马教堂壁画 (Ciro Ferri/Corrado Giaquinto?)。实际上是 Ciro Ferri 和 Baciccio 参与。
Domenichino (Domenico Zampieri),Domenichino,Person,[Validation] 博洛尼亚画家。
Domenico Bernini,Domenico Bernini,Person,[Validation] 贝尼尼之子/传记作者。
Domenico Carutti,Domenico Carutti,Person,[Validation] 历史学家。
Domenico Cerato,Domenico Cerato,Person,[Validation] 建筑师。
Domenico Darmanno,Domenico Darmanno,Person,"[Check Original] 极生僻。可能是 ""Domenico D'Arminio""? 或者误拼。待定。"
Domenico Fetti,Domenico Fetti,Person,[Validation] 画家。
Domenico Fontana,Domenico Fontana,Person,[Validation] 建筑师。
Domenico Gargiulo,Domenico Gargiulo (Micco Spadaro),Person,[Validation] 那不勒斯画家。
Domenico Ginnasi,Domenico Ginnasi,Person,[Validation] 枢机主教。
Domenico Guidi,Domenico Guidi,Person,[Validation] 雕塑家。
Domenico Lovisa,Domenico Lovisa,Person,[Validation] 威尼斯出版商 (Il Gran Teatro di Venezia)。
Domenico Maria Fratta,Domenico Maria Fratta,Person,[Validation] 博洛尼亚版画家。
Domenico Maria Viani,Domenico Maria Viani,Person,[Validation] 博洛尼亚画家。
Domenico Martinelli,Domenico Martinelli,Person,[Validation] 建筑师 (Lucca/Vienna)。
Domenico Michelessi,Domenico Michelessi,Person,[Validation] 作家。
Domenico Parodi,Domenico Parodi,Person,[Validation] 热那亚画家/雕塑家。
Domenico Passignano,Domenico Passignano,Person,[Validation] 画家。
Domenico Piola,Domenico Piola,Person,[Validation] 热那亚画家。
Domenico Riccio,Domenico Riccio (Il Brusasorci),Person,[Validation] 维罗纳画家。
Domenico Rossi,Domenico Rossi,Person,[Validation] 威尼斯建筑师。
Domenico Valeriani,Domenico Valeriani,Person,[Validation] 威尼斯画家 (Perspectivist)。
Domenico Viola,Domenico Viola,Person,[Validation] 那不勒斯画家。
Domenico Zampieri,Domenichino,Person,[Validation] 多梅尼基诺。
Domenico da Isnello,Domenico da Isnello,Person,[Validation] 建筑师/工程师。
Dominicans,Dominicans,Group,[Validation] 多明我会。
"Dominici, Bernardo de",Bernardo De Dominici,Person,[Reconstruction] 那不勒斯传记作家。
