Original_Entry,Refined_Formal_Name,Refined_Category,Status/Notes
Artemisia Gentileschi,Artemisia Gentileschi,Person,[Validation] 画家。
Arthur Ewart Popham,A. E. Popham,Person,[Validation] 大英博物馆策展人。
Arthur Stanley Turberville,A. S. Turberville,Person,[Validation] 历史学家。
"Artist's position in society, Andrea Memmo on",Artist's position in society (Concept),Concept,[Validation] 艺术理论议题。
"Artists, status of in 17th-century Rome",Social status of artists,Concept,[Validation] 艺术史研究主题。
"Arts Graphiques de la Cité,Agraci",Arts Graphiques de la Cité (AGRACI),Organization,[Validation] 巴黎摄影/出版机构。
Arturo Jahn Rusconi,Arturo Jahn Rusconi,Person,[Validation] 艺术史学家。
"Arundel, Lord","Thomas Howard, 21st Earl of Arundel",Person,[Disambiguation] 阿伦德尔伯爵 (著名收藏家)。
Ascanio Filomarino,Ascanio Filomarino,Person,[Validation] 那不勒斯枢机主教。
Ascanius Shooting the Stag of Sylvia,Ascanius Shooting the Stag of Sylvia,Work,[Validation] 克劳德·洛兰画作。
Asclepius,Asclepius,Person (Myth),[Validation] 医神。
Ascoli Piceno,Ascoli Piceno,Place,[Validation] 城市。
Ashmolean Museum,Ashmolean Museum,Place,[Validation] 牛津博物馆。
Assumption of the Virgin,Assumption of the Virgin,Work,[Validation] 绘画主题。
"Astalli (Pamfili), Camillo",Camillo Astalli,Person,[Disambiguation] 卡米洛·阿斯塔利枢机。
Asti,Asti,Place,[Validation] 城市。
Attila,Attila the Hun,Person,[Validation] 匈人王 (出现在拉斐尔壁画中)。
"Audran, Benoit",Benoît Audran the Elder,Person,[Disambiguation] 法国版画家。
Augustin Lehmann,Augustin Lehmann,Person,[Validation] 人物 (可能指 19世纪法国画家 Augustin Lehmann 或 Henri Lehmann)。
Augustinian Monastery Altarpiece,Augustinian Monastery Altarpiece,Work,[Validation] 祭坛画。
Augustinian church,Augustinian church,Place,[Validation] 教堂类型/地点。
Augustinian convent,Augustinian convent,Place,[Validation] 修道院。
Augusto Bazzoni,Augusto Bazzoni,Person,[Validation] 历史学家 (威尼斯档案)。
Augusto Pierantoni,Augusto Pierantoni,Person,[Validation] 法学家/政治家。
"Augustus II of Poland (Frederick Augustus I, Elector of Saxony)",Augustus II the Strong,Person,[Disambiguation] 奥古斯都二世。
Augustus II the Strong,Augustus II the Strong,Person,[Validation] 萨克森选帝侯/波兰国王。
Augustus III of Poland,Augustus III of Poland,Person,[Validation] 奥古斯都三世。
"Augustus III of Poland (Frederick Augustus II, Elector of Saxony)",Augustus III of Poland,Person,[Validation] 同上。
Aurelio Gotti,Aurelio Gotti,Person,[Validation] 19世纪艺术作家 (Uffizi画廊)。
Aurelio Lepre,Aurelio Lepre,Person,[Validation] 历史学家 (20世纪)。
Aurelio Rezzonico,Aurelio Rezzonico,Person,[Validation] 威尼斯贵族 (教皇克莱门特十三世家族)。
Aurora,Aurora,Person (Myth)/Work,[Validation] 黎明女神或Guercino壁画。
Austrian National Library,Austrian National Library,Place,[Validation] 奥地利国家图书馆。
Avignon,Avignon,Place,[Validation] 城市。
Avviso,Avviso,Work,"[Category Fix] ""Avviso"" 是新闻简报/公报 (Dispatch)，原文误标为 Place。"
"Azzolini, Cardinal",Decio Azzolino,Person,[Disambiguation] 德西奥·阿佐利诺枢机。
Babylon,Babylon,Place,[Validation] 地名。
Bacchanal,Bacchanal,Work,[Validation] 绘画主题 (提香/普桑)。
Bacchanalia,Bacchanalia,Event/Work,[Validation] 节日/绘画主题。
Bacchus,Bacchus,Person (Myth),[Validation] 酒神。
Bacchus and Ariadne,Bacchus and Ariadne,Work,[Validation] 提香画作。
Baccio Bandinelli,Baccio Bandinelli,Person,[Validation] 佛罗伦萨雕塑家。
Baccio Ciarpi,Baccio Ciarpi,Person,[Validation] 托斯卡纳画家 (科尔托纳的老师)。
