Original_Entry,Refined_Formal_Name,Refined_Category,Status/Notes
Teodora dal Pozzo,Teodora dal Pozzo,Person,Cassiano dal Pozzo 的女儿/继承人。
Teodoro Correr,Teodoro Correr,Person,威尼斯收藏家，科雷尔博物馆创始人。
Teodoro Viero,Teodoro Viero,Person,威尼斯出版商/版画家。
Teofilo Gallaccini,Teofilo Gallaccini,Person,锡耶纳学者/建筑理论家。
Teresa,Saint Teresa of Avila,Person,圣特蕾莎（阿维拉）。
Teresa Maria Marcellino,Teresa Maria Marcellino,Person,[Verify] 可能是 Teresa Maria Marcolini (歌手) 或其他名字的误读。
Terisio Pignatt,Terisio Pignatti,Person,"[OCR Fix] ""Pignatt"" -> ""Pignatti""。威尼斯艺术史权威。"
Terni,Terni,Place,翁布里亚城市。
"Tesi, Mauro",Mauro Antonio Tesi,Person,别名 Maurino。
"Tessin, Count Carl Gustav",Carl Gustaf Tessin,Person,瑞典重要外交官与收藏家。
"Tessin, Nicodemus, the Younger",Nicodemus Tessin the Younger,Person,瑞典巴洛克建筑师。
The Abduction of Helen,The Abduction of Helen,Work,[Category Fix] 圭多·雷尼等人的画作。
The Adoration of the Lamb,The Adoration of the Mystic Lamb,Work,[Category Fix] 根特祭坛画（凡·艾克）。
The Adoration of the Magi,The Adoration of the Magi,Work,[Category Fix] 三博士来朝。
The Andrians,The Andrians,Work,[Category Fix] 提香的《安德罗斯岛的酒神节》。
The Apotheosis of Christ's Blood...,The Apotheosis of Christ's Blood and the Holy Cross,Work,[Category Fix] Baciccio 的草稿。
The Arcadian Shepherds (after...),Et in Arcadia ego,Work,[Category Fix] 普桑画作的临摹/版画。
The Arrival at the Palace,The Arrival at the Palace,Work,[Category Fix] 可能是 Carpaccio 圣乌苏拉系列或其他叙事画。
The Arrival of the Earl of Manchester...,The Arrival of the Earl of Manchester in Venice,Work,[Category Fix] Luca Carlevarijs 的画作。
The Ascension,The Ascension,Work,[Category Fix] 耶稣升天图。
The Ascension of Christ,The Ascension of Christ,Work,[Category Fix]
The Assassination of St Peter the Martyr...,The Assassination of Saint Peter Martyr,Work,[Category Fix] 提香原作（已毁）的临摹。
The Assumption of the Blessed Luigi Gonzaga,The Assumption of St Aloysius Gonzaga,Work,[Category Fix] Guercino 等人的画作。
The Assumption of the Virgin,The Assumption of the Virgin,Work,[Category Fix] 提香（Frari）或 Carracci 的圣母升天图。
The Bacchanal of the Andrians,The Bacchanal of the Andrians,Work,[Category Fix] 同 3651。
The Banquet of Antony and Cleopatra,The Banquet of Cleopatra,Work,[Category Fix] 提埃坡罗的著名画作。
The Banquet of Cleopatra,The Banquet of Cleopatra,Work,[Category Fix]
The Baptism,The Baptism of Christ,Work,[Category Fix]
The Baptism of Christ,The Baptism of Christ,Work,[Category Fix] 耶稣受洗图。
The Bath of Diana,The Bath of Diana,Work,[Category Fix] 戴安娜沐浴。
The Bathers,The Bathers,Work,[Category Fix] 塞尚（晚期）或 Carracci（早期）的画作，此处可能指 Carracci。
The Bean Eater,The Bean Eater,Work,[Category Fix] Annibale Carracci 的著名风俗画。
The Beheading of St John the Baptist,The Beheading of Saint John the Baptist,Work,[Category Fix] 卡拉瓦乔等人的画作。
The Beheading of St Paul,The Beheading of Saint Paul,Work,[Category Fix] Algardi 的雕塑或画作。
The Birth of Saint John the Baptist,The Birth of Saint John the Baptist,Work,[Category Fix]
The Capture of Jerusalem by Titus,The Capture of Jerusalem by Titus,Work,[Category Fix] 普桑画作。
The Capture of Syracuse...,The Capture of Syracuse with the Death of Archimedes,Work,[Category Fix]
The Children of Charles I,The Children of Charles I,Work,[Category Fix] 凡·戴克画作。
The Choice of Hercules,The Choice of Hercules,Work,[Category Fix] 赫拉克勒斯的岔路口（Carracci 等）。
The Circumcision,The Circumcision,Work,[Category Fix] 耶稣割礼图。
The Confession,The Confession,Work,[Category Fix] 可能是 Longhi 的画作《告解》。
The Conspiracy of Catiline,The Conspiracy of Catiline,Work,[Category Fix] Salvator Rosa 的画作。
The Continence of Scipio,The Continence of Scipio,Work,[Category Fix] 西庇阿的节制（历史画）。
The Conversion of Saint Paul,The Conversion of Saint Paul,Work,[Category Fix] 卡拉瓦乔等人的画作。
The Crossing of the Red Sea,The Crossing of the Red Sea,Work,[Category Fix] 普桑画作。
The Death of Cleopatra,The Death of Cleopatra,Work,[Category Fix] 常见历史画主题。
The Death of Germanicus,The Death of Germanicus,Work,[Category Fix] 普桑的著名画作。
The Death of Lucretia,The Death of Lucretia,Work,[Category Fix] 常见历史画主题。
The Death of Regulus,The Death of Regulus,Work,[Category Fix] Salvator Rosa 的画作。
The Death of St Francis Xavier,The Death of St Francis Xavier,Work,[Category Fix] Baciccio 或 Maratti 的画作。
The Deposition,The Deposition,Work,[Category Fix] 耶稣下十字架。
The Deposition from the Cross,The Deposition from the Cross,Work,[Category Fix]
The Deposition from the Cross/Deposition,The Deposition from the Cross,Work,[Category Fix]
The Descent from the Cross,The Descent from the Cross,Work,[Category Fix]
The Ecstasy of St Margaret,The Ecstasy of Saint Margaret of Cortona,Work,[Category Fix] Lanfranco 的画作。
The Emperor Augustus Closes the Doors...,The Emperor Augustus Closing the Doors of the Temple of Janus,Work,[Category Fix] Carlo Maratti 的画作。
The Entombment of Christ,The Entombment of Christ,Work,[Category Fix] 提香、卡拉瓦乔等。
The Exodus,The Exodus,Work,[Category Fix] 出埃及记主题（Castiglione 等）。
The Fair at Poggio a Caiano,The Fair at Poggio a Caiano,Work,[Category Fix] Giuseppe Maria Crespi 的画作。
The Fall of Manna,The Gathering of the Manna,Work,[Category Fix] 普桑、提埃坡罗等。
The Fall of Phaethon,The Fall of Phaethon,Work,[Category Fix] 米开朗基罗（素描）或 Liss 等。
The Fall of the Giants,The Fall of the Giants,Work,[Category Fix] 朱利奥·罗马诺或萨尔瓦托·罗萨。
The Feast of Herod,The Feast of Herod,Work,[Category Fix] 多纳泰罗（浮雕）或鲁本斯。
The Finding of Moses,The Finding of Moses,Work,[Category Fix] 发现摩西（常见主题）。
