Original_Entry,Refined_Formal_Name,Refined_Category,Status/Notes
Bargello National Museum,Museo Nazionale del Bargello,Place,[Validation] 佛罗伦萨博物馆。
Barnabites,Barnabites,Group,[Category Fix] 原文误标为 Place。巴拿巴会 (修会)。
Barnabotti,Barnabotti,Group,[Validation] 威尼斯贫穷贵族阶层。
"Baronio, Cardinal",Caesar Baronius,Person,[Disambiguation] 凯撒·巴罗尼乌斯枢机 (教会史学家)。
Bartholomew the Apostle,Saint Bartholomew,Person,[Disambiguation] 圣巴多罗买。
"Bartoli, Pietro Santo",Pietro Santi Bartoli,Person,"[OCR Fix] 修正 ""Santo"" 为 ""Santi""。版画家/古物学家。"
Bartolomeo Bassante,Bartolomeo Bassante,Person,[Validation] 那不勒斯画家。
Bartolomeo Letterini,Bartolomeo Letterini,Person,[Validation] 威尼斯画家。
Bartolomeo Montagna,Bartolomeo Montagna,Person,[Validation] 维琴察画家。
Bartolomeo Nazari,Bartolomeo Nazari,Person,[Validation] 威尼斯肖像画家。
Bartolomeo Schedoni,Bartolomeo Schedoni,Person,[Validation] 帕尔马画家。
Bartolomeo Vivarini,Bartolomeo Vivarini,Person,[Validation] 威尼斯画家。
"Bartolommeo, Fra",Fra Bartolomeo,Person,[Reconstruction] 佛罗伦萨画家。
Basilica di Sant'Antonino,Basilica di Sant'Antonino (Sorrento/Piacenza),Place,[Validation] 教堂。
Basilica di Sant'Antonio,Basilica of Saint Anthony of Padua,Place,[Validation] 帕多瓦圣安东尼大殿 (Il Santo)。
Basilica di Santa Maria Maggiore,Basilica di Santa Maria Maggiore,Place,[Validation] 罗马圣母大殿。
Basilica of Saint Francis,Basilica of Saint Francis (Assisi),Place,[Validation] 阿西西圣方济各圣殿。
Basilica of Saint Paul Outside the Walls,Basilica of Saint Paul Outside the Walls,Place,[Validation] 罗马城外圣保禄大殿。
Basilica of Saint Sabina,Basilica of Santa Sabina,Place,[Validation] 罗马教堂。
Basilica of Saints John and Paul on the Caelian Hill,Basilica of Saints John and Paul,Place,[Validation] 罗马 Santi Giovanni e Paolo。
Basilica of San Clemente,Basilica of San Clemente,Place,[Validation] 罗马教堂。
Basilica of San Giovanni dei Fiorentini,San Giovanni dei Fiorentini,Place,[Validation] 罗马教堂。
Basilica of San Lorenzo,Basilica of San Lorenzo (Florence),Place,[Validation] 佛罗伦萨教堂。
Basilica of San Vitale,Basilica of San Vitale (Ravenna/Rome),Place,[Validation] 教堂。
Basilica of Sant'Andrea,Basilica di Sant'Andrea (Mantua),Place,[Validation] 曼图亚教堂 (Alberti设计)。
Basilica of Santa Cecilia in Bologna,Oratory/Church of Santa Cecilia (Bologna),Place,[Validation] 博洛尼亚教堂。
Basilica of Santa Croce,Basilica of Santa Croce (Florence),Place,[Validation] 佛罗伦萨教堂。
Basilica of Santa Maria Novella,Basilica of Santa Maria Novella,Place,[Validation] 佛罗伦萨教堂。
Basilica of the Holy Trinity,Basilica of the Holy Trinity,Place,[Validation] 教堂 (可能是 SS. Trinità)。
Basilicas,Basilicas,Place,[Validation] 建筑类型。
"Bassanino, Virgilio",Virgin by Bassanino,Work,"[Correction] 依据指令修正：原文 ""Virgilio Bassanino"" 极大概率为 ""Virgin by Bassanino"" (Jacopo Bassano作品) 的误读。"
"Bassano, Jacopo",Jacopo Bassano,Person,[Reconstruction] 威尼斯画家。
"Bassi, Francesco (il Cremonese)",Francesco Bassi (Il Cremonese),Person,[Category Fix] 原文误标为 Place。风景画家。
Bathsheba,Bathsheba,Person,[Validation] 圣经人物。
Batlisheba Bathing,Bathsheba Bathing,Work,"[OCR Fix] 修正 ""Batlisheba"" 为 ""Bathsheba""。"
"Batoni, Pompeo",Pompeo Batoni,Person,[Reconstruction] 罗马肖像画家。
Battaria di Cusina,Batteria di Cucina,Work,"[OCR Fix] 修正 ""Battaria"" 为 ""Batteria"" (Kitchen utensils/Still life)。"
Battistela,Battistella,Person,[Category Fix] 原文误标为 Place。疑似人名 (Antonio Battistella)。
Bavarian State Painting Collections,Bavarian State Painting Collections (Bayerische Staatsgemäldesammlungen),Organization,[Validation] 德国博物馆机构。
Beata Vergine del Soccorso (Rovigo),Tempio della Beata Vergine del Soccorso,Place,[Validation] 罗维戈教堂 (La Rotonda)。
Beatae Mariae Virginis Officium,Officium Beatae Mariae Virginis,Work,[Validation] 圣母日课 (手稿/书)。
"Beccari, Dr",Beccari (Dr.),Person,[Validation] 可能是 Jacopo Bartolomeo Beccari (博洛尼亚科学院)。
"Bedford, John, 4th Duke of","John Russell, 4th Duke of Bedford",Person,[Disambiguation] 英国贵族/赞助人。
Beggar holding a Rosary,Beggar holding a Rosary,Work,[Validation] 画作主题 (可能是Ceruti或Il Pitocchetto)。
Bell Towers for St. Peter's Basilica (demolished),Bell Towers for St. Peter's Basilica,Work,[Validation] 贝尼尼设计的钟楼 (已拆除)。
"Bellori, Gian Pietro",Giovanni Pietro Bellori,Person,[Reconstruction] 艺术理论家。
"Bellucci, Giovanni Battista",Giovanni Battista Bellucci,Person,[Reconstruction] 建筑师/工程师 (16世纪) 或画家 (Antonio Bellucci相关?)。需区分。此处保留全名。
Belvoir Castle,Belvoir Castle,Place,[Validation] 英国城堡。
"Bencovich, Federico",Federico Bencovich,Person,[Reconstruction] 达尔马提亚/威尼斯画家。
Benedetto Castiglione,Giovanni Benedetto Castiglione,Person,[Disambiguation] 乔瓦尼·贝内代托·卡斯蒂廖内 (Il Grechetto)。
Benedetto Croce,Benedetto Croce,Person,[Validation] 哲学家 (后世引用)。
Benedetto Gennari,Benedetto Gennari II,Person,[Disambiguation] 盖尔奇诺的外甥。
Benedetto Luti,Benedetto Luti,Person,[Validation] 罗马画家。
Benedetto Menzini,Benedetto Menzini,Person,[Validation] 诗人。
Benedict Nicolson,Benedict Nicolson,Person,[Validation] 艺术史学家。
Benedictines,Benedictines,Group,[Validation] 本笃会。
Benjamin Seebohm Rowntree,Seebohm Rowntree,Person,[Validation] 社会学家 (可能作为文献引用)。
Beno?t Audran the Elder,Benoît Audran the Elder,Person,"[OCR Fix] 修正 ""?"" 为 ""î""。"
Bensburg Castle,Bensberg Castle,Place,"[OCR Fix] 修正 ""Bensburg"" 为 ""Bensberg"" (Schloss Bensberg)。"
"Bentivoglio, Ippotilo",Ippolito Bentivoglio,Person,"[OCR Fix] 修正 ""Ippotilo"" 为 ""Ippolito""。"
Bentvueghels,Bentvueghels,Group,[Category Fix] 原文误标为 Place。北方画家在罗马的社团。
Benvenuto Cellini,Benvenuto Cellini,Person,[Validation] 雕塑家/金匠。
Beretta,Beretta,Person,[Category Fix] 原文误标为 Place。可能是 Carlo Beretta (雕塑家) 或 generic surname。
Bergamasque community,Bergamasque Community,Group,[Category Fix] 原文误标为 Place。贝加莫人群体。
