Original_Entry,Refined_Formal_Name,Refined_Category,Status/Notes
"Sch?nborn, Friedrich Karl",Friedrich Karl von Schönborn,Person,[OCR Fix]
"Sch?nborn, Johann Philip Franz",Johann Philipp Franz von Schönborn,Person,[OCR Fix]
"Sch?nborn, Lothar Franz von",Lothar Franz von Schönborn,Person,[OCR Fix] 美因茨选帝侯。
Scipio Aemilianus,Scipio Aemilianus,Person,小西庇阿。
Scipione Borghese,Scipione Borghese,Person,红衣主教希皮奥内·博尔盖塞（贝尼尼的赞助人）。
Scipione Maffei,Scipione Maffei,Person,维罗纳侯爵，作家/考古学家。
Scipione Pulzone,Scipione Pulzone,Person,别名 Il Gaetano，罗马肖像画家。
Scottish National Gallery,Scottish National Gallery,Organization,[Category Fix] 苏格兰国家美术馆。
Scrovegni Chapel,Scrovegni Chapel,Place,帕多瓦斯克罗威尼礼拜堂（乔托壁画）。
Sculptures for the Cathedral,Sculptures for the Cathedral,Work,[Category Fix] 泛指，需结合具体教堂。
Scuola Grande dei Carmini,Scuola Grande dei Carmini,Place,威尼斯卡尔米尼大会堂。
Scuola Grande di San Rocco,Scuola Grande di San Rocco,Place,威尼斯圣罗格大会堂（丁托列托）。
Scuola del Carmine,Scuola Grande dei Carmini,Place,[Duplicate] 同上。
Scuola di San Rocco,Scuola Grande di San Rocco,Place,[Duplicate] 同上。
Sebastiano Bombelli,Sebastiano Bombelli,Person,威尼斯肖像画家。
Sebastiano Conca,Sebastiano Conca,Person,那不勒斯画家，活跃于罗马。
Sebastiano Galeotti,Sebastiano Galeotti,Person,佛罗伦萨/热那亚画家。
Sebastiano Marcotti,Sebastiano Marcotti,Person,17世纪版画家（活跃于那不勒斯）。
Sebastiano Marcotti,Sebastiano Marcotti,Person,[Duplicate]
Sebastiano Molino,Sebastiano Molino,Person,可能是 Sebastiano Molina (画家) 或 Molin 家族成员。
Sebastiano Resta,Sebastiano Resta,Person,著名的素描收藏家（Padre Resta）。
Sebastiano Ricci,Sebastiano Ricci,Person,威尼斯洛可可画家。
Sebastiano Serlio,Sebastiano Serlio,Person,建筑理论家。
Secondo Lancellotti,Secondo Lancellotti,Person,17世纪作家（《L'Hoggidì》）。
"Self-Portrait as ""Winter""",Self-Portrait as Winter,Work,[Category Fix] 罗萨尔巴·卡列拉的色粉画。
Self-Portrait as David,Self-Portrait as David,Work,[Category Fix] Giorgione 或 Palma Giovane 的画作。
Seminario Patriarcale,Patriarchal Seminary of Venice,Organization,[Category Fix] 威尼斯宗主教神学院。
Semiramis Called to Arms,Semiramis Called to Arms,Work,[Category Fix] Guercino 等人的画作。
Seneca,Seneca,Person,塞内卡。
Senigallia,Senigallia,Place,马尔凯大区城市。
Serapis,Serapis,Person,[Myth] 塞拉皮斯神。
Serge Ernst,Serge Ernst,Person,艺术史学家/策展人。
Sergio Ortolani,Sergio Ortolani,Person,那不勒斯艺术史学家。
Sergio Samek Ludovici,Sergio Samek Ludovici,Person,图书馆学家/艺术史学家。
Series of Egyptian Figures,Series of Egyptian Figures,Work,[Category Fix] 可能是 Piranesi 的装饰设计。
Series of Etruscan Phallic Symbols,Series of Etruscan Phallic Symbols,Work,[Category Fix] 考古绘图或收藏。
"Serra, Mgr Giacomo",Giacomo Serra,Person,红衣主教（卡拉瓦乔赞助人，Rubens 也有接触）。
Service de Documentation...,Service de Documentation Photographique des Musées Nationaux,Organization,[Category Fix] 法国博物馆影像中心（RMN）。
"Servient, Abb谷 de",Hugues-Humbert Servien,Person,"[OCR Fix] ""Abb谷"" -> ""Abbé""。Servien 家族成员，克莱门特九世的侍从。"
Servizio particolare,Servizio particolare,Concept,"[Category Fix] ""Specific Service"" (Diplomatic or artistic commission)。"
Seven Sacraments,The Seven Sacraments,Work,[Category Fix] 普桑的著名系列画作。
Seymour Slive,Seymour Slive,Person,哈佛艺术史学家（哈尔斯专家）。
"Sezione Notarile, Venice",Archivio di Stato di Venezia (Sezione Notarile),Organization,[Category Fix] 威尼斯国家档案馆公证处。
"Sfondrato, Cardinal",Paolo Emilio Sfondrati,Person,红衣主教 Sfondrati（圣塞西莉亚赞助人）。
Sforza Pallavicino,Sforza Pallavicino,Person,耶稣会枢机/历史学家。
"Shaftesbury, 1st Earl of","Anthony Ashley Cooper, 1st Earl of Shaftesbury",Person,
"Shaftesbury, 3rd Earl of","Anthony Ashley Cooper, 3rd Earl of Shaftesbury",Person,哲学家，《Characteristicks》作者。
Shakespeare,William Shakespeare,Person,莎士比亚。
Sheila Rinehart,Sheila Rinehart,Person,艺术史学家。
"Sidney Godolphin, 1st Earl of Godolphin","Sidney Godolphin, 1st Earl of Godolphin",Person,英国政治家。
Sigismund Streit,Sigismund Streit,Person,威尼斯的德国商人和赞助人。
"Silva, Don Carlo",Carlo Silva,Person,米兰画家或贵族。
Silvestro Manaigo,Silvestro Manaigo,Person,威尼斯画家。
Silvia Carandini,Silvia Carandini,Person,现代戏剧/艺术史学家。
Silvia Meloni Trkulja,Silvia Meloni Trkulja,Person,现代艺术史学家（佛罗伦萨专家）。
Silvio Ubaldi,Silvio Ubaldi,Person,现代历史学家。
Simon Vouet,Simon Vouet,Person,法国巴洛克画家。
