Original_Entry,Refined_Formal_Name,Refined_Category,Status/Notes
"John Churchill, 1st Duke of Marlborough","John Churchill, 1st Duke of Marlborough",Person,[Validation] 马尔博罗公爵。
John Closterman,John Closterman,Person,[Validation] 肖像画家。
John Conduitt,John Conduitt,Person,[Validation] 牛顿的继侄女婿/收藏家。
John Constable,John Constable,Person,[Validation] 英国风景画家 (19世纪)。
John Dryden,John Dryden,Person,[Validation] 诗人。
John Durant Breval,John Durant Breval,Person,[Validation] 旅行作家。
John Edward Sweetman,John Sweetman,Person,[Validation] 艺术史学家 (Orientalism)。
John Evelyn,John Evelyn,Person,[Validation] 日记作者。
John Finch,John Finch,Person,[Validation] 英国驻君士坦丁堡大使/Padua校友。
John Fleming,John Fleming,Person,[Validation] 艺术史学家。
John Fullarton Udny,John Udny,Person,[Validation] 英国驻威尼斯/里窝那领事 (收藏家)。
John Gay,John Gay,Person,[Validation] 诗人/剧作家。
John Graham Robertson,W. Graham Robertson?,Person,"[Check] 可能是 Walford Graham Robertson? 或者 John Graham (painter)? 搜索 ""John Graham Robertson"" 较少。待定。"
John Henry Skippe,John Skippe,Person,[Validation] 业余艺术家/收藏家 (Chiaroscuro woodcuts)。
"John Hervey, 2nd Baron Hervey","John Hervey, 2nd Baron Hervey",Person,[Validation] 赫维勋爵。
John J. Gilmartin,John Gilmartin,Person,[Validation] 艺术史学家 (Batoni)。
John Law,John Law,Person,[Validation] 经济学家 (密西西比泡沫)。
John Manners,John Manners (Marquess of Granby / Duke of Rutland),Person,[Ambiguity] 需区分具体哪位。
John Milton,John Milton,Person,[Validation] 诗人。
John Nicoll,John Nicoll,Person,[Validation] 可能是收藏家或校。
John Northall,John Northall,Person,[Validation] 旅行作家 (Travels through Italy)。
John Pope Hennessy,John Pope-Hennessy,Person,[Validation] 著名艺术史学家。
John Ripley Freeman,John Ripley Freeman,Person,[Validation] 工程师? 可能误入或同名收藏家。
John Russell,John Russell,Person,[Ambiguity] 可能是画家 John Russell (RA) 或 Bedford 公爵。
"John Sheffield, 1st Duke of Buckingham and Normanby","John Sheffield, 1st Duke of Buckingham and Normanby",Person,[Validation] 政治家/作家。
"John Sobieski, King of Poland",John III Sobieski,Person,[Validation] 波兰国王。
John Strange,John Strange,Person,[Validation] 英国驻威尼斯居民/收藏家。
John Tillotson,John Tillotson,Person,[Validation] 坎特伯雷大主教。
John Vanbrugh,John Vanbrugh,Person,[Validation] 建筑师/剧作家。
