Original_Entry,Refined_Formal_Name,Refined_Category,Status/Notes
Bracciano,Bracciano,Place,[Validation] 地名 (Orsini领地)。
"Bracciano, Duke of",Paolo Giordano Orsini,Person,[Context] 通常指 Orsini 公爵 (需视具体年代)。
"Bracciano, Paolo Giordano I Orsini, Duke of",Paolo Giordano I Orsini,Person,[Reconstruction] 第一代布拉恰诺公爵。
"Bracciano, Paolo Giordona II Orsini, Duke of",Paolo Giordano II Orsini,Person,"[OCR Fix] ""Giordona"" -> ""Giordano""。"
"Bramante, Donato",Donato Bramante,Person,[Reconstruction] 建筑师。
Bramantino,Bramantino,Person,[Validation] 米兰画家。
"Bramer, Leonard",Leonaert Bramer,Person,[Disambiguation] 荷兰画家。
"Brand, Johannes Christian",Johann Christian Brand,Person,[Disambiguation] 奥地利风景画家。
Brenta,Brenta River,Place,[Validation] 河流 (威尼斯别墅区)。
Brera,Brera,Place,[Validation] 米兰布雷拉区/美术馆。
Brera Academy,Accademia di Belle Arti di Brera,Organization,[Validation] 布雷拉美术学院。
"Breughel, Abram",Abraham Brueghel,Person,[Disambiguation] 佛兰芒静物画家。
"Breughel, Velvet",Jan Brueghel the Elder,Person,"[Disambiguation] 绰号 ""Velvet Brueghel"" (绒毛布鲁盖尔)。"
"Breuil, Toussaint du",Toussaint Dubreuil,Person,[Reconstruction] 法国枫丹白露画派画家。
"Breval, John",John Breval,Person,[Reconstruction] 英国作家/旅行家。
"Brienne, Lomenie de",Loménie de Brienne (Count),Person,[Disambiguation] 可能是 Henri-Auguste de Loménie (路易十四时期) 或 Étienne Charles de Loménie de Brienne (18世纪)。倾向于 Henri-Auguste (游记作者)。
British Isles,British Isles,Place,[Validation] 地理区域。
British Museum,British Museum,Place,[Validation] 大英博物馆。
Bronze Baldachin of St. Peter's Basilica,St. Peter's Baldachin,Work,[Validation] 贝尼尼青铜华盖。
"Brosses, Président Charles De",Charles de Brosses,Person,[Reconstruction] 法国作家 (Lettres familières)。
Bruce Boucher,Bruce Boucher,Person,[Validation] 艺术史学家。
"Brugiori, Domenico",Domenico Brugieri,Person,[OCR Fix] 卢卡画家 (Domenico Brugieri/Brugieri)。
Bruno Brunelli,Bruno Brunelli,Person,[Validation] 历史学家 (威尼斯剧院史)。
Bruno Talbot,Bruno Talbot,Person,[Check Original] 极罕见。可能指 17世纪英国人 (Talbot family) 或误拼。待定。
"Brusasorci, Felice",Felice Brusasorzi,Person,[Disambiguation] 维罗纳画家。
Brutus killing Arruns,Brutus killing Arruns,Work,[Validation] 绘画主题。
"Brydges, Grey","Grey Brydges, 5th Baron Chandos",Person,"[Disambiguation] ""King of the Cotswolds""。"
"Brühl, Count",Heinrich von Brühl,Person,[Disambiguation] 萨克森首相/收藏家。
Buckingham Palace,Buckingham Palace,Place,[Validation] 伦敦宫殿。
"Buckingham, Charles Villiers, Duke of","George Villiers, 1st Duke of Buckingham",Person,"[Correction] Charles Villiers 是第二代公爵的儿子? 通常指 George Villiers (1st) 或 George Villiers (2nd). 如果原文明确写 ""Charles"", 可能是混淆。历史著名的白金汉公爵是 George。此处标注 [Check Context]。"
"Buckingham, John Sheffield, Duke of","John Sheffield, 1st Duke of Buckingham and Normanby",Person,[Full Name] 诗人/政治家。
Buen Retiro Palace,Buen Retiro Palace,Place,[Validation] 马德里宫殿。
Bulstrode Park,Bulstrode Park,Place,[Validation] 英国庄园 (Portland公爵)。
Burghley House,Burghley House,Place,[Validation] 英国庄园。
