Original_Entry,Refined_Formal_Name,Refined_Category,Status/Notes
Ospedale della Piet角,Ospedale della Pietà,Organization,"[OCR Fix] ""Piet角"" -> ""Pietà""。威尼斯慈善机构/音乐学院。"
Osservatore Veneto,L'Osservatore Veneto,Work,[Category Fix] 报刊名（Gozzi 等人创办）。
Ostia,Ostia,Place,罗马港口奥斯蒂亚。
Osvald Sir谷n,Osvald Sirén,Person,"[OCR Fix] ""Sir谷n"" -> ""Sirén""。瑞典艺术史学家。"
Osvaldo B?hm Photograph Collection...,Osvaldo Böhm Photograph Collection,Work,"[OCR Fix] ""B?hm"" -> ""Böhm""。摄影收藏。"
Ottaviano Prati,Ottaviano Prati,Person,
Ottavio Cocchi,Ottavio Cocchi,Person,
Ottavio Leoni,Ottavio Leoni,Person,罗马肖像画家/版画。
Ottavio Novaroli,Ottavio Novaroli,Person,"[Duplicate] 同 Novaroli, P. Octavio。"
Ottavio Vannini,Ottavio Vannini,Person,佛罗伦萨画家。
Ottavio del Rosso,Ottavio del Rosso,Person,
Otto Kurz,Otto Kurz,Person,瓦尔堡学派艺术史学家。
"Ottoboni, Cardinal Pietro (nephew...)",Pietro Ottoboni,Person,著名的艺术赞助人，亚历山大八世的侄孙。
"Ottoboni, Pietro (Pope Alexander VIII)",Alexander VIII,Person,教皇亚历山大八世。
"Ottonelli, Padre",Giovanni Domenico Ottonelli,Person,耶稣会士，著有《Trattato della pittura》。
"Our Lady of the Assumption Cathedral, Elvas","Our Lady of the Assumption Cathedral, Elvas",Place,葡萄牙埃尔瓦斯大教堂。
Ovid,Ovid,Person,诗人奥维德。
Owen McSwiny,Owen McSwiny,Person,剧院经理，卡纳莱托等人的经纪人。
Owen Swiny,Owen McSwiny,Person,[Merge Candidate] 同 Owen McSwiny。
"Oxford, Robert Harley, Earl of","Robert Harley, 1st Earl of Oxford",Person,
"O迄 sont des pasteurs, des berg豕res...","Où sont des pasteurs, des bergères et des moutons",Work,"[OCR Fix] ""O迄"" -> ""Où"", ""berg豕res"" -> ""bergères""。画作描述/标题。"
P. Carlo de Co: ti Lodoli Veneziano...,P. Carlo de' Conti Lodoli Veneziano forse il Socrate Architetto,Work,[OCR Fix] 书籍/版画标题，指卡洛·洛多利。
Pacecco De Rosa,Pacecco De Rosa,Person,那不勒斯画家。
Padovanino,Padovanino,Person,亚历山德罗·瓦罗塔里 (Alessandro Varotari)。
Padre Massimo,Padre Massimo,Person,可能是指 Camillo Massimi 或其他修道士。
Padua,Padua,Place,帕多瓦。
Paganino Gaudenzi,Paganino Gaudenzi,Person,17世纪学者。
"Painting, social significance of",Social significance of painting,Concept,[Category Fix] 研究主题。
Paintings for the Church in Salamanca,Paintings for the Church in Salamanca,Work,[Category Fix] 特定委托作品（如提埃坡罗等）。
Palace at Valmontone,Palazzo Doria-Pamphilj (Valmontone),Place,瓦尔蒙托内宫殿。
Palace of Fontainebleau,Palace of Fontainebleau,Place,枫丹白露宫。
Palace of Versailles,Palace of Versailles,Place,凡尔赛宫。
Palatinate,Palatinate,Place,普法尔茨。
Palazzi Barbaro,Palazzi Barbaro,Place,威尼斯宫殿。
Palazzo Altemps,Palazzo Altemps,Place,罗马宫殿（现为国家博物馆）。
Palazzo Altieri (Oriolo Romano),Palazzo Altieri (Oriolo Romano),Place,奥廖洛罗马诺的阿尔蒂耶里宫。
