Original_Entry,Refined_Formal_Name,Refined_Category,Status/Notes
Francesco Bartolozzi,Francesco Bartolozzi,Person,[Validation] 版画家。
Francesco Bassi,Francesco Bassi (Il Cremonese),Person,[Validation] 画家。
Francesco Bertos,Francesco Bertos,Person,[Category Fix] 原文误标为 Place。雕塑家。
Francesco Bordoni,Francesco Bordoni,Person,[Category Fix] 原文误标为 Place。雕塑家。
Francesco Borromini,Francesco Borromini,Person,[Category Fix] 原文误标为 Place。建筑师。
Francesco Borzone,Francesco Borzone,Person,[Category Fix] 原文误标为 Place。画家 (Bourzon)。
Francesco Botti,Francesco Botti,Person,[Category Fix] 原文误标为 Place。佛罗伦萨画家。
Francesco Bracciolini,Francesco Bracciolini,Person,[Category Fix] 原文误标为 Place。诗人 (赞颂巴贝里尼)。
Francesco Catalano,Francesco Catalano,Person,[Category Fix] 原文误标为 Place。
Francesco Cozza,Francesco Cozza,Person,[Category Fix] 原文误标为 Place。画家。
Francesco Donato,Francesco Donato (Doge),Person,[Disambiguation] 威尼斯总督。
Francesco Drach,Francesco Drach,Person,[Validation] 可能是 Franz Drach (画商/收藏家)。
Francesco Fanelli,Francesco Fanelli,Person,[Category Fix] 原文误标为 Place。雕塑家。
Francesco Fontana,Francesco Fontana,Person,[Validation] 建筑师 (Carlo之子)。
Francesco Fontebasso,Francesco Fontebasso,Person,[Category Fix] 原文误标为 Place。威尼斯画家。
Francesco Gerbault,François Gerbault,Person,[Category Fix] 原文误标为 Place。法国/博洛尼亚建筑师? 需确认。可能是指 Francesco Gerbault (Gem engraver?)。更可能是 François Gerbault (French artist active in Italy)。
Francesco Griseri,Francesco Griseri,Person,[Validation] 建筑师/人物。
Francesco Guardi,Francesco Guardi,Person,[Category Fix] 原文误标为 Place。威尼斯画家。
Francesco Guicciardini,Francesco Guicciardini,Person,[Category Fix] 原文误标为 Place。历史学家。
Francesco Imperiali,Francesco Fernandi (Imperiali),Person,[Category Fix] 原文误标为 Place。罗马画家。
Francesco Lorenzi,Francesco Lorenzi,Person,[Category Fix] 原文误标为 Place。维罗纳画家 (Tiepolo学生)。
Francesco Maggiotto,Francesco Maggiotto,Person,[Category Fix] 原文误标为 Place。威尼斯画家 (Domenico Fedeli)。
Francesco Maidalchini,Francesco Maidalchini,Person,[Category Fix] 原文误标为 Place。枢机主教。
Francesco Maria I della Rovere,Francesco Maria I della Rovere,Person,[Validation] 乌尔比诺公爵。
Francesco Maria Niccolò Gabburri,Francesco Maria Niccolò Gabburri,Person,[Validation] 佛罗伦萨收藏家/传记作家。
Francesco Maria Richini,Francesco Maria Richini,Person,[Validation] 米兰巴洛克建筑师。
Francesco Maria Zanotti,Francesco Maria Zanotti,Person,[Validation] 博洛尼亚哲学家/作家。
Francesco Maria del Monte,Francesco Maria del Monte,Person,[Validation] 枢机主教 (Caravaggio赞助人)。
Francesco Marucelli,Francesco Marucelli,Person,[Category Fix] 原文误标为 Place。收藏家 (Biblioteca Marucelliana)。
Francesco Migliori,Francesco Migliori,Person,[Category Fix] 原文误标为 Place。威尼斯画家。
Francesco Milizia,Francesco Milizia,Person,[Category Fix] 原文误标为 Place。新古典主义理论家。
Francesco Monti,Francesco Monti (Bolognese),Person,[Category Fix] 原文误标为 Place。画家。
Francesco Morosini,Francesco Morosini (Peloponnesiaco),Person,[Category Fix] 原文误标为 Place。威尼斯总督/将军。
Francesco Novelli,Francesco Novelli,Person,[Category Fix] 原文误标为 Place。威尼斯版画家 (Pietro Antonio之子)。
Francesco Panciatichi,Francesco Panciatichi,Person,[Validation] 佛罗伦萨政治家/国务秘书。
Francesco Petrucci,Francesco Petrucci,Person,[Validation] 现代艺术史学家 (Bernini/Chigi专家)。
Francesco Pio di Savoia,Francesco Pio di Savoia,Person,[Validation] 贵族 (Prince of San Gregorio)。
Francesco Piranesi,Francesco Piranesi,Person,[Category Fix] 原文误标为 Place。版画家 (Giovanni Battista之子)。
Francesco Redi,Francesco Redi,Person,[Category Fix] 原文误标为 Place。科学家/诗人。
"Francesco Ruspoli, 1st Prince of Cerveteri",Francesco Maria Ruspoli,Person,[Disambiguation] 亨德尔赞助人。
Francesco Scaramuccia,Francesco Scaramuccia,Person,[Validation] 罗马/佩鲁贾画家/传记作者 (Luigi Scaramuccia之父?)。通常传记作者是 Luigi Scaramuccia。需确认原文是否指 Luigi 或其父。如果是 17世纪，Luigi 更出名。
Francesco Simonini,Francesco Simonini,Person,[Category Fix] 原文误标为 Place。战斗画家。
Francesco Sleter,Francesco Sleter,Person,[Category Fix] 原文误标为 Place。画家 (在英国活动)。
Francesco Solimena,Francesco Solimena,Person,[Category Fix] 原文误标为 Place。那不勒斯画家。
Francesco Trevisani,Francesco Trevisani,Person,[Category Fix] 原文误标为 Place。罗马画家。
Francesco Valcanover,Francesco Valcanover,Person,[Validation] 艺术史学家 (威尼斯)。
Francesco Zuccarelli,Francesco Zuccarelli,Person,[Category Fix] 原文误标为 Place。风景画家。
Francesco Zugno,Francesco Zugno,Person,[Category Fix] 原文误标为 Place。威尼斯画家。
Francesco d'Este,Francesco I d'Este,Person,[Disambiguation] 摩德纳公爵 (Bernini雕像)。
Francesco da Paola,Saint Francis of Paola,Person,[Disambiguation] 圣方济各·保拉。
Francesco de Mura,Francesco De Mura,Person,[Category Fix] 原文误标为 Place。那不勒斯画家。
Francesco di Maria,Francesco Di Maria,Person,[Category Fix] 原文误标为 Place。那不勒斯画家。
Francis Bacon,Francis Bacon,Person,[Validation] 哲学家或现代画家 (需结合语境，B_refined.csv暗示可能为哲学家)。
Francis Haskell,Francis Haskell,Person,[Validation] 艺术史学家 (Patrons and Painters)。
Francis Henry Taylor,Francis Henry Taylor,Person,[Validation] 博物馆馆长 (Metropolitan)。
