Original_Entry,Refined_Formal_Name,Refined_Category,Status/Notes
Anton Francesco Farsetti,Anton Francesco Farsetti,Person,[Category Fix] 原文误标为 Place。威尼斯收藏家。
Anton Francesco Goli,Anton Francesco Goli,Person,[Validation] 历史人物。
Anton Maria Zanetti,Anton Maria Zanetti (the Elder),Person,[Disambiguation] 老扎内蒂 (鉴赏家/版画家)。
Anton Neumayr von Flessen Seilbitz,Anton Neumayr,Person,[Validation] 奥地利艺术评论家。
Anton Raphael Mengs,Anton Raphael Mengs,Person,[Validation] 新古典主义画家。
"Antonazzi, Antonio Maria",Antonio Maria Antoniazzi,Person,[Reconstruction] 名字倒装复原。
Antonello da Messina,Antonello da Messina,Person,[Validation] 文艺复兴画家。
Antonia Spadafora,Antonia Spadafora,Person,[Validation] 西西里贵族。
Antonino Bertolotti,Antonino Bertolotti,Person,[Validation] 档案学家 (罗马艺术史资料)。
Antonino Santangelo,Antonino Santangelo,Person,[Validation] 艺术史学家。
Antonio Abbondi,Antonio Abbondi (Scarpagnino),Person,[Validation] 建筑师。
Antonio Balestra,Antonio Balestra,Person,[Validation] 维罗纳画家。
Antonio Barberini,Antonio Barberini,Person,[Validation] 枢机主教。
Antonio Battistella,Antonio Battistella,Person,[Validation] 历史学家/档案学家。
Antonio Beccari,Antonio Beccari,Person,[Validation] 诗人/文人。
Antonio Bellucci,Antonio Bellucci,Person,[Validation] 威尼斯画家。
Antonio Beni,Antonio Beni,Person,[Validation] 建筑师/工程师。
Antonio Canal,Canaletto (Antonio Canal),Person,[Disambiguation] 卡纳莱托。
Antonio Canova,Antonio Canova,Person,[Validation] 新古典主义雕塑家。
Antonio Cappello,Antonio Cappello,Person,[Validation] 威尼斯政治家。
Antonio Corradini,Antonio Corradini,Person,[Validation] 雕塑家 (蒙面纱的基督)。
Antonio Dardani,Antonio Dardani,Person,[Validation] 画家。
Antonio Del Grande,Antonio Del Grande,Person,[Validation] 罗马建筑师。
Antonio Ermolao Paoletti,Antonio Ermolao Paoletti,Person,[Validation] 威尼斯风俗画家。
Antonio Francesco Gori,Antonio Francesco Gori,Person,[Validation] 古物学家 (Museum Florentinum)。
Antonio Franchi,Antonio Franchi,Person,[Validation] 卢卡画家/理论家。
Antonio Gai,Antonio Gai,Person,[Validation] 威尼斯雕塑家。
Antonio Genovesi,Antonio Genovesi,Person,[Validation] 哲学家/经济学家。
Antonio Giussani,Antonio Giussani,Person,[Validation] 建筑师 (20世纪初修复者，需确认上下文是否指古代同名者)。
Antonio Grimani,Antonio Grimani,Person,[Validation] 威尼斯总督。
Antonio Joli,Antonio Joli,Person,[Validation] 维杜塔画家。
Antonio Lombardo,Antonio Lombardo,Person,[Validation] 雕塑家。
Antonio Longo,Antonio Longo,Person,[Validation] 牧师/画家 (Trentino)。
Antonio Loredan,Antonio Loredan,Person,[Validation] 威尼斯政治家。
Antonio Lorenzini,Antonio Lorenzini,Person,[Validation] 版画家。
Antonio Maria Antoniazzi,Antonio Maria Antoniazzi,Person,[Validation] 天文学家/学者。
Antonio Maria Marini,Antonio Maria Marini,Person,[Validation] 风景画家。
Antonio Maria Vassallo,Antonio Maria Vassallo,Person,[Validation] 热那亚画家。
Antonio Maria Zanetti,Antonio Maria Zanetti (the Younger),Person,[Disambiguation] 小扎内蒂 (图书馆员/学者)。
Antonio Molinari,Antonio Molinari,Person,[Validation] 威尼斯画家。
Antonio Morassi,Antonio Morassi,Person,[Validation] 艺术史学家。
Antonio Palomino,Antonio Palomino,Person,[Validation] 西班牙画家/传记作家。
Antonio Paluello,Antonio Paluello,Person,[Validation] 威尼斯贵族/收藏家。
Antonio Petito,Antonio Petito,Person,[Validation] 著名的Pulcinella演员。
Antonio Pisanello,Pisanello,Person,[Disambiguation] 皮萨内洛。
Antonio Pitteri,Giovanni Marco Pitteri,Person,"[OCR Fix] ""Antonio"" 可能是 ""Marco"" 的误植，或指 Antonio Pitteri (较不知名)。倾向于 Marco Pitteri (威尼斯版画家)。"
Antonio Ruffo,Antonio Ruffo,Person,[Validation] 西西里著名收藏家 (Rembrandt赞助人)。
Antonio Schinella Conti,Antonio Schinella Conti (Abate Conti),Person,[Validation] 作家/哲学家。
Antonio Triva,Antonio Triva,Person,[Validation] 画家。
Antonio Vallisneri,Antonio Vallisneri,Person,[Validation] 科学家/医生。
Antonio Verrio,Antonio Verrio,Person,[Validation] 意大利-英国巴洛克画家。
Antonio Visentini,Antonio Visentini,Person,[Validation] 建筑师/版画家。
Antonio Zanchi,Antonio Zanchi,Person,[Validation] 威尼斯“暗色派”画家。
Antonio Zatta,Antonio Zatta,Person,[Validation] 威尼斯出版商。
Antonio Zucchi,Antonio Zucchi,Person,[Validation] 画家 (Angelica Kauffman之夫)。
Antonio da Correggio,Correggio,Person,[Disambiguation] 柯雷乔。
Antonio del Rosso,Antonio del Rosso,Person,[Validation] 佛罗伦萨建筑师/工程师。
