Index_Main Entry,CIDOC_Type,Index_Location,Proposed Location,备注/来源,Index_Sub-entry,Index_Detail,Index_Page Numbers
Alexander VIII,E21 Person,,Rome,教皇亚历山大八世 (Ottoboni),"see under Ottoboni, Pietro",,
"Algardi, Alessandro",E21 Person,,Rome,罗马巴洛克雕塑家,,,"59, 71, 91, 148, 159, 176, 182, 183, 190"
"Algardi, Alessandro",E21 Person,,Rome,罗马巴洛克雕塑家,bust of Donna Olimpia Maidalchini,,148
"Algardi, Alessandro",E21 Person,,Rome,罗马巴洛克雕塑家,bust of Pope Innocent X,,148
"Algardi, Alessandro",E21 Person,,Rome,罗马巴洛克雕塑家,Hercules,,371
"Algardi, Alessandro",E21 Person,,Rome,罗马巴洛克雕塑家,Mazarin invitation to Paris,,"182, 183"
"Algardi, Alessandro",E21 Person,,Rome,罗马巴洛克雕塑家,villa for Prince Camillo Pamfili,,148
"Algarotti, Bonomo",E21 Person,,Venice,威尼斯商人，Francesco的兄弟,,,"293, 347, 348, 350n, 355, 356, 357, 361"
"Algarotti, Francesco",E53 Place,,Venice/Berlin,威尼斯博学家，艺术鉴赏家,,,"256n, 264, 266, 267, 293n, 300, 303, 307, 309, 330, 331, 343, 363, 373, 407, 408, 409"
"Algarotti, Francesco",E53 Place,,Venice/Berlin,威尼斯博学家，艺术鉴赏家,allowance from Filippo Farsetti,,363
"Algarotti, Francesco",E53 Place,,Venice/Berlin,威尼斯博学家，艺术鉴赏家,and Canaletto,,"347, 349, 357"
"Algarotti, Francesco",E53 Place,,Venice/Berlin,威尼斯博学家，艺术鉴赏家,and Canaletto,commission of views of Grand Canal as Palladio might have designed it,357
"Algarotti, Francesco",E53 Place,,Venice/Berlin,威尼斯博学家，艺术鉴赏家,and Count Br¨¹hl,,353
"Algarotti, Francesco",E53 Place,,Venice/Berlin,威尼斯博学家，艺术鉴赏家,and Antonio Conti,,"319, 320"
"Algarotti, Francesco",E53 Place,,Venice/Berlin,威尼斯博学家，艺术鉴赏家,and Frederick the Great,,"349, 356, 357"
"Algarotti, Francesco",E53 Place,,Venice/Berlin,威尼斯博学家，艺术鉴赏家,and Carlo Lodoli,,321
"Algarotti, Francesco",E53 Place,,Venice/Berlin,威尼斯博学家，艺术鉴赏家,and neo-Palladianism,,"356, 357, 358"
"Algarotti, Francesco",E53 Place,,Venice/Berlin,威尼斯博学家，艺术鉴赏家,attitude to Palladian architecture,,"348, 358"
"Algarotti, Francesco",E53 Place,,Venice/Berlin,威尼斯博学家，艺术鉴赏家,and Piazzetta,,355
"Algarotti, Francesco",E53 Place,,Venice/Berlin,威尼斯博学家，艺术鉴赏家,and Tiepolo,,"347, 349, 351, 352, 353, 354, 355, 357, 359, 360"
"Algarotti, Francesco",E53 Place,,Venice/Berlin,威尼斯博学家，艺术鉴赏家,and Tiepolo,"influence on Tiepolo, and Tiepolo's influence on",354
"Algarotti, Francesco",E53 Place,,Venice/Berlin,威尼斯博学家，艺术鉴赏家,and Tiepolo,personal commissions to Tiepolo,"354, 359"
"Algarotti, Francesco",E53 Place,,Venice/Berlin,威尼斯博学家，艺术鉴赏家,and Tiepolo,unfinished Tiepolo portrait of,359
"Algarotti, Francesco",E53 Place,,Venice/Berlin,威尼斯博学家，艺术鉴赏家,appraisal of Venetian artists,,"350, 351"
"Algarotti, Francesco",E53 Place,,Venice/Berlin,威尼斯博学家，艺术鉴赏家,bequest to Elder Pitt,,356
"Algarotti, Francesco",E53 Place,,Venice/Berlin,威尼斯博学家，艺术鉴赏家,commissioning of architectural fantasies from P. Pesci and M. Tesi,,"357, 358, 359"
"Algarotti, Francesco",E53 Place,,Venice/Berlin,威尼斯博学家，艺术鉴赏家,conflict between his taste for fantasy and neo-classicism,,"354, 355, 359"
"Algarotti, Francesco",E53 Place,,Venice/Berlin,威尼斯博学家，艺术鉴赏家,dispersal of own collection,,361
"Algarotti, Francesco",E53 Place,,Venice/Berlin,威尼斯博学家，艺术鉴赏家,early tastes in painting,,348
"Algarotti, Francesco",E53 Place,,Venice/Berlin,威尼斯博学家，艺术鉴赏家,eclectic tastes,,354
"Algarotti, Francesco",E53 Place,,Venice/Berlin,威尼斯博学家，艺术鉴赏家,encouragement of foreign artists to study in Italy,,356
"Algarotti, Francesco",E53 Place,,Venice/Berlin,威尼斯博学家，艺术鉴赏家,family collection of pictures,,355
"Algarotti, Francesco",E53 Place,,Venice/Berlin,威尼斯博学家，艺术鉴赏家,in Berlin and Potsdam,,"349, 356, 357"
"Algarotti, Francesco",E53 Place,,Venice/Berlin,威尼斯博学家，艺术鉴赏家,in Bologna,,358
"Algarotti, Francesco",E53 Place,,Venice/Berlin,威尼斯博学家，艺术鉴赏家,interest in Newton's discoveries as applied to painting,,354
"Algarotti, Francesco",E53 Place,,Venice/Berlin,威尼斯博学家，艺术鉴赏家,letters from Rome,,348
"Algarotti, Francesco",E53 Place,,Venice/Berlin,威尼斯博学家，艺术鉴赏家,monument erected by Frederick the Great,,360
"Algarotti, Francesco",E53 Place,,Venice/Berlin,威尼斯博学家，艺术鉴赏家,Newtonianismo per le Dame,,"349, 350, 355"
"Algarotti, Francesco",E53 Place,,Venice/Berlin,威尼斯博学家，艺术鉴赏家,plan for extending Dresden gallery,,"350, 351, 352"
"Algarotti, Francesco",E53 Place,,Venice/Berlin,威尼斯博学家，艺术鉴赏家,plan for extending Dresden gallery,commissioning of works by living artists,"350, 351, 352"
"Algarotti, Francesco",E53 Place,,Venice/Berlin,威尼斯博学家，艺术鉴赏家,purchases of pictures for Augustus III,,"294, 295, 298, 349, 356"
"Algarotti, Francesco",E53 Place,,Venice/Berlin,威尼斯博学家，艺术鉴赏家,Saggio sopra la Pittura,,354n
"Algarotti, Francesco",E53 Place,,Venice/Berlin,威尼斯博学家，艺术鉴赏家,scholarly approach to art,,350
"Algarotti, Francesco",E53 Place,,Venice/Berlin,威尼斯博学家，艺术鉴赏家,taste for the picturesque,,"358, 359"
"Algarotti, Francesco",E53 Place,,Venice/Berlin,威尼斯博学家，艺术鉴赏家,temperament,,360
"Algarotti, Francesco",E53 Place,,Venice/Berlin,威尼斯博学家，艺术鉴赏家,temperament,homosexual tendencies,360n
"Algarotti, Francesco",E53 Place,,Venice/Berlin,威尼斯博学家，艺术鉴赏家,views on the arts,,"359, 360"
"Algarotti, Francesco",E53 Place,,Venice/Berlin,威尼斯博学家，艺术鉴赏家,visits to Paris and London,,349
"Algarotti, Francesco",E53 Place,,Venice/Berlin,威尼斯博学家，艺术鉴赏家,visits to Venice,,349
"Algarotti, Francesco",E53 Place,,Venice/Berlin,威尼斯博学家，艺术鉴赏家,visits to Venice,1743-5,"352, 353, 354, 355, 356"
"Algarotti, Francesco",E53 Place,,Venice/Berlin,威尼斯博学家，艺术鉴赏家,visits to Venice,1753,357
"Allegrini, Francesco",E53 Place,,Rome,罗马画家,,,157
"Altham, James",E21 Person,,London,英国赞助人,,,197
Alticchiero (Querini villa),E22 Man-Made Object,,Padua,帕多瓦附近的别墅,,,"369, 370, 371, 372"
"Altieri, Emilio (Pope Clement X)",E21 Person,,Rome,教皇克莱门特十世,,,"118, 161, 162"
"Altieri, Emilio (Pope Clement X)",E21 Person,,Rome,教皇克莱门特十世,financial difficulties,,162
"Altieri, Don Gasparo",E21 Person,,Rome,罗马亲王,,,161
Altieri palace,E22 Man-Made Object,Rome,Rome,罗马阿尔蒂耶里宫,,,"118, 156, 161"
"Amelot de la Houssaye, A. N.",E21 Person,,Venice/Paris,法国历史学家，威尼斯史作者,,,247n
"Ameyden, Dirk",E21 Person,,Rome,活跃于罗马的佛兰芒律师/日记作者,,,"41, 94, 137n"
"Ameyden, Dirk",E21 Person,,Rome,活跃于罗马的佛兰芒律师/日记作者,Relatione della citt¨¤ di Roma 1642,,"4n, 137n"
"Amigoni, Jacopo",E21 Person,,Venice,威尼斯洛可可画家,,,"251, 271, 286, 295, 297, 340, 351, 405"
"Amigoni, Jacopo",E21 Person,,Venice,威尼斯洛可可画家,Bathsheba,,316
"Amigoni, Jacopo",E21 Person,,Venice,威尼斯洛可可画家,Jupiter and Io,,287
"Amigoni, Jacopo",E21 Person,,Venice,威尼斯洛可可画家,Lot and his Daughters,,316
"Amigoni, Jacopo",E21 Person,,Venice,威尼斯洛可可画家,'Portrait of Farinelli',,393
"Amigoni, Jacopo",E21 Person,,Venice,威尼斯洛可可画家,portrait of Sigismund Streit,,315
"Amigoni, Jacopo",E21 Person,,Venice,威尼斯洛可可画家,Sacrifice of Isaac,,316
"Amigoni, Jacopo",E21 Person,,Venice,威尼斯洛可可画家,Solomon adoring the Idols,,316
"Amigoni, Jacopo",E21 Person,,Venice,威尼斯洛可可画家,work in England,,"286, 287, 292"
"Andreosi, Francesco",E53 Place,,Rome,罗马艺术商,,,
"Andreosi, Francesco",E53 Place,,Rome,罗马艺术商,statue of Antenor for Pr¨¤ della Valle,,366
"Angeli, Filippo d' (Napoletano)",E21 Person,,Rome/Naples,风景画家,,,"29, 50, 95"
"Angeli, Giuseppe",E21 Person,,Venice,威尼斯画家 (Piazzetta的学生),,,274
"Angeloni, Francesco",E53 Place,,Rome,罗马古董商/作家,,,"53n, 114, 158"
"Animuccia, Giovanni",E21 Person,,Rome,文艺复兴作曲家,,,70
"Anne of Austria, Regent of France",E53 Place,,Paris,法国摄政太后,,,182
"Anne, Queen of England",E21 Person,,London,英国女王,,,"196, 197"
Anti-papal satire in reign of Alexander VII,E28 Conceptual Object,,Rome,罗马反教皇讽刺,,,"153, 154"
"Antonazzi, Antonio Maria",E21 Person,,Rome,罗马艺术家,,,116n
"Aquaviva, Claudio",E21 Person,,Rome,耶稣会总会长,,,67
"Arcadia, Society of",E74 Group,Rome,Rome,阿卡迪亚学院 (文学社团),,,"19, 161, 317, 318"
"Arconato, Galeazzo",E21 Person,,Milan,米兰收藏家 (拥有达芬奇手稿),,,106
Ariosto,E21 Person,,Ferrara,文艺复兴诗人,,,339
Ariosto,E21 Person,,Ferrara,文艺复兴诗人,Orlando Furioso,,"103, 336"
"Arlington, Lord",E21 Person,,London,英国政治家,,,195
"Armanni, G. A.",E21 Person,,Rome,罗马文人,,,"374, 380"
"Armanni, Vincenzo",E21 Person,,Rome,罗马风景画家,,,9n
"Arpino, Cavaliere d'",E21 Person,,Rome,罗马样式主义晚期画家,,,"27, 30, 56, 95"
"Arrighi-Landini, Orazio",E21 Person,,Florence,意大利画家,,,
"Arrighi-Landini, Orazio",E21 Person,,Florence,意大利画家,Tempio della Filosofia,,301n
Arrighini,E21 Person,,Lucca,卢卡建筑师,,,194
Art dealers,E74 Group,Rome,Europe,艺术商人,,,"120, 121, 122, 123, 124, 125, 150"
Art dealers,E74 Group,Venice,Europe,艺术商人,,,"265, 306, 312, 346, 373, 374, 375, 376, 377, 378"
Art exhibitions,E5 Event,Florence,Europe,艺术展览,,,
Art exhibitions,E5 Event,Florence,Europe,艺术展览,Grand Prince Ferdinand de' Medici and,,"240, 241"
Art exhibitions,E5 Event,Rome,Europe,艺术展览,,,
Art exhibitions,E5 Event,Rome,Europe,艺术展览,influence on trends of painting in the 17th century,,"129, 130"
Art exhibitions,E5 Event,Rome,Europe,艺术展览,Pantheon,,"126, 127"
Art exhibitions,E5 Event,Rome,Europe,艺术展览,S. Bartolommeo,,125
Art exhibitions,E5 Event,Rome,Europe,艺术展览,San Giovanni Decollato,,"127, 128"
Art exhibitions,E5 Event,Rome,Europe,艺术展览,San Salvatore in Lauro,,"128, 129, 211"
Art exhibitions,E5 Event,Venice,Europe,艺术展览,,,
Art exhibitions,E5 Event,Venice,Europe,艺术展览,Academy,,331
Art exhibitions,E5 Event,Venice,Europe,艺术展览,Piazza S. Marco,,330
Art exhibitions,E5 Event,Venice,Europe,艺术展览,Scuola di San Rocco,,"240, 331, 363"
"'Artistic temperament', development of concept",E28 Conceptual Object,,Europe,艺术气质概念的发展,,,"21, 22, 23"
"Artist's position in society, Andrea Memmo on",E28 Conceptual Object,,Venice,艺术家社会地位 (Memmo观点),,,"330, 394, 395"
"Artists, status of in 17th-century Rome",E28 Conceptual Object,,Rome,17世纪罗马艺术家地位,,,"16, 17, 18, 19, 20, 21, 22, 23, 220"
"Arundel, Lord",E21 Person,,London,英国重要艺术收藏家,,,"3, 97, 177, 179, 341"
"Assereto, Gioacchino",E21 Person,,Genoa,热那亚巴洛克画家,,,197
"Astalli (Pamfili), Camillo",E21 Person,,Rome,罗马红衣主教,,,148
"Audran, Benoit",E21 Person,,Paris,法国版画家,,,370
"Augustus II of Poland (Frederick Augustus I, Elector of Saxony)",E21 Person,,Dresden,萨克森选帝侯,,,"266, 278, 294"
"Augustus II of Poland (Frederick Augustus I, Elector of Saxony)",E21 Person,,Dresden,萨克森选帝侯,patronage of Venetian artists,,294
"Augustus III of Poland (Frederick Augustus II, Elector of Saxony)",E21 Person,,Dresden/Warsaw,萨克森选帝侯/波兰国王,,,"277, 294, 295, 298, 307, 344, 349, 350, 351"
"Augustus III of Poland (Frederick Augustus II, Elector of Saxony)",E21 Person,,Dresden/Warsaw,萨克森选帝侯/波兰国王,F. Algarotti and,,"294, 295, 298, 349, 350, 351, 353, 355"
"Augustus III of Poland (Frederick Augustus II, Elector of Saxony)",E21 Person,,Dresden/Warsaw,萨克森选帝侯/波兰国王,and Rosalba Carriera,,295
"Augustus III of Poland (Frederick Augustus II, Elector of Saxony)",E21 Person,,Dresden/Warsaw,萨克森选帝侯/波兰国王,Dresden Gallery,,"294, 295, 350, 351"
"Augustus III of Poland (Frederick Augustus II, Elector of Saxony)",E21 Person,,Dresden/Warsaw,萨克森选帝侯/波兰国王,pictures from collections of Dukes of Modena,,294
"Azzolini, Cardinal",E21 Person,,Rome,罗马红衣主教 (克里斯蒂娜女王密友),,,128
