Index_Main Entry,CIDOC_Type,Index_Location,Proposed Location,备注/来源,Index_Sub-entry,Index_Detail,Index_Page Numbers
Rembrandt,E21 Person,,Amsterdam,荷兰黄金时代大师,Aristotle contemplating the Bust of Homer,,"209, 210"
Rembrandt,E21 Person,,Amsterdam,荷兰黄金时代大师,Blind Homer,,210
Rembrandt,E21 Person,,Amsterdam,荷兰黄金时代大师,sketch for The Concord of the State,,307
Remondini,E21 Person,,Bassano,著名出版商家族,,,392
Remondini,E21 Person,,Bassano,著名出版商家族,"prints for by Piazzetta, Amigoni, Guarana, and Pietro Longhi",,340
"Reni, Guido",E21 Person,,Bologna/Rome,博洛尼亚画派大师,,,"14, 21, 28, 30, 43, 45, 49, 56, 71, 78, 95, 162, 197, 222, 262, 283, 321, 348"
"Reni, Guido",E21 Person,,Bologna/Rome,博洛尼亚画派大师,Abduction of Helen,,172
"Reni, Guido",E21 Person,,Bologna/Rome,博洛尼亚画派大师,Archangel Michael Trampling on the Devil,,43
"Reni, Guido",E21 Person,,Bologna/Rome,博洛尼亚画派大师,attack on Bamboccianti,,141
"Reni, Guido",E21 Person,,Bologna/Rome,博洛尼亚画派大师,Aurora,,"49n, 57n, 183"
"Reni, Guido",E21 Person,,Bologna/Rome,博洛尼亚画派大师,Bacchus and Ariadne,,179
"Reni, Guido",E21 Person,,Bologna/Rome,博洛尼亚画派大师,Massacre of the Innocents,,10n
"Reni, Guido",E21 Person,,Bologna/Rome,博洛尼亚画派大师,Rape of Helen,,184
"Reni, Guido",E21 Person,,Bologna/Rome,博洛尼亚画派大师,S. Luigi Gonzaga,,203
"Renier, Paolo",E21 Person,,,,,,"247n, 257, 371, 372"
"Resta, Padre Sebastiano",E21 Person,,,,,,"77, 135n, 155, 211n"
"Reynolds, Sir Joshua",E21 Person,,London,英国皇家艺术学院首任院长,,,301
"Rezzonico, Aurelio",E21 Person,,,,,,254
"Rezzonico, Carlo (Pope Clement XIII)",E21 Person,,,,,,"254, 323"
"Rezzonico, Lodovico",E21 Person,,,,,,254
"Ribera, Don Ferdinando Afan de",E21 Person,,,,,,136
"Ribera, Giuseppe",E21 Person,,Naples,即 Jusepe de Ribera,,,"95, 120, 171, 172, 205, 210, 213n"
"Ribera, Giuseppe",E21 Person,,Naples,即 Jusepe de Ribera,altarpieces for Monterey,,172
"Ribera, Giuseppe",E21 Person,,Naples,即 Jusepe de Ribera,Drunken Silenus,,205
"Ribera, Giuseppe",E21 Person,,Naples,即 Jusepe de Ribera,Flaying of Marsyas,,205
"Ribera, Giuseppe",E21 Person,,Naples,即 Jusepe de Ribera,St Januarius,,205n
Riccardi palace,E22 Man-Made Object,Florence,,,,,"212, 213"
"Ricchini, Francesco Maria",E53 Place,,,,,,215
"Ricci, Giovanni",E21 Person,,Rome,红衣主教,,,"204, 238"
"Ricci, Giovanni",E21 Person,,Rome,红衣主教,patronage of Crespi,,204
"Ricci, Marco",E21 Person,,Venice,威尼斯风景画家,,,"228, 235, 241, 276, 278, 279, 294, 296, 297n, 300n, 304, 310, 314, 315, 341, 342, 376, 392, 393"
"Ricci, Marco",E21 Person,,Venice,威尼斯风景画家,Monuments to (McSwiny's British Worthies),,
"Ricci, Marco",E21 Person,,Venice,威尼斯风景画家,Monuments to (McSwiny's British Worthies),Duke of Devonshire,"289n, 290"
"Ricci, Marco",E21 Person,,Venice,威尼斯风景画家,Monuments to (McSwiny's British Worthies),Sir Cloudesly Shovel,"289n, 290"
"Ricci, Marco",E21 Person,,Venice,威尼斯风景画家,work for Joseph Smith,,303
"Ricci, Sebastiano",E21 Person,,Venice,威尼斯洛可可先驱,,,"9n, 165, 199, 214, 226, 228, 251, 269n, 270, 271, 273, 276n, 279, 284, 286, 293, 295, 296, 297, 304, 311, 313, 315, 337, 341, 342, 374, 376, 377, 394, 405, 407"
"Ricci, Sebastiano",E21 Person,,Venice,威尼斯洛可可先驱,Allegory of the Arts,,235
"Ricci, Sebastiano",E21 Person,,Venice,威尼斯洛可可先驱,and Crozat,,284
"Ricci, Sebastiano",E21 Person,,Venice,威尼斯洛可可先驱,Ascension,,"280, 294"
"Ricci, Sebastiano",E21 Person,,Venice,威尼斯洛可可先驱,Bacchus and Ariadne,,293
"Ricci, Sebastiano",E21 Person,,Venice,威尼斯洛可可先驱,Baptism of Christ,,280
"Ricci, Sebastiano",E21 Person,,Venice,威尼斯洛可可先驱,"Crucifixion with the Madonna, St John, and St Charles Borromeo",,235
"Ricci, Sebastiano",E21 Person,,Venice,威尼斯洛可可先驱,Diana and Actaeon,,236
"Ricci, Sebastiano",E21 Person,,Venice,威尼斯洛可可先驱,Diana and Callisto,,236
"Ricci, Sebastiano",E21 Person,,Venice,威尼斯洛可可先驱,Esther and Ahasuerus,,342n
"Ricci, Sebastiano",E21 Person,,Venice,威尼斯洛可可先驱,Europa,,165n
"Ricci, Sebastiano",E21 Person,,Venice,威尼斯洛可可先驱,Europa and the Bull,,236
"Ricci, Sebastiano",E21 Person,,Venice,威尼斯洛可可先驱,fear of style being corrupted by Rome,,165
"Ricci, Sebastiano",E21 Person,,Venice,威尼斯洛可可先驱,Flora,,235n
"Ricci, Sebastiano",E21 Person,,Venice,威尼斯洛可可先驱,Last Supper,,280
"Ricci, Sebastiano",E21 Person,,Venice,威尼斯洛可可先驱,modello of Adoration of the Magi,,345
"Ricci, Sebastiano",E21 Person,,Venice,威尼斯洛可可先驱,Monuments to (McSwiny's British Worthies),,
"Ricci, Sebastiano",E21 Person,,Venice,威尼斯洛可可先驱,Monuments to (McSwiny's British Worthies),Duke of Devonshire,"289n, 290"
"Ricci, Sebastiano",E21 Person,,Venice,威尼斯洛可可先驱,Monuments to (McSwiny's British Worthies),Sir Cloudesly Shovel,"289n, 290"
"Ricci, Sebastiano",E21 Person,,Venice,威尼斯洛可可先驱,Pan and Syrinx,,236
"Ricci, Sebastiano",E21 Person,,Venice,威尼斯洛可可先驱,"Pope Pius V, Thomas Aquinas and Vincent Ferrer",,271
"Ricci, Sebastiano",E21 Person,,Venice,威尼斯洛可可先驱,Presentation in the Temple,,"280n, 342n"
"Ricci, Sebastiano",E21 Person,,Venice,威尼斯洛可可先驱,self portrait,,393
"Ricci, Sebastiano",E21 Person,,Venice,威尼斯洛可可先驱,Susanna and the Elders,,280n
"Ricci, Sebastiano",E21 Person,,Venice,威尼斯洛可可先驱,Visitation,,280
"Ricci, Sebastiano",E21 Person,,Venice,威尼斯洛可可先驱,work for Grand Prince Ferdinand de' Medici,,"235, 236, 237, 240, 390"
"Ricci, Sebastiano",E21 Person,,Venice,威尼斯洛可可先驱,work for Lord Burlington,,280
"Ricci, Sebastiano",E21 Person,,Venice,威尼斯洛可可先驱,work for Lord Portland,,280
"Ricci, Sebastiano",E21 Person,,Venice,威尼斯洛可可先驱,"work for S. Paolo d'Argan, Bergamo",,221n
"Ricci, Sebastiano",E21 Person,,Venice,威尼斯洛可可先驱,work for Joseph Smith,,"302, 303"
"Ricci, Sebastiano",E21 Person,,Venice,威尼斯洛可可先驱,work for Turin,,"252, 296, 297, 302"
"Ricci, Sebastiano",E21 Person,,Venice,威尼斯洛可可先驱,work in England,,"279, 280, 281"
"Ricci, Sebastiano",E21 Person,,Venice,威尼斯洛可可先驱,"work in Marucelli palace, Florence",,"235, 236"
"Ricciardi, Giambattista",E21 Person,,,,,,"144, 145, 169"
"Richard, Abbé",E21 Person,,,,,,335
"Richelieu, Cardinal",E21 Person,,Paris,法国红衣主教/首相,,,"33, 37, 175, 176, 181, 384, 402"
"Richelieu, Cardinal",E21 Person,,Paris,法国红衣主教/首相,attempt to bring Italian artists to Paris,,"175, 176"
"Richelieu, Cardinal",E21 Person,,Paris,法国红衣主教/首相,Bernini bust,,176
"Richeôme, Louis",E21 Person,,,,,,"67, 68"
"Richmond, Duke of",E21 Person,,London,英国贵族,,,287
"Richmond, Duke of",E21 Person,,London,英国贵族,and McSwiny's British Worthies,,"289, 290, 291"
"Richmond, Duke of",E21 Person,,London,英国贵族,pictures in this series owned by Duke,,289n
"Richter, Giovanni",E21 Person,,,,,,293
"Ridolfi, Carlo",E21 Person,,Venice,威尼斯艺术传记作家,,,19
"Rigaud, Hyacinthe",E21 Person,,Paris,法国巴洛克肖像画家,,,285
"Rigaud, Hyacinthe",E21 Person,,Paris,法国巴洛克肖像画家,portrait of Lord Portland,,280
Riminaldi,E21 Person,,Pisa,比萨画家 (Orazio Riminaldi),,,
Riminaldi,E21 Person,,Pisa,比萨画家 (Orazio Riminaldi),Martyrdom of St Cecilia,,231
"Ripa, Cesare",E21 Person,,Rome,图像学家 (Iconologia),,,
"Ripa, Cesare",E21 Person,,Rome,图像学家 (Iconologia),Iconologia,,273
"Riviera, Lazzaro",E21 Person,,,,,,"326, 327n"
"Roccatagliata, Giovanni Stefano",E21 Person,,,,,,121n
"Rockingham, Lord",E21 Person,,,,,,211n
"Rode, Bernhard",E21 Person,,,,,,410
"Romanelli, Giovan Francesco",E53 Place,,Rome/Paris,巴洛克画家,,,"53, 54, 59, 60, 94n, 181, 182, 185"
"Romanelli, Giovan Francesco",E53 Place,,Rome/Paris,巴洛克画家,appointment to Accademia di S. Luca,,53
"Romanelli, Giovan Francesco",E53 Place,,Rome/Paris,巴洛克画家,Ariadne being woken by Love,,182
"Romanelli, Giovan Francesco",E53 Place,,Rome/Paris,巴洛克画家,Bacchus and Ariadne,,60
"Romanelli, Giovan Francesco",E53 Place,,Rome/Paris,巴洛克画家,Jupiter sending down his Thunderbolts,,182
"Romanelli, Giovan Francesco",E53 Place,,Rome/Paris,巴洛克画家,Marriage of Peleus,,60
"Romanelli, Giovan Francesco",E53 Place,,Rome/Paris,巴洛克画家,Narcissus,,182
"Romanelli, Giovan Francesco",E53 Place,,Rome/Paris,巴洛克画家,Romulus and Remus,,182
"Romanelli, Giovan Francesco",E53 Place,,Rome/Paris,巴洛克画家,work in Cardinal Mazarin's palace,,"181, 182"
"Romanelli, Giovan Francesco",E53 Place,,Rome/Paris,巴洛克画家,work in Louvre,,185
"Roncalli, Cristoforo (Pomerancio)",E21 Person,,Rome,样式主义画家,,,"30, 69, 94n"
"Roncalli, Cristoforo (Pomerancio)",E21 Person,,Rome,样式主义画家,altarpiece of St Domitilla,,69
"Roncalli, Cristoforo (Pomerancio)",E21 Person,,Rome,样式主义画家,Jacob and the Angel,,30
"Roncalli, Cristoforo (Pomerancio)",E21 Person,,Rome,样式主义画家,portrait of St Philip Neri,,69
"Roncalli, Cristoforo (Pomerancio)",E21 Person,,Rome,样式主义画家,work for Oratorians,,69
"Roomer, Gaspar",E21 Person,,Naples,佛兰芒裔那不勒斯大收藏家,,,"205, 206, 207, 208, 211, 212"
"Roomer, Gaspar",E21 Person,,Naples,佛兰芒裔那不勒斯大收藏家,and Flemish painting,,206
"Roomer, Gaspar",E21 Person,,Naples,佛兰芒裔那不勒斯大收藏家,and Luca Giordano,,"207, 208"
"Roomer, Gaspar",E21 Person,,Naples,佛兰芒裔那不勒斯大收藏家,and Mattia Preti,,207
"Roomer, Gaspar",E21 Person,,Naples,佛兰芒裔那不勒斯大收藏家,and Rubens Feast of Herod,,"206, 207"
"Roomer, Gaspar",E21 Person,,Naples,佛兰芒裔那不勒斯大收藏家,devotion to Carmelites,,205
"Roomer, Gaspar",E21 Person,,Naples,佛兰芒裔那不勒斯大收藏家,escape in revolt of Masaniello,,205
"Roomer, Gaspar",E21 Person,,Naples,佛兰芒裔那不勒斯大收藏家,liking for Caravaggists,,"205, 206"
"Roomer, Gaspar",E21 Person,,Naples,佛兰芒裔那不勒斯大收藏家,love of the grotesque and naturalism,,"205, 206, 208"
"Roomer, Gaspar",E21 Person,,Naples,佛兰芒裔那不勒斯大收藏家,place in Neapolitan culture,,207
"Roomer, Gaspar",E21 Person,,Naples,佛兰芒裔那不勒斯大收藏家,relationship between cultures of North and South Europe in collection,,208
"Roomer, Gaspar",E21 Person,,Naples,佛兰芒裔那不勒斯大收藏家,trade in pictures,,206
"Rosa, Paceco de",E21 Person,,,,,,213n
"Rosa, Salvator",E21 Person,,Rome/Florence,以风景和反叛性格著称的画家,,,"11, 15, 111, 120, 124, 126, 127, 128, 134, 137, 142, 143, 144, 145, 152, 153, 155, 183, 187, 190, 197n, 210, 234n, 354, 384"
"Rosa, Salvator",E21 Person,,Rome/Florence,以风景和反叛性格著称的画家,altarpieces for Madonna di Montesanto,,144
"Rosa, Salvator",E21 Person,,Rome/Florence,以风景和反叛性格著称的画家,and Niccolò Simonelli,,"124n, 126, 142"
"Rosa, Salvator",E21 Person,,Rome/Florence,以风景和反叛性格著称的画家,attack on bambocciate,,"134, 142"
"Rosa, Salvator",E21 Person,,Rome/Florence,以风景和反叛性格著称的画家,Battle,,187n
"Rosa, Salvator",E21 Person,,Rome/Florence,以风景和反叛性格著称的画家,commissions from outside Italy,,169
"Rosa, Salvator",E21 Person,,Rome/Florence,以风景和反叛性格著称的画家,Fortune,,"144, 153, 154"
"Rosa, Salvator",E21 Person,,Rome/Florence,以风景和反叛性格著称的画家,exhibited at S. Giovanni Decollato,,154
"Rosa, Salvator",E21 Person,,Rome/Florence,以风景和反叛性格著称的画家,in Florence,,142
"Rosa, Salvator",E21 Person,,Rome/Florence,以风景和反叛性格著称的画家,insistence on choosing own subjects,,11
"Rosa, Salvator",E21 Person,,Rome/Florence,以风景和反叛性格著称的画家,Landscape with Apollo,,184
"Rosa, Salvator",E21 Person,,Rome/Florence,以风景和反叛性格著称的画家,method of selling pictures,,15
"Rosa, Salvator",E21 Person,,Rome/Florence,以风景和反叛性格著称的画家,on landscapes,,144
"Rosa, Salvator",E21 Person,,Rome/Florence,以风景和反叛性格著称的画家,on payments for painting,,22
"Rosa, Salvator",E21 Person,,Rome/Florence,以风景和反叛性格著称的画家,own view of talents,,142
"Rosa, Salvator",E21 Person,,Rome/Florence,以风景和反叛性格著称的画家,patronage by Carlo de' Rossi,,143
"Rosa, Salvator",E21 Person,,Rome/Florence,以风景和反叛性格著称的画家,Prometheus,,144
"Rosa, Salvator",E21 Person,,Rome/Florence,以风景和反叛性格著称的画家,refusal of invitation to Paris,,187
"Rosa, Salvator",E21 Person,,Rome/Florence,以风景和反叛性格著称的画家,Regulus killed by the Carthaginians,,144
"Rosa, Salvator",E21 Person,,Rome/Florence,以风景和反叛性格著称的画家,Satire on Painting,,142n
"Rosa, Salvator",E21 Person,,Rome/Florence,以风景和反叛性格著称的画家,and Stoicism,,"142, 143, 144"
"Rosa, Salvator",E21 Person,,Rome/Florence,以风景和反叛性格著称的画家,Tityus,,142n
"Rosa, Salvator",E21 Person,,Rome/Florence,以风景和反叛性格著称的画家,views on artists' status,,"22, 23"
"Rosenberg, Count",E21 Person,,,,,,369
"Rosenberg, Mme",E21 Person,,,,"see under Wynne, Giustiniana",,
'Rosichino',E21 Person,,Rome,可能是Rosichino (作家),,,52n
"Rosis, Giuseppe de",E21 Person,,,,,,23
"Rospigliosi, Camillo",E21 Person,,,,,,127
"Rospigliosi, Giulio (Pope Clement IX)",E21 Person,,Rome,教皇克莱门特九世,,,"6n, 57, 58, 59, 161, 401"
"Rospigliosi, Giulio (Pope Clement IX)",E21 Person,,Rome,教皇克莱门特九世,Maratta portrait,,161
"Rospigliosi, Giulio (Pope Clement IX)",E21 Person,,Rome,教皇克莱门特九世,operatic librettos,,"57, 58, 59"
"Rospigliosi, Giulio (Pope Clement IX)",E21 Person,,Rome,教皇克莱门特九世,S. Alessio,,"57, 58"
"Rossano, Princess of",E21 Person,,,,,,131
"Rossi, Carlo de'",E21 Person,,Rome,建筑师,,,"143, 144, 153, 190"
"Rossi, Carlo de'",E21 Person,,Rome,建筑师,and Salvator Rosa,,"143, 144"
"Rossi, Domenico",E21 Person,,Venice,建筑师,,,251
"Rossi, Luigi de'",E21 Person,,,,,,143
"Rossi, Mattia de'",E21 Person,,,,,,"87, 89"
"Rossi, Pellegrino de'",E21 Person,,,,,,122
"Rossi, Ventura and Lorenzo",E21 Person,,,,,,294
"Rosso, Andrea del",E21 Person,,Florence,佛罗伦萨赞助人,,,"210, 211, 212, 213, 241, 403, 404"
"Rosso, Andrea del",E21 Person,,Florence,佛罗伦萨赞助人,and Luca Giordano,,"212, 213"
"Rosso, Andrea del",E21 Person,,Florence,佛罗伦萨赞助人,family links with Naples,,212
"Rosso, Andrea del",E21 Person,,Florence,佛罗伦萨赞助人,taste,,213
"Rosso, Andrea del (grandfather of Andrea, Lorenzo, and Ottavio del Rosso)",E21 Person,,,,,,"211, 212"
"Rosso, Antonio del",E21 Person,,,,,,211n
"Rosso, Giovanni Battista del",E21 Person,,,,,,211n
"Rosso, Lorenzo del",E21 Person,,Florence,佛罗伦萨赞助人,,,"210, 211, 212, 213"
"Rosso, Lorenzo del",E21 Person,,Florence,佛罗伦萨赞助人,and Luca Giordano,,"212, 213"
"Rosso, Lorenzo del",E21 Person,,Florence,佛罗伦萨赞助人,taste,,213
"Rosso, Nicola del",E21 Person,,,,,,"211, 212n"
"Rosso, Ottavio del",E21 Person,,,,,,"210, 211, 212, 213, 241"
"Rota, Giovanni Battista",E21 Person,,,,,,312
"Rotari, Pietro",E21 Person,,,,,,"295n, 297"
"Rousseau, Jean Jacques",E21 Person,,,,,,"328, 369, 372"
"Rovere, Vittoria della",E21 Person,,,,,,54
"Rowlandson, Thomas",E21 Person,,,,,,292
Royal Collection,E22 Man-Made Object,,,,paintings and drawings from Joseph Smith in,,"300, 303, 309, 361, 391, 392, 393, 394"
"Rubens, Peter Paul",E21 Person,,Antwerp,佛兰芒巴洛克大师,,,"11, 12, 28, 44, 95, 125, 160, 172, 177, 178, 192, 196, 222, 232, 257, 262, 264n, 283"
"Rubens, Peter Paul",E21 Person,,Antwerp,佛兰芒巴洛克大师,altarpiece for Chiesa Nuova,,"70, 71"
"Rubens, Peter Paul",E21 Person,,Antwerp,佛兰芒巴洛克大师,Feast of Herod,,"206, 208"
"Rubens, Peter Paul",E21 Person,,Antwerp,佛兰芒巴洛克大师,work for Marie de Medici,,"53, 174, 175"
"Ruffo, Don Antonio",E21 Person,,Messina,西西里大收藏家 (Rembrandt赞助人),,,"14n, 22, 23n, 122n, 160n, 169, 209, 210, 214, 221"
"Ruffo, Don Antonio",E21 Person,,Messina,西西里大收藏家 (Rembrandt赞助人),admiration for Rembrandt,,210
"Ruffo, Don Antonio",E21 Person,,Messina,西西里大收藏家 (Rembrandt赞助人),and Guercino,,"209, 210"
"Ruffo, Don Antonio",E21 Person,,Messina,西西里大收藏家 (Rembrandt赞助人),attempts to obtain public commissions for Guercino and Preti,,210
"Ruffo, Don Antonio",E21 Person,,Messina,西西里大收藏家 (Rembrandt赞助人),interest in contemporaries,,209
"Ruffo, Don Antonio",E21 Person,,Messina,西西里大收藏家 (Rembrandt赞助人),size and expense as guiding considerations,,209
"Ruffo, Don Antonio",E21 Person,,Messina,西西里大收藏家 (Rembrandt赞助人),taste,,"209, 210"
"Ruffo, Cardinal Tommaso",E21 Person,,Ferrara/Rome,红衣主教/艺术赞助人,,,"221, 222, 223"
"Ruffo, Cardinal Tommaso",E21 Person,,Ferrara/Rome,红衣主教/艺术赞助人,and Donato Creti,,"222, 223"
"Ruffo, Cardinal Tommaso",E21 Person,,Ferrara/Rome,红衣主教/艺术赞助人,"Archbishop's Palace, Ferrara",,"221, 222"
"Ruffo, Cardinal Tommaso",E21 Person,,Ferrara/Rome,红衣主教/艺术赞助人,collection,,"222, 223, 224"
"Ruffo, Cardinal Tommaso",E21 Person,,Ferrara/Rome,红衣主教/艺术赞助人,Neapolitan paintings,,223
"Rughesi, Fausto",E21 Person,,,,,,69
"Ruoppolo, Giovan Battista",E21 Person,,,,,,208
"Ruspoli, Marchese",E22 Man-Made Object,,,,,,"128, 129"
