Index_Main Entry,CIDOC_Type,Index_Location,Proposed Location,备注/来源,Index_Sub-entry,Index_Detail,Index_Page Numbers
"Barberini, Maffeo (Pope Urban VIII)",E21 Person,,Rome,教皇乌尔班八世,character,,"40, 41"
"Barberini, Maffeo (Pope Urban VIII)",E21 Person,,Rome,教皇乌尔班八世,death,,"59, 112"
"Barberini, Maffeo (Pope Urban VIII)",E21 Person,,Rome,教皇乌尔班八世,editions of poems,,"40, 85"
"Barberini, Maffeo (Pope Urban VIII)",E21 Person,,Rome,教皇乌尔班八世,election as Pope,,31
"Barberini, Maffeo (Pope Urban VIII)",E21 Person,,Rome,教皇乌尔班八世,favouring of Florentine artists,,"4, 34"
"Barberini, Maffeo (Pope Urban VIII)",E21 Person,,Rome,教皇乌尔班八世,fortifications built by,,33
"Barberini, Maffeo (Pope Urban VIII)",E21 Person,,Rome,教皇乌尔班八世,interest in astrology,,40
"Barberini, Maffeo (Pope Urban VIII)",E21 Person,,Rome,教皇乌尔班八世,patronage of Bernini,,"34, 35, 36, 37, 176, 177"
"Barberini, Maffeo (Pope Urban VIII)",E21 Person,,Rome,教皇乌尔班八世,patronage of Claude,,49
"Barberini, Maffeo (Pope Urban VIII)",E21 Person,,Rome,教皇乌尔班八世,patronage of Pietro da Cortona,,"38, 39, 40"
"Barberini, Maffeo (Pope Urban VIII)",E21 Person,,Rome,教皇乌尔班八世,poetry of,,"24, 40, 85"
"Barberini, Maffeo (Pope Urban VIII)",E21 Person,,Rome,教皇乌尔班八世,portrait by Caravaggio,,25
"Barberini, Maffeo (Pope Urban VIII)",E21 Person,,Rome,教皇乌尔班八世,portraits and statues of,,"40, 41"
"Barberini, Maffeo (Pope Urban VIII)",E21 Person,,Rome,教皇乌尔班八世,preferment for family,,31
"Barberini, Maffeo (Pope Urban VIII)",E21 Person,,Rome,教皇乌尔班八世,social consequences of his papacy,,"31, 32"
"Barberini, Maffeo (Pope Urban VIII)",E21 Person,,Rome,教皇乌尔班八世,tapestries commemorating,,"60, 61"
"Barberini, Maffeo (Pope Urban VIII)",E21 Person,,Rome,教皇乌尔班八世,tomb,,"41, 42, 59"
"Barberini, Maffeo (Pope Urban VIII)",E21 Person,,Rome,教皇乌尔班八世,"visit to Ferrara, 1598",,25
"Barberini, Prince Maffeo (son of Taddeo Barberini)",E21 Person,,Rome,罗马亲王,,,61
"Barberini, Taddeo (nephew to Urban VIII)",E21 Person,,Rome,罗马亲王,,,"31, 43, 46, 47, 48, 49, 51, 54, 56, 59, 146, 147"
Barberini palace,E22 Man-Made Object,,Rome,罗马巴贝里尼宫,,,"46, 47, 48, 49, 50, 51, 52, 53"
Barberini palace,E22 Man-Made Object,,Rome,罗马巴贝里尼宫,theatre,,"56, 57, 58"
"Barelli, Agostino",E21 Person,,Bologna,博洛尼亚建筑师,,,
"Barelli, Agostino",E21 Person,,Bologna,博洛尼亚建筑师,palace at Nymphenburg,,193
"Barelli, Agostino",E21 Person,,Bologna,博洛尼亚建筑师,Theatine church in Munich,,193
"Baretti, Giuseppe",E21 Person,,Turin/London,意大利文学批评家,,,"318, 328"
Barnabotti,E74 Group,,Venice,威尼斯贫穷贵族阶层,,,325
"Barocci, Federico",E21 Person,,Urbino,乌尔比诺画派代表,,,"26, 69, 71, 94, 268"
"Barocci, Federico",E21 Person,,Urbino,乌尔比诺画派代表,Presentation of Jesus in the Temple,,69
"Baroni, Leonora",E21 Person,,Rome,著名歌手/音乐家,,,"96, 180, 181"
"Baronio, Cardinal",E21 Person,,Rome,教会史学家,,,71
"Bartoli, Pietro Santo",E21 Person,,Rome,罗马雕刻家/古董研究者,,,"117, 118"
"Bartolommeo, Fra",E21 Person,,Florence,文艺复兴画家,,,348
"Bartolommeo, Fra",E21 Person,,Florence,文艺复兴画家,S. Marco,,231
"Basadonna, Cardinal Pietro",E21 Person,,Rome,威尼斯籍红衣主教,,,162
"Bassanino, Virgilio",E21 Person,,Venice,威尼斯画家,,,
"Bassanino, Virgilio",E21 Person,,Venice,威尼斯画家,Rape of the Sabines,,232
"Bassano, Jacopo",E21 Person,,Venice,威尼斯画派画家,,,"134, 222, 231, 262, 340, 376"
"Bassano, Jacopo",E21 Person,,Venice,威尼斯画派画家,Nativity,,313
"Bassi, Francesco (il Cremonese)",E53 Place,,Bologna,活跃于博洛尼亚的风景画家,,,"227, 228, 233"
"Batoni, Pompeo",E21 Person,,Rome,罗马新古典主义先驱,,,"xvii, 259, 298"
"Batoni, Pompeo",E21 Person,,Rome,罗马新古典主义先驱,Cleopatra,,357
"Batoni, Pompeo",E21 Person,,Rome,罗马新古典主义先驱,Triumph of Venice,,"259, 357, 381"
"Batoni, Pompeo",E21 Person,,Rome,罗马新古典主义先驱,work for Marco Foscarini,,259
"Beccari, Dr",E21 Person,,Bologna,博洛尼亚学者,,,203
"Beccaria, Cesare",E21 Person,,Milan,启蒙思想家,,,"318, 328, 337, 369"
"Beccaria, Cesare",E21 Person,,Milan,启蒙思想家,Dei delitti e delle pene,,"318, 337, 369"
"Bedford, John, 4th Duke of",E21 Person,,London,英国贵族，大旅行赞助人,,,305
"Bella, Stefano della",E21 Person,,Florence,佛罗伦萨版画家,,,"176, 183"
"Bellini, Gentile",E21 Person,,Venice,威尼斯画派画家,,,198
"Bellini, Giovanni",E21 Person,,Venice,威尼斯画派大师,,,"380, 410"
"Belloni, Giovanni Antonio",E21 Person,,Venice,威尼斯画家,,,203
"Bellori, Gian Pietro",E21 Person,,Rome,罗马著名艺术理论家,,,"73, 114, 117, 134, 158, 159, 160, 161, 189, 396, 402"
"Bellori, Gian Pietro",E21 Person,,Rome,罗马著名艺术理论家,as librarian and antiquarian to Queen Christina of Sweden,,"160, 161"
"Bellori, Gian Pietro",E21 Person,,Rome,罗马著名艺术理论家,Descrizione delle Immagini dipinte da Raffaelo d'Urbino,,159
"Bellori, Gian Pietro",E21 Person,,Rome,罗马著名艺术理论家,devotion to Raphael,,159
"Bellori, Gian Pietro",E21 Person,,Rome,罗马著名艺术理论家,influence of his views,,160
"Bellori, Gian Pietro",E21 Person,,Rome,罗马著名艺术理论家,Le Vite de Pittori... Moderni,,"158, 159, 189"
"Bellotti, Pietro",E21 Person,,Venice,威尼斯肖像画家,,,193
"Bellotto, Bernardo",E21 Person,,Venice/Dresden,威尼斯风景画家 (Canaletto之侄),,,295
"Bellotto, Bernardo",E21 Person,,Venice/Dresden,威尼斯风景画家 (Canaletto之侄),"painting of ruins of Church of the Cross, Dresden",,295
"Bellotto, Bernardo",E21 Person,,Venice/Dresden,威尼斯风景画家 (Canaletto之侄),work in Warsaw,,298
"Bellucci, Antonio",E21 Person,,Venice,威尼斯洛可可画家,,,"227, 278, 280, 281, 283, 284, 294, 405, 406"
"Bellucci, Antonio",E21 Person,,Venice,威尼斯洛可可画家,Descent from the Cross,,281
"Bellucci, Antonio",E21 Person,,Venice,威尼斯洛可可画家,Nativity,,281
"Bellucci, Giovanni Battista",E21 Person,,Venice,威尼斯画家,,,203
"Bencovich, Federico",E21 Person,,Venice/Vienna,达尔马提亚裔巴洛克画家,,,278
Benedictines,E74 Group,Venice,Europe,本笃会 (天主教修会),,,271n
"Benefial, Marco",E21 Person,,Rome,罗马反巴洛克风格画家,,,294
"Bentinck, William",E21 Person,,London,英国外交官,,,280
"Bentivoglio, Enzo",E21 Person,,Ferrara/Rome,费拉拉侯爵,,,"48, 49, 50, 55, 182"
"Bentivoglio, Cardinal Guido",E21 Person,,Rome,罗马红衣主教，凡·戴克赞助人,,,"48, 49, 50, 55, 56, 64, 398"
"Bentivoglio, Cardinal Guido",E21 Person,,Rome,罗马红衣主教，凡·戴克赞助人,patronage of Claude,,49
"Bentivoglio, Ippotilo",E21 Person,,Ferrara,费拉拉贵族,,,48
"Bernini, Domenico",E21 Person,,Rome,Gian Lorenzo之子，传记作者,,,"58n, 85, 191"
"Bernini, Gian Lorenzo",E21 Person,,Rome,罗马巴洛克大师,,,"16, 17, 19, 28, 30, 37, 59, 61, 62, 64, 65, 75, 96, 97, 100, 103, 104, 123, 142, 159, 161, 162, 176, 177, 181, 191, 192, 348, 384, 396, 397, 399, 401"
"Bernini, Gian Lorenzo",E21 Person,,Rome,罗马巴洛克大师,and the Barberini,,"48, 58"
"Bernini, Gian Lorenzo",E21 Person,,Rome,罗马巴洛克大师,and Gesù,,"80, 81, 82"
"Bernini, Gian Lorenzo",E21 Person,,Rome,罗马巴洛克大师,and S. Andrea al Quirinale,,"85, 86, 87"
"Bernini, Gian Lorenzo",E21 Person,,Rome,罗马巴洛克大师,and S. Bibiana,,"37, 38"
"Bernini, Gian Lorenzo",E21 Person,,Rome,罗马巴洛克大师,Angels carrying Symbols of the Passion (on Ponte S. Angelo),,161
"Bernini, Gian Lorenzo",E21 Person,,Rome,罗马巴洛克大师,Apollo and Daphne,,30
"Bernini, Gian Lorenzo",E21 Person,,Rome,罗马巴洛克大师,baldacchino for St Peter's,,"34, 35, 36"
"Bernini, Gian Lorenzo",E21 Person,,Rome,罗马巴洛克大师,bust of Archbishop of Pisa,,103
"Bernini, Gian Lorenzo",E21 Person,,Rome,罗马巴洛克大师,bust of Charles I,,179
"Bernini, Gian Lorenzo",E21 Person,,Rome,罗马巴洛克大师,bust of Louis XIV,,188
"Bernini, Gian Lorenzo",E21 Person,,Rome,罗马巴洛克大师,bust of Richelieu,,176
"Bernini, Gian Lorenzo",E21 Person,,Rome,罗马巴洛克大师,busts and statues of Urban VIII and Barberini family,,"40, 41"
"Bernini, Gian Lorenzo",E21 Person,,Rome,罗马巴洛克大师,caricature of Cassiano dal Pozzo,,100
"Bernini, Gian Lorenzo",E21 Person,,Rome,罗马巴洛克大师,colonnade of St Peter's,,"151, 152, 153"
"Bernini, Gian Lorenzo",E21 Person,,Rome,罗马巴洛克大师,Constantine,,"148, 188"
"Bernini, Gian Lorenzo",E21 Person,,Rome,罗马巴洛克大师,David,,30
"Bernini, Gian Lorenzo",E21 Person,,Rome,罗马巴洛克大师,decline in fortunes under Innocent X,,"147, 148"
"Bernini, Gian Lorenzo",E21 Person,,Rome,罗马巴洛克大师,designs for Louvre,,153
"Bernini, Gian Lorenzo",E21 Person,,Rome,罗马巴洛克大师,desire to be considered as Florentine,,34
"Bernini, Gian Lorenzo",E21 Person,,Rome,罗马巴洛克大师,earnings,,17
"Bernini, Gian Lorenzo",E21 Person,,Rome,罗马巴洛克大师,equestrian statue of Louis XIV,,188
"Bernini, Gian Lorenzo",E21 Person,,Rome,罗马巴洛克大师,Fountain of the Four Rivers,,148
"Bernini, Gian Lorenzo",E21 Person,,Rome,罗马巴洛克大师,Fountain of the Four Rivers,small version in possession of Marchese del Carpio,191
"Bernini, Gian Lorenzo",E21 Person,,Rome,罗马巴洛克大师,"head, medal, and bust of Paolo Giordano Orsini, Duke of Bracciano",,"96, 97, 387, 388, 389"
"Bernini, Gian Lorenzo",E21 Person,,Rome,罗马巴洛克大师,invitation by Mazarin to settle in France,,"176, 177"
"Bernini, Gian Lorenzo",E21 Person,,Rome,罗马巴洛克大师,L'Inandazione del Tevere,,58
"Bernini, Gian Lorenzo",E21 Person,,Rome,罗马巴洛克大师,mystical and expressionist element in later work,,"82, 151"
"Bernini, Gian Lorenzo",E21 Person,,Rome,罗马巴洛克大师,Neptune,,362
"Bernini, Gian Lorenzo",E21 Person,,Rome,罗马巴洛克大师,palace of Cardinal Flavio Chigi,,154
"Bernini, Gian Lorenzo",E21 Person,,Rome,罗马巴洛克大师,patronage by Urban VIII,,"34, 35, 36, 37, 176, 177"
"Bernini, Gian Lorenzo",E21 Person,,Rome,罗马巴洛克大师,private theatre,,58
"Bernini, Gian Lorenzo",E21 Person,,Rome,罗马巴洛克大师,relations with Jesuits,,"80, 81, 82, 85, 86"
"Bernini, Gian Lorenzo",E21 Person,,Rome,罗马巴洛克大师,relief in St Peter's of Christ entrusting His flock to St Peter,,36
"Bernini, Gian Lorenzo",E21 Person,,Rome,罗马巴洛克大师,resolution against by municipal authorities of Rome,,162
"Bernini, Gian Lorenzo",E21 Person,,Rome,罗马巴洛克大师,"St Teresa, in S. Maria della Vittoria",,147
"Bernini, Gian Lorenzo",E21 Person,,Rome,罗马巴洛克大师,Time unveiling Truth,,147
"Bernini, Gian Lorenzo",E21 Person,,Rome,罗马巴洛克大师,tomb of Alexander VII,,151
"Bernini, Gian Lorenzo",E21 Person,,Rome,罗马巴洛克大师,tomb of Countess Matilda,,36
"Bernini, Gian Lorenzo",E21 Person,,Rome,罗马巴洛克大师,tomb of Urban VIII,,"41, 42, 59"
"Bernini, Gian Lorenzo",E21 Person,,Rome,罗马巴洛克大师,varying fortunes of,,"36, 37, 61, 62, 147, 148, 162"
"Bernini, Gian Lorenzo",E21 Person,,Rome,罗马巴洛克大师,visit to Paris,,"153, 187, 188"
"Bernini, Gian Lorenzo",E21 Person,,Rome,罗马巴洛克大师,visit to Paris,French opposition to,188
"Bernini, Gian Lorenzo",E21 Person,,Rome,罗马巴洛克大师,work in reign of Alexander VII,,"151, 152, 153"
"Bernini, Pietro",E21 Person,,Rome,雕塑家，Gian Lorenzo之父,,,"30, 34"
"Bermis, Cardinal de",E21 Person,,Rome,法国驻罗马大使/红衣主教,,,"245n, 271n, 369n"
"Berreguete, Pedro",E21 Person,,Spain/Urbino,西班牙画家,,,54
"Berrettini, Pietro (Pietro da Cortona)",E21 Person,,Rome,罗马巴洛克盛期大师,,,"xviii, 7, 11, 12n, 33, 34, 35, 36, 37, 38, 39, 40, 43, 45, 54, 56, 59, 60, 61, 62, 64, 65, 75, 83, 84, 91, 94, 101n, 103, 114, 127, 136, 147, 157, 176, 190, 197, 217, 384, 400, 401"
"Berrettini, Pietro (Pietro da Cortona)",E21 Person,,Rome,罗马巴洛克盛期大师,Adoration of the Trinity,,77
"Berrettini, Pietro (Pietro da Cortona)",E21 Person,,Rome,罗马巴洛克盛期大师,Allegory of Coral Fishing,,"103, 118n"
"Berrettini, Pietro (Pietro da Cortona)",E21 Person,,Rome,罗马巴洛克盛期大师,"altar in Chapel of S. Ignatius, Gesù",,91
"Berrettini, Pietro (Pietro da Cortona)",E21 Person,,Rome,罗马巴洛克盛期大师,Angels carrying the Instruments of the Passion,,75
"Berrettini, Pietro (Pietro da Cortona)",E21 Person,,Rome,罗马巴洛克盛期大师,Assumption of the Virgin,,77
"Berrettini, Pietro (Pietro da Cortona)",E21 Person,,Rome,罗马巴洛克盛期大师,Caesar restoring Cleopatra to her usurped Throne,,185
"Berrettini, Pietro (Pietro da Cortona)",E21 Person,,Rome,罗马巴洛克盛期大师,copying of Raphael and Titian for Sacchetti,,"38, 39"
"Berrettini, Pietro (Pietro da Cortona)",E21 Person,,Rome,罗马巴洛克盛期大师,decoration of Barberini palace,,"51, 52, 53, 62, 77, 161"
"Berrettini, Pietro (Pietro da Cortona)",E21 Person,,Rome,罗马巴洛克盛期大师,Finding of Romulus and Remus,,185
"Berrettini, Pietro (Pietro da Cortona)",E21 Person,,Rome,罗马巴洛克盛期大师,Forge of Vulcan,,33
"Berrettini, Pietro (Pietro da Cortona)",E21 Person,,Rome,罗马巴洛克盛期大师,frescoes in Pamfili palace,,"77, 148, 149"
"Berrettini, Pietro (Pietro da Cortona)",E21 Person,,Rome,罗马巴洛克盛期大师,Madonna and Child,,103
"Berrettini, Pietro (Pietro da Cortona)",E21 Person,,Rome,罗马巴洛克盛期大师,plans for Louvre,,187
"Berrettini, Pietro (Pietro da Cortona)",E21 Person,,Rome,罗马巴洛克盛期大师,refusal to choose own subjects,,"11, 39"
"Berrettini, Pietro (Pietro da Cortona)",E21 Person,,Rome,罗马巴洛克盛期大师,Sacrifice of Polyxena,,39
"Berrettini, Pietro (Pietro da Cortona)",E21 Person,,Rome,罗马巴洛克盛期大师,St Philip in Ecstasy,,75
"Berrettini, Pietro (Pietro da Cortona)",E21 Person,,Rome,罗马巴洛克盛期大师,Scenes from the Aeneid,,149
"Berrettini, Pietro (Pietro da Cortona)",E21 Person,,Rome,罗马巴洛克盛期大师,Sibyl announcing the Birth of Christ,,185
"Berrettini, Pietro (Pietro da Cortona)",E21 Person,,Rome,罗马巴洛克盛期大师,theatre in Barberini palace,,56
"Berrettini, Pietro (Pietro da Cortona)",E21 Person,,Rome,罗马巴洛克盛期大师,Triumph of Bacchus,,39
"Berrettini, Pietro (Pietro da Cortona)",E21 Person,,Rome,罗马巴洛克盛期大师,work for Sacchetti,,"38, 39"
"Berrettini, Pietro (Pietro da Cortona)",E21 Person,,Rome,罗马巴洛克盛期大师,work in Chiesa Nuova,,"76, 77, 78"
"Berrettini, Pietro (Pietro da Cortona)",E21 Person,,Rome,罗马巴洛克盛期大师,work in Pitti palace,,77
"Berrettini, Pietro (Pietro da Cortona)",E21 Person,,Rome,罗马巴洛克盛期大师,Xenophon sacrificing to Diana,,59
"Berrettoni, Niccolò",E21 Person,,Rome,罗马画家 (Maratta学生),,,"161, 191, 192"
"Bertos, Francesco",E53 Place,,Venice,威尼斯雕塑家/画家,,,312
"Bettinelli, Saverio",E21 Person,,Mantua,耶稣会士/作家,,,"320, 334"
"Bettinelli, Saverio",E21 Person,,Mantua,耶稣会士/作家,Dell'entusiasmo per le Belle Arti,,320
"Bianconi, G. L.",E21 Person,,Bologna/Dresden,艺术作家/医生,,,21n
"Bianchi, Isidoro",E21 Person,,Turin,皮埃蒙特画家,,,371n
"Biffi, Giambattista",E21 Person,,Cremona,克雷莫纳赞助人,,,"262n, 328, 360"
"Bigari, Vittorio",E21 Person,,Bologna,博洛尼亚画家,,,
"Bigari, Vittorio",E21 Person,,Bologna,博洛尼亚画家,"work in Archbishop's Palace, Ferrara",,222
"Bingley, Lord",E21 Person,,London,英国贵族,,,290
"Bizoni, Bernardo",E21 Person,,Rome,旅行日记作者,,,301
"Blainville, Monsieur de",E21 Person,,Europe,旅行家/作家,,,245n
"Blunt, Sir Anthony",E21 Person,,London,现代艺术史学家 (Poussin专家),,,264n
"Boccage, Mme de",E21 Person,,Paris,法国沙龙女主人,,,302
Bologna,E53 Place,,Bologna,意大利城市,,,"203, 204"
Bologna,E53 Place,,Bologna,意大利城市,senatorial families,,203
Bombelli Sebastiano,E21 Person,,Venice,威尼斯肖像画家,,,"227, 278"
Bombelli Sebastiano,E21 Person,,Venice,威尼斯肖像画家,portraits of Stefano Conti and his family,,227
"Bonati, Giovanni",E21 Person,,Rome,罗马画家,,,6n
"Boncampagni, Ugo (Pope Gregory XIII)",E21 Person,,Rome,教皇格里高利十三世,,,"67, 68"
Bonfiglioli collection,E22 Man-Made Object,Bologna,Bologna,博洛尼亚收藏,,,266
"Boni, Giacomo Antonio",E21 Person,,Bologna,博洛尼亚画家,,,"201, 214n"
"Boni, Giacomo Antonio",E21 Person,,Bologna,博洛尼亚画家,Virgil 'portrait' for Prince Eugene of Savoy,,201
Book illustration,E28 Conceptual Object,Venice,Europe,书籍插画艺术,in the 18th century,,"332, 333, 334, 335, 336, 337, 338, 339"
"Bordone, Paris",E53 Place,,Venice,威尼斯画派画家,,,241
"Bordoni, Francesco",E53 Place,,Florence,佛罗伦萨雕塑家,,,174
"Borghese, Camillo (Pope Paul V)",E21 Person,,Rome,教皇保罗五世,,,"3, 16, 17, 21, 25, 26, 27, 28, 30, 64, 72"
"Borghese, Cardinal Scipione",E21 Person,,Rome,罗马红衣主教，Bernini早期赞助人,,,"27, 28, 30, 49, 76n, 123, 183, 398"
"Borghese, Cardinal Scipione",E21 Person,,Rome,罗马红衣主教，Bernini早期赞助人,Bernini busts of,,37
"Borghese, Cardinal Scipione",E21 Person,,Rome,罗马红衣主教，Bernini早期赞助人,collection,,"27, 28"
"Borghese, Cardinal Scipione",E21 Person,,Rome,罗马红衣主教，Bernini早期赞助人,confiscation of d'Arpino pictures,,27
