Index_Main Entry,CIDOC_Type,Index_Location,Proposed Location,备注/来源,Index_Sub-entry,Index_Detail,Index_Page Numbers
"Vannini, Ottavio",E21 Person,,Florence,佛罗伦萨画家,Fall of Manna,,212
"Vannini, Ottavio",E21 Person,,Florence,佛罗伦萨画家,"frescoes in S. Gaetano, Florence",,212
"Vannini, Ottavio",E21 Person,,Florence,佛罗伦萨画家,Moses striking the Rock,,212
"Vannini, Ottavio",E21 Person,,Florence,佛罗伦萨画家,Sacrifice of Isaac,,212
"Vannini, Ottavio",E21 Person,,Florence,佛罗伦萨画家,Susanna and the Elders,,212
"Varda, Salvator",E21 Person,,,,,,264n
"Varotari, Alessandro ('il Padovanino')",E21 Person,,,,,,"100n, 105"
"Vasari, Giorgio",E21 Person,,Florence,画家/建筑师/传记作家,,,"21, 159, 330"
"Vassalli, Alessandro",E21 Person,,,,,,6n
Vatican palace,E22 Man-Made Object,Rome,Rome,梵蒂冈宫,,,
Vatican palace,E22 Man-Made Object,Rome,Rome,梵蒂冈宫,Scala Regia,,151
"Vecchi, Giovanni de'",E21 Person,,Rome,样式主义画家,,,"66, 80"
"Vecchia, Pietro della",E21 Person,,Venice,威尼斯画家,,,"193, 340, 376"
"Veith, Giovanni Adalbertho",E21 Person,,,,,,367
Velasquez,E21 Person,,Madrid,西班牙巴洛克大师,,,"60, 113, 116, 119, 126, 122, 136, 158, 172, 190, 192, 385, 400"
Velasquez,E21 Person,,Madrid,西班牙巴洛克大师,attempts to bring Italian painters to Spain,,190
Velasquez,E21 Person,,Madrid,西班牙巴洛克大师,membership of Congregazione dei Virtuosi and of Accademia di San Luca,,126
Velasquez,E21 Person,,Madrid,西班牙巴洛克大师,portrait of Camillo Massimi,,"116, 190"
Velasquez,E21 Person,,Madrid,西班牙巴洛克大师,portrait of Donna Olimpia Maidalchini,,"116, 190"
Velasquez,E21 Person,,Madrid,西班牙巴洛克大师,portrait of his servant Juan de Pareja,,126
Velasquez,E21 Person,,Madrid,西班牙巴洛克大师,portrait of Pope Innocent X,,"116, 126"
Velasquez,E21 Person,,Madrid,西班牙巴洛克大师,Toilet of Venus ('Rokeby Venus'),,190
"Venezia, Padre Antonio da",E21 Person,,Venice,威尼斯神职人员,,,
"Venezia, Padre Antonio da",E21 Person,,Venice,威尼斯神职人员,La Chiesa di Gesù Cristo vendicata,,252n
Venice,E53 Place,,Venice,威尼斯共和国,,,245-383
Venice,E53 Place,,Venice,威尼斯共和国,art patronage by aristocracy,,247-267
Venice,E53 Place,,Venice,威尼斯共和国,art patronage by aristocracy,apotheoses,"254, 255"
Venice,E53 Place,,Venice,威尼斯共和国,art patronage by aristocracy,love of display,251
Venice,E53 Place,,Venice,威尼斯共和国,censorship in,,"245, 318, 332, 337"
Venice,E53 Place,,Venice,威尼斯共和国,"clergy, power of",,"247, 267-274"
Venice,E53 Place,,Venice,威尼斯共和国,cosmopolitan aspect,,276
Venice,E53 Place,,Venice,威尼斯共和国,criticism of constitution in 18th century,,247
Venice,E53 Place,,Venice,威尼斯共和国,decline in art patronage in 18th century,,261
Venice,E53 Place,,Venice,威尼斯共和国,decline in State patronage of arts,,247
Venice,E53 Place,,Venice,威尼斯共和国,decorative function of pictures,,261
Venice,E53 Place,,Venice,威尼斯共和国,desire to maintain status quo,,"246, 251"
Venice,E53 Place,,Venice,威尼斯共和国,foreign patrons of Venetian artists,,276-316
Venice,E53 Place,,Venice,威尼斯共和国,government attempt to keep isolated,,"245, 276"
Venice,E53 Place,,Venice,威尼斯共和国,government insistence on religious orthodoxy,,267
Venice,E53 Place,,Venice,威尼斯共和国,identification of aristocracy with state,,248
Venice,E53 Place,,Venice,威尼斯共和国,influence of aristocratic principles on religious art,,268
Venice,E53 Place,,Venice,威尼斯共和国,lack of autonomous bourgeois culture,,247
Venice,E53 Place,,Venice,威尼斯共和国,lack of frivolity in paintings for Venetian nobility,,"257, 258"
Venice,E53 Place,,Venice,威尼斯共和国,maintenance of old customs,,246
Venice,E53 Place,,Venice,威尼斯共和国,new aristocracy,,"247, 249"
Venice,E53 Place,,Venice,威尼斯共和国,new aristocracy,patronage by,"249, 250, 251, 262"
Venice,E53 Place,,Venice,威尼斯共和国,new aristocracy,demand for old masters,262
Venice,E53 Place,,Venice,威尼斯共和国,opposition to Enlightenment,,245
Venice,E53 Place,,Venice,威尼斯共和国,picture prices in 18th century,,262
Venice,E53 Place,,Venice,威尼斯共和国,prolongation of Counter Reformation,,271
Venice,E53 Place,,Venice,威尼斯共和国,recording of past achievements for older aristocracy,,255
Venice,E53 Place,,Venice,威尼斯共和国,Roman themes in art,,256
Venice,E53 Place,,Venice,威尼斯共和国,state art patronage,,"246, 247, 329, 330"
Venice,E53 Place,,Venice,威尼斯共和国,status of lawyers in 18th century,,256
Venice,E53 Place,,Venice,威尼斯共和国,wealth of aristocracy in 18th century,,"261, 262"
"Venier, Leonardo",E21 Person,,,,,,367
"Venturi, Professor Franco",E21 Person,,,,,,262n
"Vermeer, Johannes",E21 Person,,Delft,荷兰黄金时代大师,,,"307, 384"
"Vermeer, Johannes",E21 Person,,Delft,荷兰黄金时代大师,Lady at the Virginals,,307
"Vernet, Joseph",E21 Person,,,,,,358
"Veronese, Paolo",E21 Person,,Venice,威尼斯画派大师,,,"160, 178, 207, 216, 231, 232, 241, 246, 248, 262, 279n, 283, 340, 348, 353, 354, 355, 359, 373"
"Veronese, Paolo",E21 Person,,Venice,威尼斯画派大师,Madonna and Child with Saints,,313
"Veronese, Paolo",E21 Person,,Venice,威尼斯画派大师,Marriage at Cana,,313
"Verri, Pietro",E21 Person,,,,,,328
"Verrio, Antonio",E21 Person,,London,活跃于英国的意大利壁画家,,,"195, 196, 198, 403"
"Verrio, Antonio",E21 Person,,London,活跃于英国的意大利壁画家,frescoes at Windsor,,196
"Verrio, Antonio",E21 Person,,London,活跃于英国的意大利壁画家,Sea Triumph,,"195, 196"
"Verrio, Antonio",E21 Person,,London,活跃于英国的意大利壁画家,work for Charles II,,"195, 196"
"Verrio, Antonio",E21 Person,,London,活跃于英国的意大利壁画家,work for William III at Hampton Court,,"196, 198"
"Vianello, Dr Giovanni",E21 Person,,Venice,威尼斯收藏家,,,376
"Vianello, Dr Giovanni",E21 Person,,Venice,威尼斯收藏家,collection,,376
"Vianello, Dr Giovanni",E21 Person,,Venice,威尼斯收藏家,edition of journal of Rosalba Carriera,,376
"Vianello, Dr Giovanni",E21 Person,,Venice,威尼斯收藏家,on F. Guardi,,376
"Viani, Domenico Maria",E21 Person,,,,,,"xvii, 166n"
Vicenza,E53 Place,,Vicenza,帕拉第奥之城,,,"249n, 258"
"Vico, Giambattista",E21 Person,,Naples,哲学家,,,
"Vico, Giambattista",E21 Person,,Naples,哲学家,Autobiography,,320
Vienna,E53 Place,,Vienna,哈布斯堡王朝首都,,,"193, 199, 200, 201"
"Viero, Teodoro",E21 Person,,,,,,"340, 345, 368"
"Vigarani, Gaspare",E21 Person,,,,,,185
"Vignola, Giacomo Barozzi da",E21 Person,,Rome,建筑师/理论家,,,"65, 103, 338, 398"
"Viola, Domenico",E21 Person,,,,,,136
Virgil,E21 Person,,Rome,古罗马诗人,,,"118, 258"
Virgil,E21 Person,,Rome,古罗马诗人,Aeneid as theme for Buonaccorsi palace paintings,,"224, 225"
Virgil,E21 Person,,Rome,古罗马诗人,'portrait of',,201
"Virtuosi, Congregazione dei",E21 Person,,,,,,126
"Visconti, Antonio Maria",E21 Person,,,,,,121n
"Visconti, Pietro",E21 Person,,,,,,"259n, 323n"
"Visentini, Antonio",E21 Person,,Venice,建筑师/版画家,,,"301n, 306, 309, 322, 338"
"Visentini, Antonio",E21 Person,,Venice,建筑师/版画家,engravings of Canaletto's paintings of the Grand Canal,,305
"Visentini, Antonio",E21 Person,,Venice,建筑师/版画家,overdoors illustrating Palladian architecture,,308
Vitruvius,E21 Person,,Rome,古罗马建筑师,,,322
"Vittrice, Alessandro",E21 Person,,,,,,70
"Vivant-Denon, Dominique",E21 Person,,,,"see under Non, Dominique De",,
"Viviani, Vincenzo",E21 Person,,,,,,229
"Vleughels, Nicolas",E21 Person,,Rome,法国学院院长,,,"285, 343n"
"Volpato, Giovanni",E21 Person,,Rome,版画家,,,392
Voltaire,E21 Person,,Paris/Geneva,启蒙思想泰斗,,,"318, 349, 350, 369"
"Vouet, Simon",E21 Person,,Rome/Paris,法国巴洛克绘画奠基人,,,"45, 46, 97, 102, 114, 175, 206, 235n"
"Vouet, Simon",E21 Person,,Rome/Paris,法国巴洛克绘画奠基人,"portrait of Isabella, Duchess of Bracciano",,97
"Wael, Cornelius de",E21 Person,,,,,,122
"Wael, Jean-Baptiste de",E21 Person,,,,,,208
"Wagner, Joseph",E21 Person,,,,,,340
"Waldstein, Count of",E21 Person,,,,,,367
"Walpole, Horace",E21 Person,,London,英国作家/艺术史学家 (Strawberry Hill),,,"264, 301, 356"
"Walpole, Horace",E21 Person,,London,英国作家/艺术史学家 (Strawberry Hill),Anecdotes,,284n
"Wals, Goffredo",E21 Person,,,,,,"125, 206"
"Wars of late 17th century, influence on art patronage",E28 Conceptual Object,,,,,,200
"Waterhouse, E. K.",E21 Person,,,,,,"12n, 56n"
"Watson, F. J. B.",E21 Person,,,,,,313n
"Watteau, Antoine",E21 Person,,Paris,法国洛可可画家,,,"277, 284, 285, 292, 384"
"Webster, John",E21 Person,,London,英国剧作家,,,
"Webster, John",E21 Person,,London,英国剧作家,The White Devil,,98n
"Weenix, Jan",E21 Person,,,,,,283
"Werff, Adrian van der",E21 Person,,Rotterdam,荷兰画家,,,283
"Werff, Adrian van der",E21 Person,,Rotterdam,荷兰画家,"work for Johann Wilhelm, Elector Palatine",,283
"White Hill, Battle of",E5 Event,,,,,,33
Widmann country house,E53 Place,Bagnoli di Sopra,,,,,250
Widmann family,E74 Group,Venice,Venice,威尼斯家族,,,"254, 255"
Widmann palace,E22 Man-Made Object,Venice,,,,,"214n, 250"
William III of England,E21 Person,,London,英国国王,,,"196, 280"
"Wilson, Richard",E21 Person,,,,,,301
"Winckelmann, J. J.",E21 Person,,,,,,"348, 358, 371"
"Witte, Peter de",E21 Person,,,,,,206
"Wittkower, Rudolf",E21 Person,,London/USA,巴洛克艺术史权威,,,12
"Worsley, Sir Richard",E21 Person,,,,,,375
"Wouwermans, Philips",E21 Person,,,,,,"358, 359"
"Wren, Sir Christopher",E21 Person,,London,英国建筑师 (圣保罗大教堂),,,196
Würzburg Residenz,E53 Place,,Würzburg,维尔茨堡官邸,,,296
"Wyatt, James",E21 Person,,London,新哥特式建筑师,,,301
"Wynne, Giustiniana (Mme Rosenberg)",E21 Person,,Venice,英意混血女作家,,,"300, 302, 364, 369, 370, 371"
"Wynne, Giustiniana (Mme Rosenberg)",E21 Person,,Venice,英意混血女作家,account of Querini's villa at Alticchiero,,"369, 370, 371"
"Xavier, St Francis",E21 Person,,,,,,64
"Young, Edward",E21 Person,,London,诗人 (《夜思》),,,
"Young, Edward",E21 Person,,London,诗人 (《夜思》),Night Thoughts,,370
"Zaguri, Pietro",E21 Person,,,,,,368
"Zais, Giuseppe",E21 Person,,Venice,威尼斯风景画家,,,"261, 309, 328, 336, 345, 361, 376, 393"
"Zambeccari, Marchesa Eleonora",E22 Man-Made Object,,,,,,237n
Zambelli family,E74 Group,Venice,,,,,260n
"Zambelli, Dr Paola",E21 Person,,,,,,211n
"Zanchi, Antonio",E21 Person,,Venice,威尼斯暗色派画家,,,"218, 251, 294"
"Zanchi, Antonio",E21 Person,,Venice,威尼斯暗色派画家,Moses striking the Rock,,"218, 219"
"Zanchi, Antonio",E21 Person,,Venice,威尼斯暗色派画家,"work in S. Maria Maggiore, Bergamo",,"218, 219"
"Zanchi, Antonio",E21 Person,,Venice,威尼斯暗色派画家,"work in S. Maria Maggiore, Bergamo",payment,218
"Zanetti, A. M., the Elder",E21 Person,,Venice,威尼斯鉴赏家/版画家,,,"266, 284, 293n, 300, 303, 306, 320, 328, 337, 341, 342, 343, 344, 361, 371, 407, 408"
"Zanetti, A. M., the Elder",E21 Person,,Venice,威尼斯鉴赏家/版画家,and Crozat,,341
"Zanetti, A. M., the Elder",E21 Person,,Venice,威尼斯鉴赏家/版画家,and Joseph Smith,,341
"Zanetti, A. M., the Elder",E21 Person,,Venice,威尼斯鉴赏家/版画家,and Marshal Schulenburg,,341
"Zanetti, A. M., the Elder",E21 Person,,Venice,威尼斯鉴赏家/版画家,and Regent de France,,341
"Zanetti, A. M., the Elder",E21 Person,,Venice,威尼斯鉴赏家/版画家,and Sebastiano and Marco Ricci,,"341, 342"
"Zanetti, A. M., the Elder",E21 Person,,Venice,威尼斯鉴赏家/版画家,as intermediary between Venice and rest of Europe,,342
"Zanetti, A. M., the Elder",E21 Person,,Venice,威尼斯鉴赏家/版画家,Dactyliotheca Ant. M. Zanetti,,344
"Zanetti, A. M., the Elder",E21 Person,,Venice,威尼斯鉴赏家/版画家,Delle Antiche Statue Greche e Romane,,"343, 344"
"Zanetti, A. M., the Elder",E21 Person,,Venice,威尼斯鉴赏家/版画家,employment of Gaetano Zompini,,344
"Zanetti, A. M., the Elder",E21 Person,,Venice,威尼斯鉴赏家/版画家,medals and gems,,342
"Zanetti, A. M., the Elder",E21 Person,,Venice,威尼斯鉴赏家/版画家,paintings and caricatures,,344
"Zanetti, A. M., the Elder",E21 Person,,Venice,威尼斯鉴赏家/版画家,print collection,,"342, 343"
"Zanetti, A. M., the Elder",E21 Person,,Venice,威尼斯鉴赏家/版画家,purchase of Lord Arundel's Parmigianino drawings,,341
"Zanetti, A. M., the Elder",E21 Person,,Venice,威尼斯鉴赏家/版画家,rediscovery of process for making colour woodcuts,,343
"Zanetti, A. M., the Elder",E21 Person,,Venice,威尼斯鉴赏家/版画家,woodcuts from Parmigianino drawings,,343
"Zanetti, A. M., the Younger",E21 Person,,Venice,威尼斯图书管理员/作家,,,
"Zanetti, A. M., the Younger",E21 Person,,Venice,威尼斯图书管理员/作家,Della Pittura Veneziana,,345
"Zanetti, A. M., the Younger",E21 Person,,Venice,威尼斯图书管理员/作家,on engraving,,343
"Zanetti, A. M., the Younger",E21 Person,,Venice,威尼斯图书管理员/作家,on social value of painting,,329
"Zanetti, A. M., the Younger",E21 Person,,Venice,威尼斯图书管理员/作家,revision of Boschini's Ricche Miniere,,345
"Zanetti, A. M., the Younger",E21 Person,,Venice,威尼斯图书管理员/作家,Varie Pitture a Fresco,,345
"Zanetti, Domenico",E21 Person,,,,,,284n
"Zanetti, Girolamo",E21 Person,,Venice,作家,,,"268n, 306, 360n"
"Zanetti, Girolamo",E21 Person,,Venice,作家,Elogio di Rosalba Carriera,,276n
"Zanotti, Eustachio",E21 Person,,,,,,"347, 354n"
"Zanotti, F. M.",E21 Person,,,,,,348
"Zatta, Antonio",E21 Person,,Venice,出版商,,,"335, 338, 339"
"Zatta, Antonio",E21 Person,,Venice,出版商,"editions of Dante, Petrarch, Ariosto, Tasso, Metastasio, and Goldoni",,339
"Zatta, Antonio",E21 Person,,Venice,出版商,support of Jesuits,,338
"Zen, Procurator Alessandro",E21 Person,,,,,,253
"Zeno, Apostolo",E21 Person,,,,,,"230, 300"
Zenobio family,E74 Group,Venice,,,,,"260n, 405"
Zenobio palace,E22 Man-Made Object,Venice,,,,,250
"Zocchi, Giuseppe",E21 Person,,Florence,佛罗伦萨维杜塔画家,,,
"Zocchi, Giuseppe",E21 Person,,Florence,佛罗伦萨维杜塔画家,double portrait of A. M. Zanetti the Elder and the Marchese Gerini,,382n
"Zompini, Gaetano",E21 Person,,Venice,版画家,,,"273, 274, 339"
"Zompini, Gaetano",E21 Person,,Venice,版画家,engravings of A. M. Zanetti's Castiglione drawings,,344
"Zompini, Gaetano",E21 Person,,Venice,版画家,Le Arti che vanno per via nella Città di Venezia,,"344, 374"
"Zompini, Gaetano",E21 Person,,Venice,版画家,work for A. M. Zanetti the Elder,,344
"Zuccalli, Enrico",E21 Person,,,,,,193
"Zuccarelli, Francesco",E53 Place,,Venice/London,风景画家,,,"262, 292, 309, 310, 314, 316, 336, 342, 361, 362, 392, 393"
"Zuccarelli, Francesco",E53 Place,,Venice/London,风景画家,admiration of by followers of Rousseau,,328
"Zuccarelli, Francesco",E53 Place,,Venice/London,风景画家,Hunt of Meleager and Atalanta,,351
"Zuccarelli, Francesco",E53 Place,,Venice/London,风景画家,6 Landscapes representing the story of Rebecca with Jacob and Esau,,308
"Zuccarelli, Francesco",E53 Place,,Venice/London,风景画家,overdoors illustrating Palladian architecture,,308
"Zuccarelli, Francesco",E53 Place,,Venice/London,风景画家,work in England,,292
"Zuccari, Federigo",E21 Person,,,,,,"17, 30, 66"
"Zucchi, Andrea",E21 Person,,,,,,265
"Zucchi, Antonio",E21 Person,,London/Rome,装饰画家 (Kauffmann丈夫),,,294
"Zugno, Francesco",E53 Place,,,,,,361
