Original_Entry,Refined_Formal_Name,Refined_Category,Status/Notes
Grassi collection,Grassi Collection,Collection/Work,[Category Fix] 艺术收藏。
"Greiffenklau, Karl Philip von",Karl Philipp von Greiffenclau,Person,[Disambiguation] 维尔茨堡采邑主教。
"Grill, Angelica",Angelica Grill,Person,[Context] 可能指瑞典 Grill 家族成员 (如 Anna Johanna Grill)，与 Gustavus III 相关。
"Grimani, Doge",Doge Grimani,Person,[Disambiguation] 可能是 Marino Grimani 或 Pietro Grimani，需结合上下文。
"Gruppello, Gabriel",Gabriel Grupello,Person,"[OCR Fix] ""Gruppello"" -> ""Grupello"" (佛兰芒雕塑家)。"
Gustavus III of Sweden,Gustav III of Sweden,Person,[Standardization] 瑞典国王。
Hapsburg collections from Prague,Hapsburg Collections (Prague),Collection/Work,[Category Fix] 艺术收藏历史。
Hapsburg patronage of Venetian artists,Hapsburg Patronage,Concept/Work,[Category Fix] 艺术赞助概念。
"Helmbrecker, Theodor",Dirk Helmbreker,Person,"[Disambiguation] ""Theodor"" 是其名字的德语/拉丁语变体，通称 Dirk。"
"Henrietta Maria, Queen of England",Henrietta Maria of France,Person,[Standardization] 查理一世的王后。
Indecency and the erotic,Indecency and the Erotic,Concept/Work,[Category Fix] 艺术批评概念。
Indecency in art,Indecency in Art,Concept/Work,[Category Fix] 艺术批评概念。
James III of England,James Francis Edward Stuart,Person,"[Standardization] ""老王位觊觎者""，自称詹姆斯三世。"
Johann Georg III of Saxony,"John George III, Elector of Saxony",Person,[Standardization] 萨克森选帝侯。
"Johann Wilhelm, Elector Palatinate","Johann Wilhelm, Elector Palatine",Person,[Standardization] 普法尔茨选帝侯。
"John Sobieski, King of Poland",John III Sobieski,Person,[Standardization] 波兰国王。
"La Vrilli豕re, Louis Ph谷lipeaux de","Louis Phélypeaux, marquis de La Vrillière",Person,[OCR Fix] 严重乱码修复。
Labia collection,Labia Collection,Collection/Work,[Category Fix] 艺术收藏。
"Landscapes, varying reactions to",Reactions to Landscapes,Concept/Work,[Category Fix] 误标为人物，实为概念。
"LeBlon, Jakob Christoffel",Jakob Christof Le Blon,Person,[Formatting] 彩色印刷发明者。
"Leopold I, Grand Duke of Tuscany","Leopold II, Holy Roman Emperor",Person,[Disambiguation] 托斯卡纳大公利奥波德一世即后来的神圣罗马皇帝利奥波德二世。
"Leopold Wilhelm, Archduke",Archduke Leopold Wilhelm of Austria,Person,[Category Fix] 误标为作品。著名艺术收藏家。
"Liechtenstein, Prince Wenzel of",Wenzel von Liechtenstein,Person,[Disambiguation] 列支敦士登亲王约瑟夫·文策尔 (Josef Wenzel)。
"Lodoli, Padre Carlo",Carlo Lodoli,Person,[Formatting] 威尼斯建筑理论家。
"Longhi, Martino, the Elder",Martino Longhi the Elder,Person,[Formatting] 标准格式。
"Lorca, Bernardino",Bernardino Llorca (Historian),Person,[OCR Fix/Review] 疑似现代历史学家 Bernardino Llorca (S.J.) 的误拼，或未知人物。
"Lorraine, Duke of",Duke of Lorraine,Person,[Standardization] 洛林公爵（具体指代需上下文，可能是 Leopold）。
"Louisa Ulrika, Queen of Sweden",Louisa Ulrika of Prussia,Person,[Standardization] 瑞典王后。
"Lyss, Jan",Johann Liss,Person,"[Standardization] ""Jan Lyss"" 是其名字的变体。"
"Madrid, Venetian artists in",Venetian Artists in Madrid,Group,[Category Fix] 误标为人物，应为群体/现象。
Manin country house,Villa Manin,Place,[Standardization] 位于 Passariano 的马宁别墅。
Manin family,Manin family,Group,[Category Fix] 误标为地点，应为家族。
"Manin, Doge Lodovico",Ludovico Manin,Person,[Formatting] 末代威尼斯总督。
"Mantua, Ferdinando Carlo, Duke of","Ferdinando Carlo Gonzaga, Duke of Mantua",Person,[Standardization] 曼托瓦公爵。
"Mantua, Ferdinando, Duke of","Ferdinando Gonzaga, Duke of Mantua",Person,[Standardization] 曼托瓦公爵。
Marchands-amateurs,Marchands-amateurs,Group/Concept,"[Category Fix] 误标为作品，指""商人-业余爱好者""群体。"
"Marchesi, Raffaelo",Raffaello Marchesi,Person,[Category Fix] 误标为作品。可能是19世纪艺术史学家。
"Maria Teresa, Holy Roman Empress",Maria Theresa,Person,[Standardization] 奥地利女大公/神圣罗马帝国皇后。
"Marlborough, Duchess of","Sarah Churchill, Duchess of Marlborough",Person,[Disambiguation] 补全全名。
"Marucelli, Orazio",Orazio Marucelli,Person,[Formatting] 佛罗伦萨著名家族。
"Matina, L.",Leone Matina,Person,[Disambiguation] 可能是威尼斯文人 Leone Matina (active 17th c.)。
"Max Emmanuel, Elector of Bavaria","Maximilian II Emanuel, Elector of Bavaria",Person,[Standardization] 巴伐利亚选帝侯。
"Maximilian, Prince, Elector of Bavaria","Maximilian I, Elector of Bavaria",Person,[Disambiguation] 可能是马克西米利安一世或二世，结合上下文区分。
"Mazenta, Ambrogio",Ambrogio Mazenta,Person,[Formatting] 巴拿巴会修士和建筑师。
"Mecklenburg, Christian Louis, Duke of","Christian Louis, Duke of Mecklenburg",Person,[Standardization] 梅克伦堡公爵。
"Medici, Ferdinando II de', Grand Duke of Tuscany",Ferdinando II de' Medici,Person,[Formatting] 托斯卡纳大公。
"Medici, Francesco Maria de'",Francesco Maria de' Medici,Person,[Category Fix] 误标为地点，应为人物。
"Medici, Grand Duke Gian Gastone de'",Gian Gastone de' Medici,Person,[Formatting] 托斯卡纳大公。
"Medici, Grand Prince Ferdinand de'",Ferdinando de' Medici (Grand Prince),Person,[Formatting] 大公储费迪南多 (未即位)。
"Melanconici, Niccol辰",Niccolò Malinconico,Person,"[OCR Fix] ""Melanconici"" -> ""Malinconico"", ""辰"" -> ""ò""。"
Miani family,Miani family,Group,[Category Fix] 误标为地点，应为家族。
"Mingardi, Francesco",Francesco Mingardi,Person,[Category Fix] 误标为地点。
"Minitti, Mario",Mario Minniti,Person,"[OCR Fix] ""Minitti"" -> ""Minniti"" (卡拉瓦乔的朋友/模特)。"
"Modena, Duke of",Duke of Modena,Person,[Standardization] 摩德纳公爵 (d'Este)。
"Monnot, Pierre",Pierre-Étienne Monnot,Person,[Disambiguation] 法国雕塑家。
"Monte, Cardinal Francesco del",Francesco Maria del Monte,Person,[Category Fix] 误标为地点。卡拉瓦乔的赞助人。
"Montefeltre, Federigo da",Federico da Montefeltro,Person,"[OCR Fix] ""Montefeltre"" -> ""Montefeltro""。"
"Monterey, Count of",Count of Monterrey,Person,"[OCR Fix] ""Monterey"" -> ""Monterrey"" (西班牙总督)。"
"Montorsoli, Giovanni",Giovanni Angelo Montorsoli,Person,[Disambiguation] 米开朗基罗的学生。
"Morandi, Giammaria",Giovanni Maria Morandi,Person,[Standardization] 画家。
"Moscheni, Pietro",Pietro Moschini,Person,"[OCR Fix] ""Moscheni"" -> ""Moschini"" (可能是新古典主义雕塑家)。"
"Moschini, Abate G. A.",Giannantonio Moschini,Person,[Disambiguation] 威尼斯艺术史学家。
"Moscow, Venetian painting in",Venetian Painting in Moscow,Concept/Place,[Category Fix] 误标为人物，实为主题。
"Motteux, Pierre",Peter Anthony Motteux,Person,[Disambiguation] 法裔英国作家/剧作家。
"Munich, Nymphenburg palace",Nymphenburg Palace,Place,[Category Fix] 修正并重分类为地点。
"Munich, patronage in 17th century",Patronage in Munich,Concept/Work,[Category Fix] 误标为人物，实为概念。
"Muratori, L. A.",Ludovico Antonio Muratori,Person,[Disambiguation] 意大利历史学家。
"Nadal, Jerome",Jerónimo Nadal,Person,[Category Fix] 误标为地点。耶稣会士。
"Nappi, P. Gerolamo",Padre Gerolamo Nappi,Person,[Formatting] 17世纪罗马神父/作家。
Nationalism and art,Nationalism and Art,Concept/Work,[Category Fix] 理论概念。
"Neapolitan painting, diffusion of",Diffusion of Neapolitan Painting,Concept/Work,[Category Fix] 误标为人物，实为概念。
"Negroni, Cardinal Giovan Francesco",Giovanni Francesco Negroni,Person,[Category Fix] 误标为地点。
Nepotism in Rome,Nepotism,Concept/Work,[Category Fix] 误标为地点，实为政治/社会概念。
