Original_Entry,Refined_Formal_Name,Refined_Category,Status/Notes
Samson killing a thousand with a jawbone,Samson Killing the Philistines (Painting/Sculpture),Work,[Category Fix] 误标为地点。
San Niccolo al Lido,San Niccolò al Lido,Place,[Category Fix] 误标为作品。威尼斯教堂。
Scenes from the Life of Scipio Africanus,Scenes from the Life of Scipio Africanus (Series),Work,[Status] 绘画系列 (如 Palazzo Corner)。
Scenes of Christian Warfare,Scenes of Christian Warfare,Work,[Category Fix] 误标为地点。
Scenes of Venetian Noble Life,Scenes of Venetian Noble Life (Paintings),Work,[Status] Longhi 等人的风俗画。
School of Carlo Cignani,School of Carlo Cignani,Group/Style,[Category Fix] 误标为地点。
Sculptures for the Cathedral,Sculptures for the Cathedral,Work,[Status] 通用描述。
Sebastiano Molino,Sebastiano Molino,Person,[Category Fix] 误标为作品。威尼斯船长?
Series of Egyptian Figures,Series of Egyptian Figures (Drawings/Prints),Work,[Status] 通用描述。
Series of Etruscan Phallic Symbols,Series of Etruscan Phallic Symbols,Work,[Category Fix] 误标为地点。D'Hancarville?
Service de Documentation Photographique des Musees Nationaux,Service de Documentation Photographique...,Organization,[Category Fix] 误标为作品。法国博物馆摄影文献处。
"Sezione Notarile, Venice",Archivio di Stato di Venezia (Sezione Notarile),Organization,[Category Fix] 误标为人物。档案部门。
Sheila Rinehart,Sheila Rinehart,Person,[Category Fix] 误标为作品。学者。
Silvia Meloni Trkulja,Silvia Meloni Trkulja,Person,[Category Fix] 误标为作品。艺术史学家。
Silvio Ubaldi,Silvio Ubaldi,Person,[Category Fix] 误标为地点。
Society of Arcadia,Accademia dell'Arcadia,Organization,[Category Fix] 误标为地点。
Sophronia and Olindo,Sophronia and Olindo (Painting),Work,[Category Fix] 误标为人物。Tasso 诗歌主题。
Soprintendenza alle Gallerie,Soprintendenza alle Gallerie,Organization,[Category Fix] 误标为人物。
St Francis in Assisi,St Francis in Assisi (Painting),Work,[Category Fix] 误标为人物。
St Stanislas Kostka,St Stanislaus Kostka (Statue/Painting),Work,[Category Fix] 误标为地点。Le Gros/Odorico 雕塑。
St Stanislas Kostka on his deathbed,St Stanislaus Kostka on his Deathbed (Statue),Work,[Status] Le Gros。
St Teresa wounded by Christ,St Teresa Wounded by Christ (Ecstasy),Work,[Category Fix] 误标为地点。
Saint Andrew's Temple Church,Saint Andrew's Temple Church (Holborn),Place,[Status] 伦敦教堂。
Saint Dominic instituting the Rosary,Saint Dominic Instituting the Rosary (Painting),Work,[Status] Tiepolo。
Saint Eustace hunting,Saint Eustace Hunting (Painting),Work,[Status]
Saint Helen finding the True Cross,Saint Helen Finding the True Cross (Painting),Work,[Status] Tiepolo/Sebastiano Ricci。
Saint John and Saint Charles Borromeo,Saint John and Saint Charles Borromeo (Painting),Work,[Category Fix] 误标为地点。
Saint Peter receiving the Keys,Saint Peter Receiving the Keys (Painting),Work,[Status]
Saint Philip Neri and the Virgin,Saint Philip Neri and the Virgin (Painting),Work,[Status]
Saint Romualdo,Saint Romuald (Painting/Statue),Work,[Status] 绘画主题。
Stamperia Albrizziana,Stamperia Albrizziana,Organization,[Category Fix] 误标为作品。威尼斯出版社。
State Squidition,State Inquisition (Inquisitori di Stato),Organization,"[OCR Fix] ""Squidition"" -> ""Inquisition""。威尼斯国家裁判所。"
Statue of Antenor,Statue of Antenor,Work,[Status] 帕多瓦的 Antenor 墓/雕像。
Statue of Field Marshal Schulenburg,Statue of Field Marshal Schulenburg,Work,[Status] Antonio Corradini 的雕塑。
Statue of Field Marshal Schulenburg,Statue of Field Marshal Schulenburg,Work,[Duplicate] 重复。
Statues for the Lateran Basilica,Statues for the Lateran Basilica (Apostles),Work,[Category Fix] 误标为地点。Rusconi/Le Gros 等人的雕塑。
Stefano Sadani,Stefano Sadani,Person,[Category Fix] 误标为作品。
Strength protecting Wisdom,Strength Protecting Wisdom (Painting),Work,[Status] Tiepolo。
Sulla maniera di Zorzone,Sulla maniera di Zorzone (Essay/Book),Work,[Status] 关于 Giorgione 风格的论著 (Lanzi?)。
Tarantella Dancers,Tarantella Dancers (Painting),Work,[Status] 风俗画。
Tarquin and Lucretia and a Joseph,Tarquin and Lucretia / Joseph (Paintings),Work,[Category Fix] 误标为人物。
Tavole Barberini,Tavole Barberini (Barberini Panels),Work,[Status] 著名的文艺复兴画板。
Tempest with Pyramus and Thisbe,Tempest with Pyramus and Thisbe (Painting),Work,[Status] Poussin。
Teodora dal Pozzo,Teodora dal Pozzo,Person,[Category Fix] 误标为作品。Cassiano dal Pozzo 的亲属?
Teresa Maria Marcellino,Teresa Maria Marcellino,Person,[Category Fix] 误标为作品。
Palazzo The Arrival at the,The Arrival at the Palazzo (Painting),Work,[OCR Fix] 倒装修复。
The Assumption of the Blessed Luigi Gonzaga,The Assumption of the Blessed Luigi Gonzaga (Painting),Work,[Status]
The Beheading of St Paul,The Beheading of St Paul (Painting),Work,[Category Fix] 误标为人物。Algardi (浮雕) 或绘画。
The Capture of Syracuse with the Death of Archimedes,The Capture of Syracuse... (Painting),Work,[Category Fix] 误标为人物。
The Death of St Francis Xavier,The Death of St Francis Xavier (Painting),Work,[Category Fix] 误标为地点。Baciccio/Maratta。
The Deposition from the Cross/Deposition,The Deposition from the Cross (Painting),Work,[Status]
The Ecstasy of St Margaret,The Ecstasy of St Margaret of Cortona (Painting),Work,[Status] Lanfranco。
The Four Continents paying homage to Karl Philip von Greiffenklau,The Four Continents... (Fresco),Work,[Status] Tiepolo (Würzburg)。
The Glorification of the Trinity with the Adoration of the instruments of Passion,The Glorification of the Trinity... (Fresco),Work,[Status]
The Glory of St Dominic,The Glory of St Dominic (Fresco),Work,[Status] Piazzetta (SS. Giovanni e Paolo)。
The Glory of Saint Luigi Gonzaga,The Glory of Saint Luigi Gonzaga (Relief/Fresco),Work,[Status] Legros (浮雕) 或 Pozzo (壁画)。
The Infant Jupiter handed over by Cybele to the Corybantes to befed,The Infant Jupiter handed over by Cybele... (Painting),Work,[Status]
The Killing of Sisera,The Killing of Sisera (Painting),Work,[Status]
The Life of Cato,The Life of Cato (Painting Series),Work,[Status]
The Life of Saint Ursula,The Life of Saint Ursula (Painting Cycle),Work,[Status] Carpaccio。
The Punishment of the Prophet Ananias,The Punishment of Ananias (Painting/Tapestry),Work,[Status] Raphael Cartoon。
The Strada Emmanuela,The Strada Emmanuela,Place/Work,[Status] 可能是街道名或特定描述。
The Three Angels visiting Abraham,The Three Angels Visiting Abraham (Painting),Work,[Status] Tiepolo。
The Virgin Giving the Habit to Saint Teresa,The Virgin Giving the Habit to Saint Teresa (Painting),Work,[Status]
"The War between the Romans and the Sabines, and Coriolanus and his Mother",The War between the Romans and the Sabines... (Painting),Work,[Status]
The artist with a group of friends,The Artist with a Group of Friends (Drawing),Work,[Category Fix] 误标为地点。
The stoning of Zechariah,The Stoning of Zechariah (Painting),Work,[Status]
Theodor Helm Breaker,Dirk Helmbreker,Person,"[OCR Fix] ""Helm Breaker"" -> ""Helmbreker""。误标为作品。"
Third Colonnade for Saint Peter's Square (unfinished),Third Colonnade for Saint Peter's Square,Work,[Status] 贝尼尼的未竟工程。
"Three Dominican Saints: Vincent, Hyacinth and Lawrence",Three Dominican Saints... (Painting),Work,[Status]
Three Portraits of Dogs,Three Portraits of Dogs (Painting),Work,[Status] Guercino?
Tiberio Roberti,Tiberio Roberti,Person,[Status]
Tiepolo's Etchings,Tiepolo's Etchings (Scherzi/Capricci),Work,[Status]
Tre Animali,Tre Animali (Drawing/Print),Work,[Status]
Twelve Watercolors of Venetian Women,Twelve Watercolors of Venetian Women,Work,[Status] G.D. Tiepolo?
Two Baskets of Fruit and Flowers,Two Baskets of Fruit and Flowers (Painting),Work,[Category Fix] 误标为人物。静物画。
Ufficio dell' Assessore Comunale alle Belle Arti,Ufficio dell'Assessore Comunale alle Belle Arti,Organization,[Status] 市政艺术办公室。
Un trionfo d'armi,Un trionfo d'armi (Drawing/Decoration),Work,[Status]
Urbino Cathedral,Urbino Cathedral (Duomo di Urbino),Place,[Category Fix] 误标为作品。
