Original_Entry,Refined_Formal_Name,Refined_Category,Status/Notes
Decorative Paintings for Pisa Residence,Decorative Paintings for Pisa Residence,Work,[Status] 通用描述。
Dedicatory Frontispiece to Etchings,Dedicatory Frontispiece to Etchings,Work,[Status] 版画卷首插图。
Della Lena,Della Lena,Person,[Category Fix] 误标为作品。可能是 Innocenzo della Lena (18世纪医生/文人)。
Design for Sant'Andrea al Quirinale,Design for Sant'Andrea al Quirinale,Work,[Status] 建筑设计图。
Design for Saint Peter's Square,Design for Saint Peter's Square,Work,[Status] 建筑设计图。
Didwich,Didwich,Place,"[Review] 可能是地名 ""Dulwich"" (画廊) 的 OCR 错误？"
Directors of Chatto & Windus,Directors of Chatto & Windus,Group,[Category Fix] 误标为人物。出版商。
"Divine Virtues, Faith, Hope, Charity and Wisdom",Divine Virtues (Painting),Work,[Status] 寓意画。
Dome Frescoes of Sant'Agnese in Agone,Dome Frescoes of Sant'Agnese in Agone,Work,[Status] Ciro Ferri 的作品。
Domenico Darmanno,Domenico Darmanno,Person,[Category Fix] 误标为地点。
Domenico da Isnello,Domenico da Isnello,Person,[Category Fix] 误标为地点。
Cesare Leopardi d`Osimo,Cesare Leopardi di Osimo,Person,"[OCR Fix] 修复符号 ""`""。误标为作品。"
Giovanni Domenico Brustoloni,Giovanni Domenico Brustoloni,Person,[Category Fix] 误标为作品。版画师。
Drawings of Sagredo Family Members,Drawings of Sagredo Family Members,Work,[Category Fix] 误标为人物。
Dream of St Joseph,Dream of St Joseph (Painting),Work,[Category Fix] 误标为人物。
Duplex Intercessio,Duplex Intercessio (Painting),Work,[Category Fix] 误标为人物。宗教绘画主题 (双重代祷)。
Edgar de Vaes,Edgar de Vaes,Person,[Status] 20世纪人物 (外交官/收藏家?)，可能作为来源出现。
Edgwareand,Edgware and (Canon's Park?),Place,"[OCR Fix] ""Edgwareand"" -> ""Edgware and""。"
Edoardo Lombardo,Edoardo Lombardo,Person,[Category Fix] 误标为作品。
Elena Crin辰,Elena Crinò,Person,"[OCR Fix] ""Crin辰"" -> ""Crinò""。误标为作品。"
Eleonora Zambeccari,Eleonora Zambeccari,Person,[Status] 波洛尼亚贵族。
Elijah carried to Heaven in a Chariot of Fire,Elijah carried to Heaven... (Painting),Work,[Category Fix] 误标为地点。
Elizabetta Antoniazzi Rossi,Elisabetta Antoniazzi Rossi,Person,"[OCR Fix] ""Elizabetta"" -> ""Elisabetta""。"
Emile Baudson,Émile Baudson,Person,[Formatting] 法国艺术史学家。
Enrico Brol,Enrico Broli,Person,"[OCR Fix] ""Brol"" -> ""Broli"" (可能)。"
The Imperial ambassador Entry of the of Colloredo,Entry of the Imperial Ambassador Colloredo,Event/Work,[OCR Fix] 重组语序。Colloredo 大使进入威尼斯的仪式 (Carlevarijs 绘画)。
Estella Brunetti,Estella Brunetti,Person,[Status] 20世纪人物 (肖像?)。
Etchings of Oriental-style Heads,Etchings of Oriental-style Heads,Work,[Category Fix] 误标为人物。Castiglione 或 Tiepolo 的作品。
European scientific societies,European Scientific Societies,Group,[Category Fix] 误标为人物。
Fabio de Fabiis,Fabio de Fabiis,Person,[Status] 威尼斯/帕多瓦贵族。
Fabrizio Tarso,Fabrizio Tarso,Person,"[Status] 可能指 Fabrizio Pignatelli, Prince of Tarso? 需核实。"
Facade of San Maria del Giglio,Facade of Santa Maria del Giglio,Place,[Category Fix] 误标为作品。威尼斯教堂立面。
Faith crushing Idolatry,Faith Crushing Idolatry (Sculpture/Painting),Work,[Category Fix] 误标为地点。Theodon 的雕塑。
Fame Carrying the Name of Louis XIV to the Temple of Immortality,Fame Carrying the Name of Louis XIV... (Painting),Work,[Category Fix] 误标为人物。
Fame inscribing the glories of Louis XIV on the shoulders of Time,Fame Inscribing the Glories of Louis XIV... (Painting),Work,[Category Fix] 误标为人物。
Family Chapels in Santa Maria Maggiore,Family Chapels in Santa Maria Maggiore,Place,[Category Fix] 误标为作品。
Family of Darius before Alexander the Great,Family of Darius before Alexander (Painting),Work,[Status] Veronese 或 Tiepolo 的作品。
Fantastical Heads in the Manner of Giorgione,Fantastical Heads in the Manner of Giorgione (Etchings),Work,[Status] Pietro della Vecchia 风格作品。
Federico Correr Lorenzetti,Federico Correr Lorenzetti,Person,[Category Fix] 误标为作品。
Flight of Aeneas from Troy,Flight of Aeneas from Troy (Painting),Work,[Category Fix] 误标为地点。
Fondamenta Foscarini,Fondamenta Foscarini,Place,[Category Fix] 误标为作品。威尼斯街道。
Fondo di Ges迄,Fondo di Gesù,Collection/Archive,"[OCR Fix] ""Ges迄"" -> ""Gesù""。耶稣会基金/档案。误标为作品。"
Fortune under the control of Virtue,Fortune under the control of Virtue (Painting),Work,[Category Fix] 误标为人物。
"Fortune under the control of Virtue, Justice and Peace",Fortune under the control of Virtue... (Painting),Work,[Status] 绘画主题。
