Original_Entry,Refined_Formal_Name,Refined_Category,Status/Notes
Minori Osservanti,Order of Friars Minor (Observants),Organization,[Duplicate] 重复。
Mississippi Gallery,Mississippi Gallery,Organization/Place,[Category Fix] 误标为人物。
Modello for fresco on vault of San Ignazio,Modello for fresco on vault of Sant'Ignazio,Work,[Category Fix] 误标为人物。Pozzo 的作品。
Modello for the Glory of San Luigi Gonzaga,Modello for the Glory of San Luigi Gonzaga,Work,[Category Fix] 误标为地点。Pozzo 的作品。
Mola painting the portrait of Alexander VII,Mola painting the portrait of Alexander VII (Painting),Work,[Category Fix] 误标为人物。G.B. Gaulli 的画作? 或者是 Mola 本人的轶事。
Monastery of Jeronymites,Monastery of the Hieronymites (Belem/Madrid),Place,[Category Fix] 误标为地点。
Montpellier Library,Bibliothèque de Montpellier,Place,[Category Fix] 误标为作品。
Monument to Doge Giovanni Pesaro in Church of the Frari,Monument to Doge Giovanni Pesaro,Work,[Category Fix] 误标为作品。Longhena 的作品。
Monument to Gregory XV,Monument to Gregory XV,Work,[Category Fix] 误标为人物。
Monument to the 1st of Marlborough,Monument to the 1st Duke of Marlborough,Work,[Category Fix] 误标为地点。Rysbrack 的作品。
Mosaic from the Temple of Fortune at Praeneste,Nile Mosaic of Palestrina,Work,[Category Fix] 误标为地点。
Moses strikin the Rock,Moses Striking the Rock (Painting),Work,"[OCR Fix] ""strikin"" -> ""Striking""。"
Mostra dei Remondini,Mostra dei Remondini (Exhibition),Event/Work,[Category Fix] 误标为人物。雷蒙迪尼印刷展。
Mostra del Tiepolo,Mostra del Tiepolo (Exhibition),Event/Work,[Category Fix] 误标为人物。提埃坡罗展。
Mourners at Tomb of Francesco Algarotti in Pisa,Mourners at Tomb of Francesco Algarotti (Print/Drawing),Work,[Status] 艺术主题。
Mucius Scaevola at the Altar,Mucius Scaevola at the Altar (Painting),Work,[Status] 绘画主题。
Murals at Windsor Castle,Murals at Windsor Castle,Work,[Status] Verrio 等人的作品。
Murals for the Vienna Residence,Murals for the Vienna Residence,Work,[Status] 通用描述。
Murder of Cain,Murder of Cain (Painting/Sculpture),Work,[Status] 艺术主题 (Cain killed by Lamech?)。
Museo della Torre di San Marco,Museo della Torre di San Marco,Organization,[Status] 博物馆。
Napoleonic government,Napoleonic Government,Organization/Concept,[Status] 历史时期/政府。
Naudaeana,Naudaeana (Book),Work,[Status] Gabriel Naudé 的言行录。
Nella Stamperia Albrizziana,Stamperia Albrizziana,Organization,[Category Fix] 误标为作品。威尼斯出版社 (Albrizzi)。
Neptune Paying Homage to Venice,Neptune Paying Homage to Venice (Painting),Work,[Category Fix] 误标为地点。Tiepolo 的作品。
Nero being shown the Corpse of Seneca,Nero being shown the Corpse of Seneca (Painting),Work,[Category Fix] 误标为地点。
Newtonianismo cover illustration,Newtonianismo per le dame (Frontispiece),Work,[Category Fix] 误标为地点。Algarotti 的书。
Nymphenburg Gardens,Nymphenburg Palace Gardens,Place,[Category Fix] 误标为地点。
Odomenigo Lelonotti da Fanano,Domenico Leonotti da Fanano,Person,"[OCR Fix] ""Odomenigo"" -> ""Domenico"", ""Lelonotti"" -> ""Leonotti"" (可能)。"
Old man with a Pipe and Tobacco Pouch,Old Man with a Pipe... (Painting),Work,[Status] 风俗画。
Oratorian Chiesa Nuova,Chiesa Nuova (Santa Maria in Vallicella),Place,[Disambiguation] 罗马奥拉托利会教堂。
Oriental Customs,Oriental Customs (Book?),Work,[Category Fix] 误标为地点。可能是 Samuel Burder 的书或绘画主题。
Oriental heads,Oriental Heads (Etchings),Work,[Category Fix] 误标为人物。Castiglione/Tiepolo/Rembrandt。
Original proposals for reclaiming Pr角 de?a Va?e,Proposals for Reclaiming Prato della Valle,Work,"[OCR Fix] ""Pr角 de?a Va?e"" -> ""Prato della Valle""。"
Ornella Osti,Ornella Osti,Person,[Category Fix] 误标为地点。现代学者。
Osvaldo B?hm Photograph Collection: Art and Architecture of Venice,Osvaldo Böhm Photograph Collection,Collection/Work,"[OCR Fix] ""B?hm"" -> ""Böhm""。"
Ottavio Novaroli,Ottavio Novaroli,Person,[Category Fix] 误标为作品。见前文 Novaroli。
"O迄 sont des pasteurs, des berg豕res et des moutons",Où sont des pasteurs... (Song/Text),Work,[OCR Fix] 修复乱码。可能是歌词或画作标题。
P. Carlo de Co: ti Lodoli Veneziano forse il Socrate Architetto,P. Carlo de' Conti Lodoli Veneziano...,Work,"[OCR Fix] 可能是关于 Carlo Lodoli 的版画或书籍标题 (""...forse il Socrate Architetto"")。"
Paintings for the Church in Salamanca,Paintings for the Church in Salamanca,Work,[Category Fix] 误标为地点。
Palace at Valmontone,Palazzo Doria-Pamphilj (Valmontone),Place,[Category Fix] 误标为人物。
Palazzo Taddeo,Palazzo Taddeo,Place,[Category Fix] 误标为作品。可能是 Palazzo Taddei?
Pamfili Moncalto,Pamphilj-Montalto,Family/Person,"[OCR Fix] ""Moncalto"" -> ""Montalto""。可能是 Camillo Pamphilj 与 Montalto 家族的关系。"
Paola Berselli Ambri,Paola Berselli Ambri,Person,[Category Fix] 误标为作品。学者。
Parish of San Marco,Parish of San Marco,Organization,[Category Fix] 误标为地点。
Parma gallery,Galleria Nazionale di Parma,Organization,[Category Fix] 误标为地点。
Paul Varnish,Paul Varnish,Person,[Category Fix] 误标为人物。可能指 Paul Vernet (Varnish 是旧式英语化拼写)? 或者是清漆种类? 需审慎。
Pendentive Dome Frescoes of the Church of the Ges迄,Pendentive Frescoes (Gesù),Work,"[OCR Fix] ""Ges迄"" -> ""Gesù""。Baciccio 的作品。"
Philippe Zygodon,Philippe Zygodon,Person,"[Review] 名字极罕见，""Zygodon"" 是苔藓属名。可能是 OCR 严重错误。待查。"
Picture Exhibition at Church of San Rocco,Picture Exhibition at San Rocco,Event,[Category Fix] 误标为地点。威尼斯著名的年度画展。
Pierre Motteux and his Family,Pierre Motteux and his Family (Painting),Work,[Category Fix] 误标为人物。肖像画。
Pietro Zuccoli,Pietro Zuccoli,Person,[Category Fix] 误标为作品。
Pinacoteca at Lucca,Pinacoteca Nazionale di Lucca,Organization,[Category Fix] 误标为人物。
Leo and Attila,Meeting of Leo the Great and Attila (Fresco),Work,[Status] Raphael 的壁画。
Thomas Aquinas and Vincent Ferrer Pius V,"St. Thomas Aquinas, St. Vincent Ferrer, and St. Pius V (Painting)",Work,[Status] 塞巴斯蒂安·里奇?
Portrait of Field Marshal Schulenburg,Portrait of Field Marshal Schulenburg,Work,[Category Fix] 误标为人物。
Portrait of John Law,Portrait of John Law,Work,[Category Fix] 误标为地点。
Portrait of John of Poland,Portrait of King John III Sobieski,Work,[Category Fix] 误标为人物。
Portrait of Madame Rosenberg,Portrait of Madame Rosenberg (Justine Wynne?),Work,[Category Fix] 误标为人物。
Portrait of Ottaviano Prati,Portrait of Ottaviano Prati,Work,[Status]
Portrait of Pierre Motteux,Portrait of Pierre Motteux,Work,[Status]
Portrait of Streit's Father,Portrait of Streit's Father,Work,[Category Fix] 误标为人物。
Portrait of Streit's Mother,Portrait of Streit's Mother,Work,[Status]
Portrait of Streit's Sister,Portrait of Streit's Sister,Work,[Status]
Portrait of Teodoro Correr,Portrait of Teodoro Correr,Work,[Status]
Portrait of a Cook,Portrait of a Cook,Work,[Status]
Portrait of the of Prussia,Portrait of the King of Prussia,Work,"[OCR Fix] 补全 ""King""。"
Portrait of the artist and his publisher Albrizzi,Portrait of the Artist and his Publisher Albrizzi,Work,[Status] Piazzetta?
Portraits of Venetian Cardinals,Portraits of Venetian Cardinals,Work,[Status]
Portraits of Venetian Popes,Portraits of Venetian Popes,Work,[Status]
Portraits of the and of Monterrey,Portraits of the Count of Monterrey,Work,"[OCR Fix] 补全 ""Count""。"
Portraits of the Doges of Venice,Portraits of the Doges of Venice,Work,[Status]
Powers of Eloquence,Powers of Eloquence (Painting),Work,[Status] Tiepolo (Würzburg)?
Presenzini Cigoli,Presenzini Cigoli,Person,"[Review] 可能是 ""P. Cigoli"" (画家 Cigoli) 的 OCR 错误与 ""Presenzini"" (人名) 的粘连?"
Protestant cemetery of San Cristoforo,Protestant Cemetery of San Cristoforo,Place,[Category Fix] 误标为人物。威尼斯墓地。
Provencal antiquary Peiresc,Nicolas-Claude Fabri de Peiresc,Person,[Category Fix] 误标为作品。
"Quadi, che rappresentano fatti della Sacra Scrittura",Quadri che rappresentano fatti...,Work,"[OCR Fix] ""Quadi"" -> ""Quadri""。Pietro Monaco 的图录描述。"
Jezebel torn to pieces by Dogs,Jezebel torn to pieces by Dogs (Painting),Work,[Category Fix] 误标为人物。Luca Giordano?
Raccolta di centododici stampe,Raccolta di centododici stampe... (Pietro Monaco),Work,[Category Fix] 误标为地点。Pietro Monaco 的版画集。
Raffaelo Marchesi,Raffaello Marchesi,Person,[Category Fix] 误标为地点。
Raphael Loggias,Raphael Loggias (Vatican),Place/Work,[Status] 梵蒂冈凉廊。
