Original_Entry,Refined_Formal_Name,Refined_Category,Status/Notes
"Portland, Henry, first Duke of","Henry Bentinck, 1st Duke of Portland",Person,[Formatting] 标准格式。
Prices paid to artists,Prices Paid to Artists,Concept/Work,[Category Fix] 经济/艺术市场数据。
"Professional classes, patronage by",Patronage by Professional Classes,Concept/Work,[Category Fix] 误标为人物，实为概念。
Provincial centres of art patronage,Provincial Art Patronage,Concept/Work,[Category Fix] 艺术地理概念。
Publishers in Venice,Publishers in Venice,Group,[Category Fix] 误标为地点，实为行业群体。
"P?llnitz, Baron de",Karl Ludwig von Pöllnitz,Person,"[OCR Fix] 修复乱码 ""P?llnitz"" 为 ""Pöllnitz""。"
"Rastatt, Treaty of",Treaty of Rastatt,Event/Work,[Standardization] 历史事件。
Reason and fantasy,Reason and Fantasy,Concept/Work,[Standardization] 艺术理论概念。
"Religious orders, patronage by",Patronage by Religious Orders,Concept/Work,[Standardization] 赞助类型。
"Resta, Padre Sebastiano",Sebastiano Resta,Person,[Formatting] 著名收藏家。
"Ribera, Don Ferdinando Afan de","Fernando Afán de Ribera, Duke of Alcalá",Person,[Standardization] 那不勒斯总督。
"Ricchini, Francesco Maria",Francesco Maria Richini,Person,[Category Fix] 误标为地点。米兰建筑师。
"Ricciardi, Giambattista",Giovan Battista Ricciardi,Person,[Formatting] 佛罗伦萨文人。
"Richmond, Duke of",Duke of Richmond,Person,[Standardization] 查尔斯·伦诺克斯 (Charles Lennox)。
"Romanelli, Giovan Francesco",Giovanni Francesco Romanelli,Person,[Category Fix] 误标为地点。画家。
"Rosa, Paceco de",Pacecco De Rosa,Person,[Formatting] 那不勒斯画家。
"Rosis, Giuseppe de",Giuseppe de Rosis,Person,[Formatting] 标准格式。
"Rossano, Princess of",Princess of Rossano (Olimpia Aldobrandini),Person,[Disambiguation] 可能是 Olimpia Aldobrandini。
"Rossi, Carlo de'",Carlo de' Rossi,Person,[Formatting] 普桑的赞助人。
"Rossi, Ventura and Lorenzo",Ventura Rossi / Lorenzo Rossi,Person,[Split Required] 需拆分。
"Rosso, Andrea del (grandfather of Andrea, Lorenzo, and Ottavio del Rosso)",Andrea del Rosso (Elder),Person,[Formatting] 简化并保留辈分信息。
"Rosso, Giovanni Battista del",Giovanni Battista del Rosso,Person,[Formatting] 标准格式。
"Rosso, Nicola del",Nicola del Rosso,Person,[Formatting] 标准格式。
"Sagredo, Gherardo",Gherardo Sagredo,Person,[Formatting] 威尼斯贵族。
"Sagredo, Stefano",Stefano Sagredo,Person,[Formatting] 威尼斯贵族。
"Sagrestani, Giovan Camillo",Giovanni Camillo Sagrestani,Person,[Formatting] 佛罗伦萨画家。
"Saint-Sauveur, Monsieur de",Monsieur de Saint-Sauveur,Person,[Status] 法国驻威尼斯领事。
"San Rocco, Scuola di",Scuola Grande di San Rocco,Organization,[Category Fix] 误标为地点，实为机构/建筑。
"Santi, Tommaso de'",Tommaso de' Santi,Person,[Formatting] 标准格式。
"Savoy, Adelaide Enrichetta of",Adelaide of Savoy,Person,[Standardization] 勃艮第公爵夫人。
"Savoy, Anne Marie of",Anne Marie d'Orléans (Queen of Sardinia),Person,[Disambiguation] 维托里奥·阿梅迪奥二世的妻子。
"Savoy, Cardinal Maurizio of",Prince Maurizio of Savoy,Person,[Formatting] 萨沃伊家族红衣主教。
"Savoy, Carlo Emmanuele III of",Charles Emmanuel III of Sardinia,Person,[Standardization] 萨丁尼亚国王。
"Savoy, Duchess of",Duchess of Savoy,Person,[Status] 需结合上下文确定具体人物。
"Savoy, Vittorio Amedeo II, Duke of",Victor Amadeus II of Sardinia,Person,[Standardization] 萨丁尼亚国王。
"Schulenburg, Marshal Johann Matthias",Johann Matthias von der Schulenburg,Person,[Standardization] 威尼斯陆军元帅、收藏家。
Sch?nborn family,Schönborn family,Group,"[OCR Fix] 修复乱码 ""Sch?nborn"" 为 ""Schönborn""。修正分类。"
"Sch?nborn, Johann Philip Franz",Johann Philipp Franz von Schönborn,Person,"[OCR Fix] 修复乱码 ""Sch?nborn"" 为 ""Schönborn""。"
"Serra, Mgr Giacomo",Cardinal Giacomo Serra,Person,[Formatting] 鲁本斯的赞助人。
"Servient, Abb谷 de",Abbé de Servien,Person,"[OCR Fix] 修复乱码 ""Abb谷"" 为 ""Abbé""。"
Servizio particolare,Servizio particolare (Concept),Concept/Work,"[Category Fix] ""特殊服务/任务""，外交或宫廷术语。"
"Shaftesbury, 1st Earl of","Anthony Ashley Cooper, 1st Earl of Shaftesbury",Person,[Disambiguation] 补全全名。
"Shaftesbury, 3rd Earl of","Anthony Ashley Cooper, 3rd Earl of Shaftesbury",Person,[Disambiguation] 著名哲学家。
"Skala, Giovanni Dubravio",Jan Skála z Doubravky (Dubravius),Person,[Disambiguation] 拉丁名 Johannes Dubravius。
Social position of the artist,Social Position of the Artist,Concept/Work,[Category Fix] 社会学概念。
Soderini family,Soderini family,Group,[Category Fix] 误标为地点，应为家族。
"Spanish Succession, War of",War of the Spanish Succession,Event/Work,[Standardization] 历史事件。
Spanish patronage,Spanish Patronage,Concept/Work,[Category Fix] 艺术赞助概念。
"St Petersburg, Venetian artists in",Venetian Artists in St Petersburg,Group,[Category Fix] 误标为人物，实为群体/现象。
"Stael, Cornelius de",Cornelius de Stael,Person,[Formatting] 标准格式。
"Stanislas Poniatowski, King of Poland",Stanisław II Augustus,Person,[Standardization] 波兰末代国王。
"Stazio, Andrea",Andrea Stazio,Person,[Formatting] 标准格式。
Stoicism in 17th century,Stoicism,Concept/Work,[Category Fix] 哲学流派。
"Storer, Cristoforo",Johann Christoph Storer,Person,[Disambiguation] 德国画家，意大利名 Cristoforo Storer。
"Styles, Benjamin",Benjamin Styles,Person,[Formatting] 南海公司董事，Moor Park 拥有者。
Superstition in Rome,Superstition in Rome,Concept/Work,[Category Fix] 误标为地点，实为文化现象。
"Tarso, Archbishop of",Archbishop of Tarsus,Person,[Category Fix] 误标为作品。可能是指某位领衔大主教。
"Tencala, Cristoforo",Cristoforo Tencalla,Person,"[OCR Fix] ""Tencala"" -> ""Tencalla""。"
Titles granted to artists,Titles Granted to Artists,Concept/Work,[Category Fix] 社会地位概念。
