Original_Entry,Refined_Formal_Name,Refined_Category,Status/Notes
Gio. Gasparo Baldoini,Giovanni Gasparo Baldoini,Person,[Category Fix] 误标为地点。
Giorgio Casini,Giorgio Casini,Person,[Status] 佛罗伦萨石刻师?
Giovanni Antonio Armanni,Giovanni Antonio Armanni,Person,[Status] 罗马文人。
Giovanni Battista Fontanella,Giovanni Battista Fontanella,Person,[Status] 威尼斯出版商?
Girl with a Basket of Chickens,Girl with a Basket of Chickens (Painting),Work,[Category Fix] 误标为人物。
Giuho Pisano,Giulio Pisano,Person,"[OCR Fix] ""Giuho"" -> ""Giulio""。"
Giulio della Greca,Giulio della Greca,Person,[Status] 17世纪人物 (奖章制作者/艺术家)。
Giuseppe Antonio Lotti,Giuseppe Antonio Lotti,Person,[Status] 佛罗伦萨音乐家/艺术家。
Giuseppe Fochessati,Giuseppe Fochessati,Person,[Category Fix] 误标为作品。
Giuseppe Lorenzo Moncallero,Giuseppe Lorenzo Moncallero,Person,[Status] 未知。
Giuseppe Toninotto,Giuseppe Toninotto,Person,[Status] 见上文 Toninotto。
Gloria Chiarini de Anna,Gloria Chiarini de Anna,Person,[Status] 现代研究者?
Glorification of the Pisani family,Glorification of the Pisani Family (Fresco),Work,[Category Fix] 误标为人物。Tiepolo。
Glory of Venice,Glory of Venice (Painting),Work,[Category Fix] 误标为人物。
God creating the Angels and Parnassus with Apollo and the Muses,God creating the Angels... (Painting),Work,[Category Fix] 误标为人物。
Gordon Albion,Gordon Albion,Person,[Status] 历史学家。
Gran Tempio Antico,Gran Tempio Antico (Painting/Print),Work,[Status] 绘画主题。
Grand Ferdinando of Tuscany,Grand Prince Ferdinando de' Medici,Person,[Category Fix] 误标为作品。
Guglielmo Bauer,Johann Wilhelm Baur (Guglielmo Bauer),Person,[Category Fix] 误标为作品。
Guidalocti Franchini,Guidalotti Franchini,Person,"[OCR Fix] ""Guidalocti"" -> ""Guidalotti""。"
Gypsy Woman with Soldiers,Gypsy Woman with Soldiers (Painting),Work,[Status] Valentin/Caravaggisti 主题。
Hebrew Women singing after crossing the Red Sea,Hebrew Women singing... (Painting),Work,[Category Fix] 误标为人物。
Heroes approaching the Temple of Immortality,Heroes approaching the Temple... (Painting),Work,[Category Fix] 误标为人物。
Hilda Finberg,Hilda Finberg,Person,[Status] 艺术史学家。
Historic e di Maniera Veneziana,Historie di Maniera Veneziana,Work/Style,"[OCR Fix] ""Historic"" -> ""Historie""。"
Illustrations for De Bello Belgico,Illustrations for De Bello Belgico,Work,[Status] Famiano Strada 的书。
Illustrations for De Bello Belgico,Illustrations for De Bello Belgico,Work,[Duplicate] 重复。
Illustrations for Latin Poems,Illustrations for Latin Poems,Work,[Category Fix] 误标为人物。
Images of Palladian Architecture,Images of Palladian Architecture,Work,[Status] 建筑图录。
Incisa Della Rocchetta,Incisa della Rocchetta,Person/Family,[Category Fix] 误标为作品。
Interior of San Andrea al Quirinale,Interior of Sant'Andrea al Quirinale (Painting),Work,[Status] 绘画主题。
Jacob Ghibbesio,James Gibbs (Jacopo Ghibbes),Person,[Category Fix] 误标为作品。见 Ghibbesio。
Jacopo Pedozzi,Jacopo Pedozzi,Person,[Category Fix] 误标为作品。
Jacques Duyvdant,Jacques Duyvelant,Person,"[OCR Fix] ""Duyvdant"" -> ""Duyvelant""。误标为作品。"
Jael Hammering a nail into Sisera,Jael and Sisera (Painting),Work,[Status] 绘画主题。
Jan Niceo Eritreo,Gian Vittorio Rossi (Janus Nicius Erythraeus),Person,[Disambiguation] 17世纪作家，笔名 Janus Nicius Erythraeus。
Jesuit Archives,Jesuit Archives (Archivum Romanum Societatis Iesu),Organization,[Category Fix] 误标为人物。
Joachim von Derschau,Hans Joachim von Derschau,Person,[Status] 普鲁士外交官/收藏家。
Job and Wife and Isaac blessing Jacob,Job and Wife / Isaac Blessing Jacob (Paintings),Work,[Status] 绘画主题。
John Bryan Shipley,John Bryan Shipley,Person,[Status] 历史学家。
John Edward Sweetman,John Edward Sweetman,Person,[Category Fix] 误标为地点。
Joint caricature of Simonelli and Mola,Joint Caricature of Simonelli and Mola,Work,[Category Fix] 误标为人物/重复。
Joint caricature of Simonelli and Mola,Joint Caricature of Simonelli and Mola,Work,[Duplicate] 重复。
Joseph Valfrey,Joseph Valfrey,Person,[Status] 可能是法国外交官 Valfrey。
"Juno, Goddess of Air","Juno, Goddess of Air (Painting)",Work,[Category Fix] 误标为人物。
Jupiter among the Corybantes,Jupiter among the Corybantes (Painting),Work,[Status] 绘画主题。
Jupiter giving Suck,Jupiter suckled by the Goat Amalthea (Painting),Work,"[Review] 可能是 ""Jupiter giving Suck"" (不准确描述) -> ""Infant Jupiter suckled...""。"
Jupiter handed over by Cybele to the Corybantes to be Fed,Jupiter handed over by Cybele... (Painting),Work,[Category Fix] 误标为人物。
Jupiter sending down his Thunder bolts on the Gods,Jupiter sending down his Thunderbolts... (Painting),Work,[Status] 绘画主题。
Solomon Bathing,Bathsheba Bathing (Solomon?),Work,"[Review] ""Solomon Bathing"" 极罕见，极可能是 ""Bathsheba Bathing"" (Solomon's mother) 的错误描述，或 ""Solomon and Sheba""? 暂保留原义但标记存疑。"
Kuf邦rst Clemens August,Kurfürst Clemens August,Person,"[OCR Fix] ""Kuf邦rst"" -> ""Kurfürst""。科隆选帝侯。误标为作品。"
L'Inondazione del Tevere,L'Inondazione del Tevere (Painting/Event),Work,[Status] 台伯河洪水。
"La Beata Vergine in Egitto, e San Giuseppe",La Beata Vergine in Egitto... (Painting),Work,[Status] 逃往埃及主题。
La Burla del Piovano Arlotto,La Burla del Piovano Arlotto (Painting),Work,[Category Fix] 误标为人物。Volterrano 的画作。
La Chiesa di Ges迄 Cristo vendicata ne' suoi contrasegni ne' suoi dogmi,La Chiesa di Gesù Cristo vendicata... (Book),Work,"[OCR Fix] ""Ges迄"" -> ""Gesù""。书名。"
La Fiera dell' Impruneta,La Fiera dell'Impruneta (Engraving),Work,[Status] Callot 的版画。
La Galleria di Minervat VI,La Galleria di Minerva (Journal),Work,"[OCR Fix] ""Minervat"" -> ""Minerva""。17世纪威尼斯期刊。"
La rissa all'Ambasciata di Spagna,La rissa all'Ambasciata di Spagna (Painting),Work,[Status] 绘画主题 (西班牙大使馆的斗殴)。
Landscape with Man fleeing from Serpent,Landscape with Man fleeing from Serpent (Painting),Work,[Status] Poussin?
Landscape with Man killed by a Snake,Landscape with Man killed by a Snake (Painting),Work,[Status] Poussin。
Landscape with Rural Dance,Landscape with Rural Dance (Painting),Work,[Category Fix] 误标为地点。Lorrain?
Landscape with Woman washing her Feet,Landscape with Woman washing her Feet (Painting),Work,[Status] Poussin。
Lazzaro Rivera,Lazzaro Riviera,Person,"[OCR Fix] ""Rivera"" -> ""Riviera"" (可能)。"
Le Artiche vanno per le vie nella citta di Venezia,Le Artiche vanno per le vie... (Print series?),Work,"[OCR Fix] ""Artiche"" -> ""Antiche""? ""Arti che vanno..."" (Street Cries of Venice)? 极可能是 ""Le Arti che vanno..."" (Zompini)。"
Le Fabbriche e Vedute di Venetia,Le Fabbriche e Vedute di Venetia (Book),Work,[Status] Luca Carlevarijs 的图录。
Leonardo Pasqueti,Leonardo Pasquetti,Person,"[OCR Fix] ""Pasqueti"" -> ""Pasquetti""。误标为作品。"
Leto turning the Shepherds into Frogs,Leto turning the Shepherds into Frogs (Painting),Work,[Category Fix] 误标为人物。
Library of King's College,King's College Library,Place,[Status] 剑桥。
Life of Christ series,Life of Christ Series (Paintings/Prints),Work,[Status] 通用描述。
Lina Livan,Lina Livan,Person,"[Status] 现代学者 (Lina Livan, 编辑)。"
Lita-Rose Betcherman,Lita-Rose Betcherman,Person,[Category Fix] 误标为作品。作者。
Louis Bordet,Louis Bordet,Person,[Category Fix] 误标为地点。法国领事?
Luca Bartolotti,Luca Bartolotti,Person,[Category Fix] 误标为作品。
Luca Ombrosi,Luca Ombrosi,Person,[Status] 19世纪作者。
Lucchese community,Lucchese Community,Group,[Category Fix] 误标为人物。
Lucien Marcheix,Lucien Marcheix,Person,[Status] 作者。
Luigi Teodoli,Luigi Teodoli,Person,[Status] 罗马贵族。
M. de Bordeaux,M. de Bordeaux,Person,[Status] 法国代理人?
Madonna of the Rosary with Saints Dominic and Catherine,Madonna of the Rosary... (Painting),Work,[Category Fix] 误标为地点。
Maestro Valerio Antonio Zarzabini,Maestro Valerio Antonio Zarzabini,Person,[Status] 威尼斯乐师?
Main Dome Frescoes of the Church of the Ges迄,Main Dome Frescoes of the Gesù,Work,"[OCR Fix] ""Ges迄"" -> ""Gesù""。Baciccio 的壁画。误标为人物。"
