Index_Main Entry,CIDOC_Type,Index_Location,Proposed Location,备注/来源,Index_Sub-entry,Index_Detail,Index_Page Numbers
"Schulenburg, Marshal Johann Matthias",E21 Person,,Venice,威尼斯陆军元帅/收藏家,,,"267, 310, 311, 312, 313, 314, 315, 316, 335, 341, 361, 407"
"Schulenburg, Marshal Johann Matthias",E21 Person,,Venice,威尼斯陆军元帅/收藏家,and Canaletto,,312
"Schulenburg, Marshal Johann Matthias",E21 Person,,Venice,威尼斯陆军元帅/收藏家,and Gian Antonio Guardi,,"312, 313"
"Schulenburg, Marshal Johann Matthias",E21 Person,,Venice,威尼斯陆军元帅/收藏家,comparison of collection with Smith's,,315
"Schulenburg, Marshal Johann Matthias",E21 Person,,Venice,威尼斯陆军元帅/收藏家,defence of Corfu,,311
"Schulenburg, Marshal Johann Matthias",E21 Person,,Venice,威尼斯陆军元帅/收藏家,Dutch and Flemish paintings,,314
"Schulenburg, Marshal Johann Matthias",E21 Person,,Venice,威尼斯陆军元帅/收藏家,history paintings by Pittoni,,313
"Schulenburg, Marshal Johann Matthias",E21 Person,,Venice,威尼斯陆军元帅/收藏家,interest in contemporary Venetian sculpture,,312
"Schulenburg, Marshal Johann Matthias",E21 Person,,Venice,威尼斯陆军元帅/收藏家,Piazzetta genre paintings,,"313, 314"
"Schulenburg, Marshal Johann Matthias",E21 Person,,Venice,威尼斯陆军元帅/收藏家,portraits,,"312, 313"
"Schulenburg, Marshal Johann Matthias",E21 Person,,Venice,威尼斯陆军元帅/收藏家,purchase of paintings and sculpture from G. B. Rota,,312
"Schulenburg, Marshal Johann Matthias",E21 Person,,Venice,威尼斯陆军元帅/收藏家,records of principal battles,,312
"Schulenburg, Marshal Johann Matthias",E21 Person,,Venice,威尼斯陆军元帅/收藏家,sending of pictures to estates in Germany,,"314, 315"
"Schulenburg, Marshal Johann Matthias",E21 Person,,Venice,威尼斯陆军元帅/收藏家,taste for naturalistic and genre painting,,314
"Schut, Corneille",E21 Person,,,,,,206
Scuola Grande dei Carmini,E74 Group,Venice,,,,,"270, 273, 274"
"Segala, Giovanni",E21 Person,,,,,,227
Seneca,E21 Person,,Rome,斯多葛派哲学家,,,"101, 143"
"Serlio, Sebastiano",E21 Person,,France/Italy,建筑理论家,,,103
"Serra, Mgr Giacomo",E21 Person,,Rome,教皇财务官/鲁本斯赞助人,,,"70, 71"
"Serra, Mgr Giacomo",E21 Person,,Rome,教皇财务官/鲁本斯赞助人,and Rubens,,70
"Servient, Abbé de",E21 Person,,,,,,162n
Servizio particolare,E28 Conceptual Object,,,,,,"6, 7, 8"
"Sfondrato, Cardinal",E21 Person,,,,,,123
"Shaftesbury, 1st Earl of",E21 Person,,,,,,196
"Shaftesbury, 3rd Earl of",E21 Person,,London,英国哲学家,,,"142, 157, 196, 198, 199"
"Shaftesbury, 3rd Earl of",E21 Person,,London,英国哲学家,and de Matteis,,"198, 199"
"Shaftesbury, 3rd Earl of",E21 Person,,London,英国哲学家,instructions to artists,,"198, 199"
"Shaftesbury, 3rd Earl of",E21 Person,,London,英国哲学家,on 'civilising' role of art,,199
"Shaftesbury, 3rd Earl of",E21 Person,,London,英国哲学家,retirement to Naples,,198
"Shaftesbury, 3rd Earl of",E21 Person,,London,英国哲学家,Second Characters,,142n
Shakespeare,E21 Person,,,,,,319
"Silva, Don Carlo",E21 Person,,,,,,"237n, 238"
"Simonelli, Niccolò",E21 Person,,,,,,"124, 126, 135, 142"
"Simonini, Francesco",E53 Place,,,,,,312
Sixtus V,E21 Person,,Rome,教皇西克斯图斯五世 (Peretti),"see under Peretti, Felice",,
"Skala, Giovanni Dubravio",E21 Person,,,,,,367
"Skippe, John",E21 Person,,,,,,375n
"Skippon, Philip",E21 Person,,,,,,104n
"Sleter, Francesco",E53 Place,,,,,,"281, 287"
"Smith, Joseph",E21 Person,,Venice,英国驻威尼斯领事，收藏家,,,"236n, 252, 264, 266, 290n, 299, 300, 301, 302, 303, 304, 305, 306, 307, 308, 309, 310, 311, 318, 320, 322, 328, 335, 341, 343n, 346, 352, 355, 357, 361, 364, 369, 406, 407"
"Smith, Joseph",E21 Person,,Venice,英国驻威尼斯领事，收藏家,and Canaletto,,"304, 305, 306, 307, 308, 309, 310"
"Smith, Joseph",E21 Person,,Venice,英国驻威尼斯领事，收藏家,and Rosalba Carriera,,303
"Smith, Joseph",E21 Person,,Venice,英国驻威尼斯领事，收藏家,and McSwiny,,291
"Smith, Joseph",E21 Person,,Venice,英国驻威尼斯领事，收藏家,and Marco Ricci,,"303, 310"
"Smith, Joseph",E21 Person,,Venice,英国驻威尼斯领事，收藏家,and neo-Palladianism,,"308, 309"
"Smith, Joseph",E21 Person,,Venice,英国驻威尼斯领事，收藏家,and Sebastiano Ricci,,"302, 303, 306, 310"
"Smith, Joseph",E21 Person,,Venice,英国驻威尼斯领事，收藏家,and Royal Collection,,"300, 309, 361, 391, 392, 393, 394"
"Smith, Joseph",E21 Person,,Venice,英国驻威尼斯领事，收藏家,artistic tastes,,306
"Smith, Joseph",E21 Person,,Venice,英国驻威尼斯领事，收藏家,attitude of English contemporaries,,301
"Smith, Joseph",E21 Person,,Venice,英国驻威尼斯领事，收藏家,Bibliotheca Smithiana,,"212, 394"
"Smith, Joseph",E21 Person,,Venice,英国驻威尼斯领事，收藏家,"Bibliotheca Smithiana, pars altera",,394
"Smith, Joseph",E21 Person,,Venice,英国驻威尼斯领事，收藏家,Catalogus di Libri Raccolti dal fu Signor Giuseppe Smith,,394
"Smith, Joseph",E21 Person,,Venice,英国驻威尼斯领事，收藏家,commissioning of overdoors illustrating Palladian architecture,,"308, 309"
"Smith, Joseph",E21 Person,,Venice,英国驻威尼斯领事，收藏家,comparison of collection with Marshal Schulenburg's,,315
"Smith, Joseph",E21 Person,,Venice,英国驻威尼斯领事，收藏家,contacts with British visitors to Venice,,"301, 302"
"Smith, Joseph",E21 Person,,Venice,英国驻威尼斯领事，收藏家,contacts with Venetian society,,"299, 300, 301"
"Smith, Joseph",E21 Person,,Venice,英国驻威尼斯领事，收藏家,country house at Mogliano,,"304, 310"
"Smith, Joseph",E21 Person,,Venice,英国驻威尼斯领事，收藏家,Dactylografia Smithiana,,337
"Smith, Joseph",E21 Person,,Venice,英国驻威尼斯领事，收藏家,early collecting of paintings,,"302, 303"
"Smith, Joseph",E21 Person,,Venice,英国驻威尼斯领事，收藏家,"library, disposal of",,"393, 394"
"Smith, Joseph",E21 Person,,Venice,英国驻威尼斯领事，收藏家,marriages,,302
"Smith, Joseph",E21 Person,,Venice,英国驻威尼斯领事，收藏家,medal cabinet,,306n
"Smith, Joseph",E21 Person,,Venice,英国驻威尼斯领事，收藏家,move towards classicism in taste,,309
"Smith, Joseph",E21 Person,,Venice,英国驻威尼斯领事，收藏家,Palazzo Balbi,,"302, 303, 304, 309, 310"
"Smith, Joseph",E21 Person,,Venice,英国驻威尼斯领事，收藏家,publication of works of Jones and Palladio,,309
"Smith, Joseph",E21 Person,,Venice,英国驻威尼斯领事，收藏家,purchase of Castiglione and Carracci drawings,,309
"Smith, Joseph",E21 Person,,Venice,英国驻威尼斯领事，收藏家,purchase of Dutch and Flemish paintings from Pellegrini's widow,,307
"Smith, Joseph",E21 Person,,Venice,英国驻威尼斯领事，收藏家,purchase of Sagredo pictures,,"264n, 266"
"Smith, Joseph",E21 Person,,Venice,英国驻威尼斯领事，收藏家,purchases of gems and cameos,,306
"Smith, Joseph",E21 Person,,Venice,英国驻威尼斯领事，收藏家,"resumption of Consulship, 1766",,310
"Smith, Joseph",E21 Person,,Venice,英国驻威尼斯领事，收藏家,sale of library and pictures to George III,,"300, 303n, 309, 361, 391, 392, 393, 394"
"Smith, Joseph",E21 Person,,Venice,英国驻威尼斯领事，收藏家,"sale of paintings to Elector of Saxony, 1741",,"307n, 317"
"Smith, Joseph",E21 Person,,Venice,英国驻威尼斯领事，收藏家,"sale of remaining pictures and drawings, 1776",,393
"Smith, Joseph",E21 Person,,Venice,英国驻威尼斯领事，收藏家,support for Pasquali's publishing firm,,"299, 306, 337"
"Smith, Joseph",E21 Person,,Venice,英国驻威尼斯领事，收藏家,publication of controversial works,,300
"Smith, Joseph",E21 Person,,Venice,英国驻威尼斯领事，收藏家,will,,"301, 391"
Social position of the artist,E28 Conceptual Object,,,,,,"15, 16, 17, 18, 19, 20, 21, 22, 23"
Soderini family,E74 Group,Venice,,,,,"254, 255"
"Soldani, Massimiliano",E21 Person,,,,,,283n
"Sole, Giovan Gioseffo dal",E21 Person,,Bologna,博洛尼亚画家,,,"200n, 201, 214n, 223, 225, 227, 237n, 282"
"Sole, Giovan Gioseffo dal",E21 Person,,Bologna,博洛尼亚画家,Andromache weeping before Aeneas,,225
"Sole, Giovan Gioseffo dal",E21 Person,,Bologna,博洛尼亚画家,Rape of the Sabines,,282n
"Sole, Giovan Gioseffo dal",E21 Person,,Bologna,博洛尼亚画家,St Teresa wounded by Christ,,282n
"Solimena, Francesco",E53 Place,,Naples,那不勒斯巴洛克晚期大师,,,"xvii, 165, 166, 194, 199, 200, 201, 204, 214, 223, 224, 225, 288, 351"
"Solimena, Francesco",E53 Place,,Naples,那不勒斯巴洛克晚期大师,Deborah and Barak,,214
"Solimena, Francesco",E53 Place,,Naples,那不勒斯巴洛克晚期大师,Dido welcoming Aeneas to the Royal Hunt,,"224, 225"
"Solimena, Francesco",E53 Place,,Naples,那不勒斯巴洛克晚期大师,Jacob and Rebecca,,214
"Solimena, Francesco",E53 Place,,Naples,那不勒斯巴洛克晚期大师,Judith with the Head of Holofernes,,214
"Solimena, Francesco",E53 Place,,Naples,那不勒斯巴洛克晚期大师,Nativity,,223
"Solimena, Francesco",E53 Place,,Naples,那不勒斯巴洛克晚期大师,Presentation,,223
"Solimena, Francesco",E53 Place,,Naples,那不勒斯巴洛克晚期大师,Rebecca and Eliezer,,214
"Solimena, Francesco",E53 Place,,Naples,那不勒斯巴洛克晚期大师,work for Raimondo Buonaccorsi,,224
"Spada, Cardinal Bernardino",E21 Person,,Rome,罗马红衣主教,,,"75n, 139"
"Spada, Virgilio",E21 Person,,,,,,"75, 139"
"Spadaro, Micco",E21 Person,,Naples,那不勒斯画家 (Gargiulo),,,"139n, 204n"
"Spadaro, Micco",E21 Person,,Naples,那不勒斯画家 (Gargiulo),Pool of Bethesda (with Codazzi),,207n
"Spadaro, Micco",E21 Person,,Naples,那不勒斯画家 (Gargiulo),Revolt of Masaniello,,139
"Spadaro, Micco",E21 Person,,Naples,那不勒斯画家 (Gargiulo),Woman taken in Adultery (with Codazzi),,207n
Spanish patronage,E28 Conceptual Object,,Rome/Spain,西班牙赞助,,,
Spanish patronage,E28 Conceptual Object,,Rome/Spain,西班牙赞助,in 17th century,,"136, 170, 171, 172, 173, 189, 190, 191, 192, 400, 402"
Spanish patronage,E28 Conceptual Object,,Rome/Spain,西班牙赞助,of Venetian artists,,297
"Spanish Succession, War of",E5 Event,,Europe,西班牙王位继承战争,,,200
"Spectator, The",E21 Person,,,,,,323
"Stael, Cornelius de",E21 Person,,,,,,122
"Stanislas Poniatowski, King of Poland",E21 Person,,,,,,"298, 366"
"Stanzione, Massimo",E21 Person,,,,,,"205, 210"
'Status-seeking' by artists in 17th-century Rome,E28 Conceptual Object,,,,,,"18, 19, 20, 21, 220"
"Stazio, Andrea",E21 Person,,,,,,269n
Stendhal,E21 Person,,France/Italy,法国作家,,,138
Stoicism in 17th century,E28 Conceptual Object,,,,,,"142, 143, 144"
"Stone, Nicholas",E21 Person,,London,英国雕塑家,,,37
"Storer, Cristoforo",E21 Person,,Milan,巴洛克画家,,,
"Storer, Cristoforo",E21 Person,,Milan,巴洛克画家,The Levites,,216
"Strada, Famiano",E21 Person,,Rome,耶稣会历史学家,,,
"Strada, Famiano",E21 Person,,Rome,耶稣会历史学家,De Bello Belgico,,137
"Strange, John",E21 Person,,Venice/London,英国驻威尼斯居民/收藏家,,,"366n, 393"
"Strange, John",E21 Person,,Venice/London,英国驻威尼斯居民/收藏家,and G. M. Sasso,,"373, 374, 375"
"Strange, John",E21 Person,,Venice/London,英国驻威尼斯居民/收藏家,employment of F. Guardi,,374
"Streit, Sigismund",E21 Person,,Venice,德国商人在威尼斯，赞助人,,,"315, 316"
"Streit, Sigismund",E21 Person,,Venice,德国商人在威尼斯，赞助人,admiration for Venice,,315
"Streit, Sigismund",E21 Person,,Venice,德国商人在威尼斯，赞助人,Amigoni paintings,,316
"Streit, Sigismund",E21 Person,,Venice,德国商人在威尼斯，赞助人,bequest of pictures to Gymnasium zum Grauen Kloster,,315
"Streit, Sigismund",E21 Person,,Venice,德国商人在威尼斯，赞助人,Canaletto paintings,,"315, 316"
"Streit, Sigismund",E21 Person,,Venice,德国商人在威尼斯，赞助人,'Glory of Venice',,316
"Streit, Sigismund",E21 Person,,Venice,德国商人在威尼斯，赞助人,Nogari paintings,,316
"Streit, Sigismund",E21 Person,,Venice,德国商人在威尼斯，赞助人,portraits of self and family,,316
Bernardo Strozzi,E21 Person,,Genoa/Venice,热那亚/威尼斯巴洛克画家,,,393
"Strozzi, Abate Luigi",E21 Person,,,,,,403
"Strudel, Peter",E21 Person,,Vienna,奥地利雕塑家/画家,,,195
"Strudel, Peter",E21 Person,,Vienna,奥地利雕塑家/画家,Tarquin and Lucretia,,195
"Styles, Benjamin",E21 Person,,,,,,"286, 287"
"Subleyras, Giuseppe",E21 Person,,,,,,366
Superstition in Rome,E53 Place,,,,,,"22, 40"
"Swajer, Amadeo",E21 Person,,,,,,"376, 377"
"Swanevelt, Hermann",E21 Person,,,,,,135
"Sweerts, Michael",E21 Person,,,,,,133
