Index_Main Entry,CIDOC_Type,Index_Location,Proposed Location,备注/来源,Index_Sub-entry,Index_Detail,Index_Page Numbers
"Castiglione, Giovanni Benedetto",E21 Person,,Genoa/Rome,热那亚画家/版画家,importance of for 18th century,,"266, 267"
"Castiglione, Giovanni Benedetto",E21 Person,,Genoa/Rome,热那亚画家/版画家,print of Diogenes,,124n
"Castro, Jacomo di",E21 Person,,,,,,160
"Castro, First and Second Wars of",E5 Event,,Lazio,教皇国与帕尔马公国之间的战争,,,"58, 59, 146, 149, 153"
"Catalano, Francesco",E53 Place,,,,,,135n
Catherine the Great of Russia,E21 Person,,St. Petersburg,俄国女皇，重要收藏家,,,298
"Cattaneo, Giovanni de",E21 Person,,,,,,339n
"Cavagna, Giampaolo",E21 Person,,Bergamo,贝加莫画家,,,215
Cavalieri di Santo Stefano,E74 Group,,Tuscany,圣斯蒂芬骑士团,,,211
"Cavallino, Bernardo",E21 Person,,Naples,那不勒斯画派画家,,,208
"Cavazza, Conte",E21 Person,,,,,,269
"Caylus, Comte de",E21 Person,,Paris,法国古董学家/收藏家,,,"319, 360"
Cebes,E21 Person,,Greece,古希腊哲学家 (Cebes Tablet),,,
Cebes,E21 Person,,Greece,古希腊哲学家 (Cebes Tablet),The Table (Pinax),,157
"Celesti, Andrea",E21 Person,,Venice,威尼斯巴洛克画家,,,374
"Celle, Georg Wilhelm Duke of",E21 Person,,,,,,194
"Cellini, Benvenuto",E21 Person,,Florence,样式主义雕塑家/金匠,,,
"Cellini, Benvenuto",E21 Person,,Florence,样式主义雕塑家/金匠,Perseus,,348
"Celotti, Abate Luigi",E21 Person,,,,,,377
"Cerato, Abate",E21 Person,,,,,,365
"Ceresa, Carlo",E21 Person,,Bergamo,贝加莫肖像画家,,,219
"Cerquozzi, Michelangelo",E21 Person,,Rome,罗马Bamboccianti画家,,,"18, 19, 78, 136, 137, 138, 139, 140, 141, 142, 143, 204n, 210, 324"
"Cerquozzi, Michelangelo",E21 Person,,Rome,罗马Bamboccianti画家,anti-heroic element,,139
"Cerquozzi, Michelangelo",E21 Person,,Rome,罗马Bamboccianti画家,Arrival at the Palace (with Codazzi),,140
"Cerquozzi, Michelangelo",E21 Person,,Rome,罗马Bamboccianti画家,battle pictures,,138
"Cerquozzi, Michelangelo",E21 Person,,Rome,罗马Bamboccianti画家,collaboration with Codazzi,,"139, 140"
"Cerquozzi, Michelangelo",E21 Person,,Rome,罗马Bamboccianti画家,effect of patronage of Roman aristocracy,,"138, 139"
"Cerquozzi, Michelangelo",E21 Person,,Rome,罗马Bamboccianti画家,high prices for bambocciate,,137
"Cerquozzi, Michelangelo",E21 Person,,Rome,罗马Bamboccianti画家,Revolt of Masaniello,,139
"Cerquozzi, Michelangelo",E21 Person,,Rome,罗马Bamboccianti画家,situation after death of Urban VIII,,"138, 139"
"Cerquozzi, Michelangelo",E21 Person,,Rome,罗马Bamboccianti画家,Spanish associations,,"136, 137"
"Cerquozzi, Michelangelo",E21 Person,,Rome,罗马Bamboccianti画家,Women's Bath (with Codazzi),,140
"Cerquozzi, Michelangelo",E21 Person,,Rome,罗马Bamboccianti画家,work for Cardinal Flavio Chigi,,"139, 140"
"Ceruti, Giacomo",E21 Person,,Brescia,伦巴第现实主义画家,,,"312, 314"
"Cervelli, Federico",E21 Person,,Venice,威尼斯画家 (Milanese origin),,,219
"Cesi, Bishop Angelo",E21 Person,,Rome,罗马主教/赞助人,,,"69, 70, 400"
"Cesi, Cardinal Pier Donato",E21 Person,,,,,,"69, 70"
"Cesi, Prince Federico",E21 Person,,,,,,99
"Ceva, Cardinal",E21 Person,,,,,,86
"Champaigne, Philippe de",E21 Person,,Paris,法国巴洛克画家,,,175
"Chandos, Grey Brydges, 5th Lord",E21 Person,,London,英国贵族,,,63
"Chandos, Grey Brydges, 5th Lord",E21 Person,,London,英国贵族,Discourse of Rome,,63
"Chandos, Grey Brydges, 5th Lord",E21 Person,,London,英国贵族,Horae Subsecivae,,63
"Chandos, James Brydges, 1st Duke of",E21 Person,,,,,,281
"Chantelou, Paul-Fréart de",E21 Person,,,,,,"106, 146, 176"
"Chardin, Jean Baptiste Siméon",E21 Person,,,,,,384
Charles I of England,E21 Person,,London,英国国王，重要收藏家,,,"37, 177, 178, 179, 184, 193, 196"
Charles I of England,E21 Person,,London,英国国王，重要收藏家,attempts to get Italian artists to settle in England,,"177, 178"
Charles I of England,E21 Person,,London,英国国王，重要收藏家,Bernini bust,,179
Charles I of England,E21 Person,,London,英国国王，重要收藏家,effort at rapprochement with Rome,,177
Charles I of England,E21 Person,,London,英国国王，重要收藏家,sale of pictures by Parliament,,"184, 185"
Charles I of England,E21 Person,,London,英国国王，重要收藏家,Van Dyck triple portrait,,179
Charles II of England,E21 Person,,London,英国国王,,,"195, 196"
Charles II of Spain,E53 Place,,,,,,163
"Charles V, Holy Roman Emperor",E21 Person,,,,,,"19, 170"
Charles XII of Sweden,E21 Person,,Sweden,瑞典国王,,,311
"Chi soffre, speri",E21 Person,,,,,,58
"Chiari, Giuseppe and Tommaso",E21 Person,,,,,,"xviii, 159"
"Chiarini, Marcantonio",E21 Person,,,,,,"200, 201"
"Chigi, Agostino 'il Magnifico'",E21 Person,,,,,,150
"Chigi, Agostino (nephew to Alexander VII)",E21 Person,,,,,,154
"Chigi, Fabio (Pope Alexander VII)",E21 Person,,Rome,教皇亚历山大七世,,,"77, 86, 112, 116, 117, 120n, 124, 139, 150, 151, 152, 153, 154, 155, 401"
"Chigi, Fabio (Pope Alexander VII)",E21 Person,,Rome,教皇亚历山大七世,"building in Rome, during reign",,"151, 152, 153"
"Chigi, Fabio (Pope Alexander VII)",E21 Person,,Rome,教皇亚历山大七世,conflict with Louis XIV,,153
"Chigi, Fabio (Pope Alexander VII)",E21 Person,,Rome,教皇亚历山大七世,decline in patronage after death of,,161
"Chigi, Fabio (Pope Alexander VII)",E21 Person,,Rome,教皇亚历山大七世,economic difficulties in reign,,152
"Chigi, Fabio (Pope Alexander VII)",E21 Person,,Rome,教皇亚历山大七世,patronage of Bernini,,151
"Chigi, Cardinal Flavio (nephew to Pope Alexander VII)",E21 Person,,Rome,罗马红衣主教,,,"8n, 139, 140, 154, 155"
"Chigi, Cardinal Flavio (nephew to Pope Alexander VII)",E21 Person,,Rome,罗马红衣主教,and Cerquozzi,,"139, 140"
"Chigi, Cardinal Flavio (nephew to Pope Alexander VII)",E21 Person,,Rome,罗马红衣主教,his voluptuousness,,"140, 154"
"Chigi, Don Mario (brother to Pope Alexander VII)",E21 Person,,,,,,154
"Christina, Queen of Sweden",E21 Person,,Rome,瑞典女王，退位后定居罗马,,,"19, 97, 98, 127, 160, 161, 402"
"Christina, Queen of Sweden",E21 Person,,Rome,瑞典女王，退位后定居罗马,"and Paolo Giordano II Orsini, Duke of Bracciano",,"97, 98"
"Christina, Queen of Sweden",E21 Person,,Rome,瑞典女王，退位后定居罗马,employment of Bellori,,"160, 161"
"Christina, Queen of Sweden",E21 Person,,Rome,瑞典女王，退位后定居罗马,loan of pictures for exhibition at San Giovanni Decollato,,127
"Christina, Queen of Sweden",E21 Person,,Rome,瑞典女王，退位后定居罗马,pictures looted from Prague by Gustavus Adolphus,,"97, 98, 193"
Churches of religious orders,E22 Man-Made Object,Rome,,,,,"5, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93"
Churches,E22 Man-Made Object,Bergamo,Europe,教堂建筑,S. Paolo d'Argan,,221n
Churches,E22 Man-Made Object,Bergamo,Europe,教堂建筑,Santa Maria Maggiore,,"215, 216, 217, 218, 219, 220, 221"
Churches,E22 Man-Made Object,Este,Europe,教堂建筑,Beata Vergine della Salute,,248n
Churches,E22 Man-Made Object,Florence,Europe,教堂建筑,S. Gaetano,,212
Churches,E22 Man-Made Object,Florence,Europe,教堂建筑,S. Croce,,317
Churches,E22 Man-Made Object,Padua,Europe,教堂建筑,Arena chapel,,325
Churches,E22 Man-Made Object,Paris,Europe,教堂建筑,St Anne-la-Royale,,186
Churches,E22 Man-Made Object,Rimini,Europe,教堂建筑,Tempio Malatestiano,,249
Churches,E22 Man-Made Object,Rome,Europe,教堂建筑,Gesù,,"12, 55, 64, 65, 66, 78, 79, 80, 81, 82, 83, 84, 85, 156, 160, 161, 163, 398, 400"
Churches,E22 Man-Made Object,Rome,Europe,教堂建筑,Gesù,chapel of St Ignatius,"91, 92, 93"
Churches,E22 Man-Made Object,Rome,Europe,教堂建筑,Gesù,side-chapels,66
Churches,E22 Man-Made Object,Rome,Europe,教堂建筑,Madonna di Montesanto,,144
Churches,E22 Man-Made Object,Rome,Europe,教堂建筑,S. Agnese (Piazza Navona),,"12, 149, 186"
Churches,E22 Man-Made Object,Rome,Europe,教堂建筑,S. Andrea al Quirinale,,"60, 67, 68, 85, 86, 87, 88, 149"
Churches,E22 Man-Made Object,Rome,Europe,教堂建筑,S. Andrea al Quirinale,documents about altarpieces by Brandi and Maratta,"386, 387"
Churches,E22 Man-Made Object,Rome,Europe,教堂建筑,S. Andrea al Quirinale,Richeôme on,"67, 68"
Churches,E22 Man-Made Object,Rome,Europe,教堂建筑,S. Andrea della Valle,,"5, 25, 26, 65, 71, 72, 76, 78, 193"
Churches,E22 Man-Made Object,Rome,Europe,教堂建筑,S. Bartolommeo (art exhibitions organised by Bergamasque community),,125
Churches,E22 Man-Made Object,Rome,Europe,教堂建筑,S. Bibiana,,"37, 38, 39"
Churches,E22 Man-Made Object,Rome,Europe,教堂建筑,S. Carlo ai Catinari,,76n
Churches,E22 Man-Made Object,Rome,Europe,教堂建筑,S. Carlo alle Quattro Fontane,,"75, 76"
Churches,E22 Man-Made Object,Rome,Europe,教堂建筑,S. Francesco da Paola,,131
Churches,E22 Man-Made Object,Rome,Europe,教堂建筑,S. Ignazio,,"65, 73, 74, 88, 89, 90, 91"
Churches,E22 Man-Made Object,Rome,Europe,教堂建筑,St John Lateran,,"147, 148, 163"
Churches,E22 Man-Made Object,Rome,Europe,教堂建筑,S. Lorenzo in Damaso,,223
Churches,E22 Man-Made Object,Rome,Europe,教堂建筑,S. Luigi dei Francesi,,60
Churches,E22 Man-Made Object,Rome,Europe,教堂建筑,S. Maria del Popolo,,151
Churches,E22 Man-Made Object,Rome,Europe,教堂建筑,S. Maria della Concezione,,"42, 43"
Churches,E22 Man-Made Object,Rome,Europe,教堂建筑,S. Maria della Pace,,151
Churches,E22 Man-Made Object,Rome,Europe,教堂建筑,S. Maria della Vallicella (Chiesa Nuova),,"68, 69, 70, 71, 75, 76, 77, 78, 400"
Churches,E22 Man-Made Object,Rome,Europe,教堂建筑,S. Maria della Vittoria,,147
Churches,E22 Man-Made Object,Rome,Europe,教堂建筑,S. Maria Maggiore,,"5, 27, 84, 162"
Churches,E22 Man-Made Object,Rome,Europe,教堂建筑,St Peter's,,"27, 34, 35, 36"
Churches,E22 Man-Made Object,Rome,Europe,教堂建筑,St Peter's,altarpieces,"44, 45"
Churches,E22 Man-Made Object,Rome,Europe,教堂建筑,St Peter's,Bernini Apostle's Chair,151
Churches,E22 Man-Made Object,Rome,Europe,教堂建筑,St Peter's,Bernini baldacchino,"34, 35"
Churches,E22 Man-Made Object,Rome,Europe,教堂建筑,St Peter's,tomb of Alexander VII,151
Churches,E22 Man-Made Object,Rome,Europe,教堂建筑,St Peter's,Urban VIII and,"34, 35, 36"
Churches,E22 Man-Made Object,Rome,Europe,教堂建筑,S. Prassede,,84
Churches,E22 Man-Made Object,Rome,Europe,教堂建筑,S. Salvatore in Lauro,,"128, 129, 211"
Churches,E22 Man-Made Object,Rome,Europe,教堂建筑,S. Sebastiano,,71
Churches,E22 Man-Made Object,Rome,Europe,教堂建筑,S. Stefano Rotondo,,"66, 67"
Churches,E22 Man-Made Object,Rome,Europe,教堂建筑,SS. Vincenzo ed Anastasio,,183
Churches,E22 Man-Made Object,Rome,Europe,教堂建筑,S. Vitale,,"67, 68, 399"
Churches,E22 Man-Made Object,Rome,Europe,教堂建筑,S. Vitale,Richeôme on,"67, 68"
Churches,E22 Man-Made Object,Rovigo,Europe,教堂建筑,Tempio della Beata Vergine del Soccorso,,248n
Churches,E22 Man-Made Object,Venice,Europe,教堂建筑,Madonna dell'Orto,,313
Churches,E22 Man-Made Object,Venice,Europe,教堂建筑,Pietà,,"272, 273"
Churches,E22 Man-Made Object,Venice,Europe,教堂建筑,S. Aponal,,270
Churches,E22 Man-Made Object,Venice,Europe,教堂建筑,S. Basilio,,274
Churches,E22 Man-Made Object,Venice,Europe,教堂建筑,S. Canciano,,"274, 275"
Churches,E22 Man-Made Object,Venice,Europe,教堂建筑,S. Giorgio Maggiore,,313
Churches,E22 Man-Made Object,Venice,Europe,教堂建筑,SS. Giovanni e Paolo,,270
Churches,E22 Man-Made Object,Venice,Europe,教堂建筑,S. Maria Assunta (Jesuit church),,"251, 268, 272"
Churches,E22 Man-Made Object,Venice,Europe,教堂建筑,S. Maria del Carmelo,,270
Churches,E22 Man-Made Object,Venice,Europe,教堂建筑,S. Maria del Giglio,,"248, 249"
Churches,E22 Man-Made Object,Venice,Europe,教堂建筑,S. Maria del Rosario,,"270, 271, 272"
Churches,E22 Man-Made Object,Venice,Europe,教堂建筑,S. Maria di Nazareth (Scalzi church),,"268, 269, 270"
Churches,E22 Man-Made Object,Venice,Europe,教堂建筑,S. Matteo di Rialto,,269
Churches,E22 Man-Made Object,Venice,Europe,教堂建筑,S. Stae,,269n
Churches,E22 Man-Made Object,Venice,Europe,教堂建筑,S. Tomà,,269
Churches,E22 Man-Made Object,Venice,Europe,教堂建筑,S. Vitale,,269
Churches,E22 Man-Made Object,Venice,Europe,教堂建筑,S. Zaccaria,,313
"Ciampelli, Agostino",E21 Person,,Rome/Florence,画家,,,"38, 39, 66"
"Ciarpi, Baccio",E21 Person,,,,,,43
Cibo palace,E22 Man-Made Object,Rome,,,,,"221, 223"
Cicero,E21 Person,,Rome,古罗马政治家/演说家,,,"101, 320"
"Cignani, Carlo",E21 Person,,Bologna,博洛尼亚画派晚期大师,,,"189, 194, 195, 203, 219, 220, 223, 226, 251, 282, 302, 304, 310, 337"
"Cignani, Carlo",E21 Person,,Bologna,博洛尼亚画派晚期大师,"and S. Maria Maggiore, Bergamo",,219
"Cignani, Carlo",E21 Person,,Bologna,博洛尼亚画派晚期大师,Bacchanal,,195
"Cignani, Carlo",E21 Person,,Bologna,博洛尼亚画派晚期大师,cupola of Forli Cathedral,,220
"Cignani, Carlo",E21 Person,,Bologna,博洛尼亚画派晚期大师,Jupiter giving Suck,,282n
"Cignani, Carlo",E21 Person,,Bologna,博洛尼亚画派晚期大师,St John the Baptist,,282n
"Cignaroli, Giambettino",E21 Person,,Verona,维罗纳画家,,,"262, 268, 271"
"Cignaroli, Giambettino",E21 Person,,Verona,维罗纳画家,work for Labia,,262n
"Cigoli, Ludovico",E21 Person,,Florence/Rome,佛罗伦萨画家,,,102
