Index_Main Entry,CIDOC_Type,Index_Location,Proposed Location,备注/来源,Index_Sub-entry,Index_Detail,Index_Page Numbers
"Gherardi, Antonio",E21 Person,,,,,,161
"Gherardi, Filippo",E21 Person,,Lucca/Rome,卢卡画家,,,156
"Gherardi, Filippo",E21 Person,,Lucca/Rome,卢卡画家,frescoes of Battle of Lepanto in Colonna palace,,156
"Gherardi, Abate Pietro Ercole",E21 Person,,,,,,"236n, 261n, 271, 272, 275n, 300n, 302n, 336n"
"Gherardini, Alessandro",E21 Person,,,,,,233
"Ghezzi, Giuseppe",E21 Person,,Rome,罗马画家/秘书,,,"19, 77, 125, 128, 129, 191, 211n"
"Ghibbesio, Jacopo",E21 Person,,,,,,94
"Ghisolfi, Giovanni",E21 Person,,,,,,235n
Giambologna,E53 Place,,Florence,样式主义雕塑大师,,,"174, 178, 251"
Giambologna,E53 Place,,Florence,样式主义雕塑大师,equestrian statue of Henri IV,,174
Giambologna,E53 Place,,Florence,样式主义雕塑大师,Mercury,,363
"Giampiccoli, Giuliano",E21 Person,,,,,,327
"Giannone, Pietro",E21 Person,,,,,,318
"Giaquinto, Corrado",E21 Person,,Rome/Madrid,洛可可画家,,,"xvii, 192, 223, 225, 297n"
"Gibbon, Edward",E21 Person,,London/Lausanne,《罗马帝国衰亡史》作者,,,245n
"Gibbons, Grinling",E21 Person,,London,木雕大师,,,196
"Gigli, Giacinto",E21 Person,,,,,,"131, 122n"
"Gimignani, Lodovico",E21 Person,,,,,,"6n, 18, 57, 197"
"Gini, Onorato",E21 Person,,,,,,11n
"Ginnasi, Cardinal",E21 Person,,,,,,"35, 45"
"Giordano, Luca",E21 Person,,Naples/Florence/Madrid,那不勒斯多产画家,,,"12, 145, 189, 191, 194, 197, 199n, 204, 207, 208, 219, 220, 223, 235, 241, 282"
"Giordano, Luca",E21 Person,,Naples/Florence/Madrid,那不勒斯多产画家,admirers in Venice,,214n
"Giordano, Luca",E21 Person,,Naples/Florence/Madrid,那不勒斯多产画家,and Gaspar Roomer,,207
"Giordano, Luca",E21 Person,,Naples/Florence/Madrid,那不勒斯多产画家,and del Rosso family,,"212, 213, 214"
"Giordano, Luca",E21 Person,,Naples/Florence/Madrid,那不勒斯多产画家,Crossing of the Red Sea,,219
"Giordano, Luca",E21 Person,,Naples/Florence/Madrid,那不勒斯多产画家,Death of Seneca,,214
"Giordano, Luca",E21 Person,,Naples/Florence/Madrid,那不勒斯多产画家,"frescoes in Palazzo Riccardi, Florence",,"212, 213"
"Giordano, Luca",E21 Person,,Naples/Florence/Madrid,那不勒斯多产画家,Hebrew Women singing after crossing the Red Sea,,223
"Giordano, Luca",E21 Person,,Naples/Florence/Madrid,那不勒斯多产画家,Jezebel torn to pieces by Dogs,,214
"Giordano, Luca",E21 Person,,Naples/Florence/Madrid,那不勒斯多产画家,"paintings in Corsini chapel in Carmine, Florence",,"212, 213"
"Giordano, Luca",E21 Person,,Naples/Florence/Madrid,那不勒斯多产画家,"paintings in Labia collection, Venice",,250
"Giordano, Luca",E21 Person,,Naples/Florence/Madrid,那不勒斯多产画家,Perseus and Andromeda,,214
"Giordano, Luca",E21 Person,,Naples/Florence/Madrid,那不勒斯多产画家,Sophronia and Olindo,,214
"Giordano, Luca",E21 Person,,Naples/Florence/Madrid,那不勒斯多产画家,work in Spain,,192
"Giordano, Luca",E21 Person,,Naples/Florence/Madrid,那不勒斯多产画家,"work in S. Maria Maggiore, Bergamo",,"219, 223"
"Giordano, Luca",E21 Person,,Naples/Florence/Madrid,那不勒斯多产画家,"work in S. Maria Maggiore, Bergamo",payment,219
Giorgione,E21 Person,,Venice,威尼斯画派大师,,,"180, 222, 312, 340, 354, 373"
Giorgione,E21 Person,,Venice,威尼斯画派大师,Tempest,,"381, 410"
"Giori, Angelo",E21 Person,,,,,,"41, 59"
Giotto,E21 Person,,Florence,文艺复兴奠基人,,,"212, 325"
Giovanelli collection,E22 Man-Made Object,Venice,Venice,威尼斯收藏,,,"214n, 262"
"Girardon, François",E21 Person,,,,,,188
Giulio Romano,E21 Person,,Mantua/Rome,拉斐尔学生，样式主义大师,,,"30, 124, 312"
"Giustiniani, Andrea",E21 Person,,,,,,95
"Giustiniani, Benedetto",E21 Person,,,,,,29
Giustiniani family,E74 Group,Venice,,,,,254
"Giustiniani, Girolamo Ascanio",E21 Person,,,,,,370
"Giustiniani, Abbate Michele",E21 Person,,,,,,94n
"Giustiniani, Marchese Vincenzo",E22 Man-Made Object,,Rome,罗马银行家，卡拉瓦乔赞助人,,,"10, 29, 30, 94, 95, 101, 115, 119, 130, 131, 135"
"Giustiniani, Marchese Vincenzo",E22 Man-Made Object,,Rome,罗马银行家，卡拉瓦乔赞助人,and Caravaggio,,"29, 30"
"Giustiniani, Marchese Vincenzo",E22 Man-Made Object,,Rome,罗马银行家，卡拉瓦乔赞助人,publication of volumes illustrating ancient sculptures in collection,,95
"Giustiniani, Marchese Vincenzo",E22 Man-Made Object,,Rome,罗马银行家，卡拉瓦乔赞助人,views on art,,"29, 30, 94"
"Gloucester, William Henry, 1st Duke of",E21 Person,,,,,,366
"Goldoni, Carlo",E21 Person,,Venice,威尼斯剧作家,,,"247, 256, 324n"
"Goldoni, Carlo",E21 Person,,Venice,威尼斯剧作家,admiration of Pietro Longhi,,323
"Goldoni, Carlo",E21 Person,,Venice,威尼斯剧作家,dedication of Il Filosofo Inglese to Consul Smith,,"300, 301"
"Goldoni, Carlo",E21 Person,,Venice,威尼斯剧作家,Il Frappatore,,212n
"Goldoni, Carlo",E21 Person,,Venice,威尼斯剧作家,Memoirs,,256
"Goldoni, Carlo",E21 Person,,Venice,威尼斯剧作家,Pasquali edition of works,,"337, 338"
"Goldoni, Carlo",E21 Person,,Venice,威尼斯剧作家,Zatta edition of works,,339
Gondi palace,E22 Man-Made Object,Paris,,,,,174
Gonzaga,E74 Group,,,,"see under Mantua, Dukes of",,
"Gonzalez, Tirso",E21 Person,,,,,,"91, 92"
"Gori, A. F.",E21 Person,,Florence,佛罗伦萨古董学家 (Anton Francesco),,,"299, 301, 306, 328n, 342n, 344"
"Gori, A. F.",E21 Person,,Florence,佛罗伦萨古董学家 (Anton Francesco),Museum Etruscum,,299
"Goya, Francisco",E21 Person,,,,,,"192, 297n"
"Gozadini, Bonisezio",E21 Person,,,,,,13n
"Gozzadini, Cardinal",E21 Person,,,,,,166n
"Gozzi, Carlo",E21 Person,,Venice,威尼斯剧作家,,,"256, 323"
"Gozzi, Gasparo",E21 Person,,Venice,威尼斯作家/记者,,,"247, 321, 323, 324, 325, 326, 333"
"Gozzi, Gasparo",E21 Person,,Venice,威尼斯作家/记者,articles on Pietro Longhi,,"323, 324"
"Gozzi, Gasparo",E21 Person,,Venice,威尼斯作家/记者,on social value of painting,,"328, 329"
"Gozzi, Gasparo",E21 Person,,Venice,威尼斯作家/记者,support for Giorgio Pisani,,326
"Gozzi, Gasparo",E21 Person,,Venice,威尼斯作家/记者,views on art,,"324, 325"
"Grande, Antonio del",E21 Person,,,,,,148
"Grassi, Orazio",E21 Person,,,,,,74
Grassi collection,E22 Man-Made Object,Venice,Venice,威尼斯收藏,,,262
Grassi family,E74 Group,Venice,,,,,"254, 255"
"Graziani, Ercole",E21 Person,,,,,,237n
Gregory XIII,E21 Person,,Rome,教皇格里高利十三世 (Boncompagni),"see under Boncampagni, Ugo",,
Gregory XV,E21 Person,,Rome,教皇格里高利十五世 (Ludovisi),"see under Ludovisi, Alessandro",,
"Greiffenklau, Karl Philip von",E21 Person,,,,,,296
"Grill, Angelica",E21 Person,,,,,,212n
"Grimaldi, Giovanni Francesco",E53 Place,,,,,,"57, 155, 182, 183, 191"
"Grimani, Cardinal",E21 Person,,,,,,129
"Grimani, Doge",E21 Person,,,,,,272
"Grosley, Pierre Jean",E21 Person,,,,,,"301n, 332"
"Gruppello, Gabriel",E21 Person,,,,,,282
"Guarana, Giacomo",E21 Person,,Venice,威尼斯画家,,,"260, 297, 340, 361"
"Guarana, Giacomo",E21 Person,,Venice,威尼斯画家,Sacrifice of Iphigenia,,297
"Guardi, Francesco",E53 Place,,Venice,威尼斯风景画家,,,"247n, 313n, 361, 373, 375, 376, 380, 382n"
"Guardi, Francesco",E53 Place,,Venice,威尼斯风景画家,della Lena on,,375
"Guardi, Francesco",E53 Place,,Venice,威尼斯风景画家,Sala del Maggior Consiglio,,316
"Guardi, Francesco",E53 Place,,Venice,威尼斯风景画家,scenes from Gerusalemme Liberata,,336
"Guardi, Francesco",E53 Place,,Venice,威尼斯风景画家,Giovanni Vianello on,,376
"Guardi, Francesco",E53 Place,,Venice,威尼斯风景画家,work for John Strange,,374
"Guardi, Gian Antonio",E21 Person,,Venice,威尼斯画家,,,"258, 312, 315, 383"
"Guardi, Gian Antonio",E21 Person,,Venice,威尼斯画家,Parlatorio,,383
"Guardi, Gian Antonio",E21 Person,,Venice,威尼斯画家,portraits of Schulenburg,,313
"Guardi, Gian Antonio",E21 Person,,Venice,威尼斯画家,Ridotto,,383
"Guardi, Gian Antonio",E21 Person,,Venice,威尼斯画家,Sala del Maggior Consiglio,,316
"Guardi, Gian Antonio",E21 Person,,Venice,威尼斯画家,scenes from Gerusalemme Liberata,,336
"Guardi, Gian Antonio",E21 Person,,Venice,威尼斯画家,Turkish scenes,,313
"Guardi, Gian Antonio",E21 Person,,Venice,威尼斯画家,work for Marshal Schulenburg as copyist,,313
"Guardi, Gian Antonio",E21 Person,,Venice,威尼斯画家,work for Marshal Schulenburg as copyist,Fortitude (Tintoretto),313
"Guardi, Gian Antonio",E21 Person,,Venice,威尼斯画家,work for Marshal Schulenburg as copyist,Madonna and Child with Saints (Veronese),313
"Guardi, Gian Antonio",E21 Person,,Venice,威尼斯画家,work for Marshal Schulenburg as copyist,Marriage at Cana (Veronese),313
"Guardi, Gian Antonio",E21 Person,,Venice,威尼斯画家,work for Marshal Schulenburg as copyist,Nativity (Bassano),313
"Guardi, Gian Antonio",E21 Person,,Venice,威尼斯画家,work for Marshal Schulenburg as copyist,Temperance (Tintoretto),313
Guercino (Francesco Barbieri),E53 Place,,Bologna/Rome,圭尔奇诺，博洛尼亚画派大师,,,"xvii, 9, 14, 28, 56, 73, 98, 176, 177, 178, 196, 203, 207, 209, 210, 216, 217, 222, 241, 262"
Guercino (Francesco Barbieri),E53 Place,,Bologna/Rome,圭尔奇诺，博洛尼亚画派大师,Aurora,,73
Guercino (Francesco Barbieri),E53 Place,,Bologna/Rome,圭尔奇诺，博洛尼亚画派大师,Carità Romana,,182
Guercino (Francesco Barbieri),E53 Place,,Bologna/Rome,圭尔奇诺，博洛尼亚画派大师,contract for altarpiece in Sicilian monastery,,9
Guercino (Francesco Barbieri),E53 Place,,Bologna/Rome,圭尔奇诺，博洛尼亚画派大师,Coriolanus and his Mother,,185
Guercino (Francesco Barbieri),E53 Place,,Bologna/Rome,圭尔奇诺，博洛尼亚画派大师,Death of Dido,,172
Guercino (Francesco Barbieri),E53 Place,,Bologna/Rome,圭尔奇诺，博洛尼亚画派大师,Flight into Egypt,,227
Guercino (Francesco Barbieri),E53 Place,,Bologna/Rome,圭尔奇诺，博洛尼亚画派大师,payment,,14
Guercino (Francesco Barbieri),E53 Place,,Bologna/Rome,圭尔奇诺，博洛尼亚画派大师,rates of charging,,209
Guercino (Francesco Barbieri),E53 Place,,Bologna/Rome,圭尔奇诺，博洛尼亚画派大师,refusal of Charles I's invitation to England,,178
Guercino (Francesco Barbieri),E53 Place,,Bologna/Rome,圭尔奇诺，博洛尼亚画派大师,St Peter,,182
Guercino (Francesco Barbieri),E53 Place,,Bologna/Rome,圭尔奇诺，博洛尼亚画派大师,St William of Aquitaine,,238
Guercino (Francesco Barbieri),E53 Place,,Bologna/Rome,圭尔奇诺，博洛尼亚画派大师,Scene from the Life of Cato,,185
Guercino (Francesco Barbieri),E53 Place,,Bologna/Rome,圭尔奇诺，博洛尼亚画派大师,Semiramis,,"177, 178n"
Guercino (Francesco Barbieri),E53 Place,,Bologna/Rome,圭尔奇诺，博洛尼亚画派大师,Venus mourning over the Death of Adonis,,182
Guercino (Francesco Barbieri),E53 Place,,Bologna/Rome,圭尔奇诺，博洛尼亚画派大师,War between the Romans and the Sabines,,185
Guercino (Francesco Barbieri),E53 Place,,Bologna/Rome,圭尔奇诺，博洛尼亚画派大师,work for Don Antonio Ruffo,,"14, 209, 210"
"Guicciardini, Francesco",E53 Place,,Florence,文艺复兴历史学家,,,
"Guicciardini, Francesco",E53 Place,,Florence,文艺复兴历史学家,Histories,,299
"Guidi, Domenico",E21 Person,,Rome,罗马巴洛克雕塑家,,,"189, 198"
"Guidi, Domenico",E21 Person,,Rome,罗马巴洛克雕塑家,drawings of Prudence and Justice,,198
"Guidi, Domenico",E21 Person,,Rome,罗马巴洛克雕塑家,Fame inscribing the glories of Louis XIV,,189
"Guidi, Domenico",E21 Person,,Rome,罗马巴洛克雕塑家,sculptured groups for gardens at Versailles,,189
"Guidiccioni, Lelio",E21 Person,,,,,,121
"Guidotti, Paolo",E21 Person,,,,,,14
Gustavus III of Sweden,E21 Person,,Sweden,瑞典国王，艺术赞助人,,,366
Gustavus Adolphus of Sweden,E21 Person,,Sweden,瑞典国王,,,193
"Guzman, Gasparo de Haro y",E21 Person,,,,"see under Carpio, Marchese del",,
