Index_Main Entry,CIDOC_Type,Index_Location,Proposed Location,备注/来源,Index_Sub-entry,Index_Detail,Index_Page Numbers
"Testi, Fulvio",E21 Person,,,,,,"17n, 348"
"Teti, Girolamo",E21 Person,,,,,,"52n, 56"
Theatines,E74 Group,,Rome,天主教修会 (Theatines),,,
Theatines,E74 Group,,Rome,天主教修会 (Theatines),church in Munich,,193
Theatines,E74 Group,,Rome,天主教修会 (Theatines),in Paris,,186
Theatines,E74 Group,,Rome,天主教修会 (Theatines),in Rome,,"71, 72, 76, 78"
"Théodon, Jean Baptiste",E21 Person,,Rome,法国巴洛克雕塑家,,,"92, 400"
"Théodon, Jean Baptiste",E21 Person,,Rome,法国巴洛克雕塑家,Faith crushing Idolatry,,92
"Thornhill, Sir James",E21 Person,,London,英国巴洛克壁画家,,,286
"Tiepolo, Giambattista",E21 Person,,Venice/Würzburg/Madrid,威尼斯洛可可壁画大师,,,"xvii, 192, 214, 246, 248, 250, 252, 254, 255, 256, 262, 264, 265, 266, 267, 268, 269n, 270, 271, 272, 276, 279, 293, 296, 297, 302, 309, 315, 322, 323, 332, 333, 342, 343, 344, 345, 361, 374, 376, 377, 383n, 393, 405n, 406, 409"
"Tiepolo, Giambattista",E21 Person,,Venice/Würzburg/Madrid,威尼斯洛可可壁画大师,admiration for Castiglione,,267
"Tiepolo, Giambattista",E21 Person,,Venice/Würzburg/Madrid,威尼斯洛可可壁画大师,altarpieces for royal chapel at Aranjuez,,297
"Tiepolo, Giambattista",E21 Person,,Venice/Würzburg/Madrid,威尼斯洛可可壁画大师,and F. Algarotti,,"347, 349, 351, 352, 353, 354, 355, 357, 359, 360"
"Tiepolo, Giambattista",E21 Person,,Venice/Würzburg/Madrid,威尼斯洛可可壁画大师,and F. Algarotti,mutual influence,354
"Tiepolo, Giambattista",E21 Person,,Venice/Würzburg/Madrid,威尼斯洛可可壁画大师,and F. Algarotti,unfinished portrait of Algarotti,359
"Tiepolo, Giambattista",E21 Person,,Venice/Würzburg/Madrid,威尼斯洛可可壁画大师,and Scuola del Carmine,,273
"Tiepolo, Giambattista",E21 Person,,Venice/Würzburg/Madrid,威尼斯洛可可壁画大师,Apotheosis of Pisani,,254
"Tiepolo, Giambattista",E21 Person,,Venice/Würzburg/Madrid,威尼斯洛可可壁画大师,Banquet of Cleopatra,,"256, 257, 298, 352, 353"
"Tiepolo, Giambattista",E21 Person,,Venice/Würzburg/Madrid,威尼斯洛可可壁画大师,Banquet of Cleopatra,modello,"352, 353"
"Tiepolo, Giambattista",E21 Person,,Venice/Würzburg/Madrid,威尼斯洛可可壁画大师,Banquet of Cleopatra,F. Algarotti and,353
"Tiepolo, Giambattista",E21 Person,,Venice/Würzburg/Madrid,威尼斯洛可可壁画大师,Bath of Diana,,354
"Tiepolo, Giambattista",E21 Person,,Venice/Würzburg/Madrid,威尼斯洛可可壁画大师,belief in Venetian ancien régime,,"246, 257"
"Tiepolo, Giambattista",E21 Person,,Venice/Würzburg/Madrid,威尼斯洛可可壁画大师,Brutus killing Arruns,,252n
"Tiepolo, Giambattista",E21 Person,,Venice/Würzburg/Madrid,威尼斯洛可可壁画大师,Continence of Scipio,,256
"Tiepolo, Giambattista",E21 Person,,Venice/Würzburg/Madrid,威尼斯洛可可壁画大师,Danaë,,293
"Tiepolo, Giambattista",E21 Person,,Venice/Würzburg/Madrid,威尼斯洛可可壁画大师,drawings in Pietro Monaco collection,,345
"Tiepolo, Giambattista",E21 Person,,Venice/Würzburg/Madrid,威尼斯洛可可壁画大师,drawings of Oriental heads,,260n
"Tiepolo, Giambattista",E21 Person,,Venice/Würzburg/Madrid,威尼斯洛可可壁画大师,early battle scenes and triumphs from Roman history,,252
"Tiepolo, Giambattista",E21 Person,,Venice/Würzburg/Madrid,威尼斯洛可可壁画大师,Education of the Virgin,,273
"Tiepolo, Giambattista",E21 Person,,Venice/Würzburg/Madrid,威尼斯洛可可壁画大师,Family of Darius before Alexander the Great,,256
"Tiepolo, Giambattista",E21 Person,,Venice/Würzburg/Madrid,威尼斯洛可可壁画大师,Flora,,353
"Tiepolo, Giambattista",E21 Person,,Venice/Würzburg/Madrid,威尼斯洛可可壁画大师,French admirers,,257
"Tiepolo, Giambattista",E21 Person,,Venice/Würzburg/Madrid,威尼斯洛可可壁画大师,frescoes in Udine,,253
"Tiepolo, Giambattista",E21 Person,,Venice/Würzburg/Madrid,威尼斯洛可可壁画大师,frescoes and portraits for Labia family,,"257, 262"
"Tiepolo, Giambattista",E21 Person,,Venice/Würzburg/Madrid,威尼斯洛可可壁画大师,"frescoes of scenes from Homer, Virgil, Tasso, and Ariosto for Valmarana family",,258
"Tiepolo, Giambattista",E21 Person,,Venice/Würzburg/Madrid,威尼斯洛可可壁画大师,Judgment of Solomon,,253
"Tiepolo, Giambattista",E21 Person,,Venice/Würzburg/Madrid,威尼斯洛可可壁画大师,Madonna del Carmelo,,"270, 273"
"Tiepolo, Giambattista",E21 Person,,Venice/Würzburg/Madrid,威尼斯洛可可壁画大师,Maecenas,,353
"Tiepolo, Giambattista",E21 Person,,Venice/Würzburg/Madrid,威尼斯洛可可壁画大师,Martyrdom of St John the Bishop,,262
"Tiepolo, Giambattista",E21 Person,,Venice/Würzburg/Madrid,威尼斯洛可可壁画大师,modello of Beheading of St John the Baptist,,293
"Tiepolo, Giambattista",E21 Person,,Venice/Würzburg/Madrid,威尼斯洛可可壁画大师,Neptune paying Homage to Venice,,246
"Tiepolo, Giambattista",E21 Person,,Venice/Würzburg/Madrid,威尼斯洛可可壁画大师,payments to,,273
"Tiepolo, Giambattista",E21 Person,,Venice/Würzburg/Madrid,威尼斯洛可可壁画大师,Powers of Eloquence,,256
"Tiepolo, Giambattista",E21 Person,,Venice/Würzburg/Madrid,威尼斯洛可可壁画大师,prices,,262
"Tiepolo, Giambattista",E21 Person,,Venice/Würzburg/Madrid,威尼斯洛可可壁画大师,Reception of Henri III of France by the Contarini,,357
"Tiepolo, Giambattista",E21 Person,,Venice/Würzburg/Madrid,威尼斯洛可可壁画大师,St Dominic instituting the Rosary,,271
"Tiepolo, Giambattista",E21 Person,,Venice/Würzburg/Madrid,威尼斯洛可可壁画大师,St Helen finding the True Cross,,271
"Tiepolo, Giambattista",E21 Person,,Venice/Würzburg/Madrid,威尼斯洛可可壁画大师,"Saints Agnes, Rose and Catherine",,271
"Tiepolo, Giambattista",E21 Person,,Venice/Würzburg/Madrid,威尼斯洛可可壁画大师,sketch of the Rape of Ganymede,,377
"Tiepolo, Giambattista",E21 Person,,Venice/Würzburg/Madrid,威尼斯洛可可壁画大师,Strength protecting Wisdom,,254
"Tiepolo, Giambattista",E21 Person,,Venice/Würzburg/Madrid,威尼斯洛可可壁画大师,Triumph of the Arts,,256
"Tiepolo, Giambattista",E21 Person,,Venice/Würzburg/Madrid,威尼斯洛可可壁画大师,Triumph of the Faith,,272
"Tiepolo, Giambattista",E21 Person,,Venice/Würzburg/Madrid,威尼斯洛可可壁画大师,Vari Capricci,,"344, 380"
"Tiepolo, Giambattista",E21 Person,,Venice/Würzburg/Madrid,威尼斯洛可可壁画大师,views on his patrons,,253
"Tiepolo, Giambattista",E21 Person,,Venice/Würzburg/Madrid,威尼斯洛可可壁画大师,visit to Madrid at instigation of Venetian government,,246
"Tiepolo, Giambattista",E21 Person,,Venice/Würzburg/Madrid,威尼斯洛可可壁画大师,"work in Palazzo Clerici, Milan",,273n
"Tiepolo, Giambattista",E21 Person,,Venice/Würzburg/Madrid,威尼斯洛可可壁画大师,work for Corner,,252
"Tiepolo, Giambattista",E21 Person,,Venice/Würzburg/Madrid,威尼斯洛可可壁画大师,work for Dolfin,,"252, 253"
"Tiepolo, Giambattista",E21 Person,,Venice/Würzburg/Madrid,威尼斯洛可可壁画大师,work for Valmarana family,,258
"Tiepolo, Giambattista",E21 Person,,Venice/Würzburg/Madrid,威尼斯洛可可壁画大师,work in Würzburg,,296
"Tiepolo, Giambattista",E21 Person,,Venice/Würzburg/Madrid,威尼斯洛可可壁画大师,work in Würzburg,Apollo conducting Frederick Barbarossa's bride,296
"Tiepolo, Giambattista",E21 Person,,Venice/Würzburg/Madrid,威尼斯洛可可壁画大师,work in Würzburg,Bishop Harold von Hocheim being invested with the princedom by the Emperor in 1163,296
"Tiepolo, Giambattista",E21 Person,,Venice/Würzburg/Madrid,威尼斯洛可可壁画大师,work in Würzburg,Marriage of the couple being blessed by the Bishop of Würzburg in 1156,296
"Tiepolo, Giambattista",E21 Person,,Venice/Würzburg/Madrid,威尼斯洛可可壁画大师,work in Würzburg,The Four Continents paying homage to Karl Philip von Greiffenklau,296
"Tiepolo, Gian Domenico",E21 Person,,Venice,Giambattista之子,,,"253n, 323, 374, 377, 380"
"Tiepolo, Gian Domenico",E21 Person,,Venice,Giambattista之子,drawings and scenes from rural life,,325
"Tiepolo, Gian Domenico",E21 Person,,Venice,Giambattista之子,paintings in S. Polo of Via Crucis,,323
Tintoretto,E21 Person,,Venice,威尼斯画派大师,,,"241, 248, 313, 373"
Tintoretto,E21 Person,,Venice,威尼斯画派大师,Fortitude,,313
Tintoretto,E21 Person,,Venice,威尼斯画派大师,Temperance,,313
Titian,E21 Person,,Venice,威尼斯画派泰斗,,,"19, 38, 39, 54, 56, 97, 114, 128, 160, 181, 184, 192, 222, 231, 241, 262, 283, 340, 348, 354, 359, 373, 374, 401"
Titian,E21 Person,,Venice,威尼斯画派泰斗,"Andrians, The",,25
Titian,E21 Person,,Venice,威尼斯画派泰斗,Bacchanals,,171
Titian,E21 Person,,Venice,威尼斯画派泰斗,Bacchus and Ariadne,,25
Titian,E21 Person,,Venice,威尼斯画派泰斗,Holy Family with St Catherine,,38
Titian,E21 Person,,Venice,威尼斯画派泰斗,St Peter Martyr,,233
Titian,E21 Person,,Venice,威尼斯画派泰斗,Venus del Pardo,,185
Titian,E21 Person,,Venice,威尼斯画派泰斗,Worship of Venus,,"25, 105, 171"
Titles granted to artists,E28 Conceptual Object,,,,,,19
"Tofts, Katherine",E21 Person,,,,,,302
"Toni, Don Pietro Antonio",E21 Person,,Venice,威尼斯赞助人,,,"345, 346"
"Toni, Don Pietro Antonio",E21 Person,,Venice,威尼斯赞助人,and P. A. Novelli,,345
"Toni, Don Pietro Antonio",E21 Person,,Venice,威尼斯赞助人,and S. Ricci,,345
"Toninotto, Padre Giuseppe",E21 Person,,,,,,376
"Torcellan, Gianfranco",E21 Person,,,,,,394
"Torelli, Felice",E21 Person,,Bologna,博洛尼亚画家,,,"203, 227, 348"
"Torelli, Felice",E21 Person,,Bologna,博洛尼亚画家,commission from Stefano Conti,,389
"Torelli, Giacomo",E21 Person,,Venice/Paris,舞台设计师,,,"182, 183"
"Torelli, Giuseppe",E21 Person,,,,,,389
"Torresani, Andrea",E21 Person,,,,,,266
"Trevisani, Francesco",E53 Place,,Rome,活跃于罗马的威尼斯/罗马画派画家,,,"7, 129, 164, 194, 227, 233n, 282"
"Trevisani, Francesco",E53 Place,,Rome,活跃于罗马的威尼斯/罗马画派画家,portrait of Cardinal Ottoboni,,164n
"Trevisani, Francesco",E53 Place,,Rome,活跃于罗马的威尼斯/罗马画派画家,work for Cardinal Ottoboni,,164
"Triga, G.",E21 Person,,,,,,xviii
"Triva, Antonio",E21 Person,,,,,,193
"Tron, Caterina Dolfin",E21 Person,,,,,,318
"Troy, François de",E21 Person,,,,,,285
"Tubeuf, Jacques",E21 Person,,,,,,181
"Tura, Cosimo",E21 Person,,Ferrara,费拉拉画派创始人,,,
"Tura, Cosimo",E21 Person,,Ferrara,费拉拉画派创始人,Pietà,,382
"Turchi, Alessandro",E21 Person,,Verona/Rome,维罗纳画家 (l'Orbetto),,,
"Turchi, Alessandro",E21 Person,,Verona/Rome,维罗纳画家 (l'Orbetto),Death of Cleopatra,,185
Turin,E53 Place,,Turin,萨伏伊王朝首都,,,
Turin,E53 Place,,Turin,萨伏伊王朝首都,art patronage in late 17th century,,202
Turin,E53 Place,,Turin,萨伏伊王朝首都,Venetian artists and,,"296, 297"
