Index_Main Entry,CIDOC_Type,Index_Location,Proposed Location,备注/来源,Index_Sub-entry,Index_Detail,Index_Page Numbers
"Panciatichi, Senator Francesco",E53 Place,,,,,,212n
"Panfi, Romolo",E21 Person,,,,,,233n
"Pannini, Giovanni Paolo",E21 Person,,Rome,罗马维杜塔画家,,,"297n, 307, 308, 351, 357, 358, 393"
"Pannini, Giovanni Paolo",E21 Person,,Rome,罗马维杜塔画家,Interior of the Pantheon,,357
"Paolini, Pietro",E21 Person,,Lucca,卢卡画家 (卡拉瓦乔派),,,
"Paolini, Pietro",E21 Person,,Lucca,卢卡画家 (卡拉瓦乔派),Death of Wallenstein,,139
Papal states,E53 Place,,Rome,教皇国,,,
Papal states,E53 Place,,Rome,教皇国,increasing poverty,,"149, 150, 152, 161, 162"
Papal states,E53 Place,,Rome,教皇国,wealth of in 1623,,32
"Pareja, Juan de",E21 Person,,,,Velasquez portrait of,,222
"Parigi, Giulio",E21 Person,,,,,,95
"Paris, Venetian 18th-century artists in",E74 Group,,Paris,巴黎的威尼斯艺术家,,,"284, 285"
"Paris, Venetian 18th-century artists in",E74 Group,,Paris,巴黎的威尼斯艺术家,see also under French patronage,,
"Parma, Academy",E74 Group,,,,,,385
"Parma, Dukes of",E21 Person,,,,see under Farnese,,
"Parmigianino, Francesco",E53 Place,,Parma,样式主义大师,,,"30, 103, 222, 341, 343"
"Parmigianino, Francesco",E53 Place,,Parma,样式主义大师,Madonna del Collo Lungo,,222
"Parodi, Domenico",E21 Person,,,,,,"200, 201"
"Pascoli, Lione",E21 Person,,Rome,艺术传记作家,,,324
"Pasinelli, Lorenzo",E21 Person,,Bologna,博洛尼亚画家,,,197
"Pasquali, Giambattista",E21 Person,,Venice,威尼斯出版商 (Smith赞助),,,"299, 301, 306, 320, 334, 336, 337, 338, 394"
"Pasquali, Giambattista",E21 Person,,Venice,威尼斯出版商 (Smith赞助),and Carlo Lodoli,,"337, 338"
"Pasquali, Giambattista",E21 Person,,Venice,威尼斯出版商 (Smith赞助),and Joseph Smith,,337
"Pasquali, Giambattista",E21 Person,,Venice,威尼斯出版商 (Smith赞助),books illustrating paintings by Cignani and Ricci,,337
"Pasquali, Giambattista",E21 Person,,Venice,威尼斯出版商 (Smith赞助),Dactylografia Smithiana,,337
"Pasquali, Giambattista",E21 Person,,Venice,威尼斯出版商 (Smith赞助),Beatae Mariae Virginis Officium,,337
"Pasquali, Giambattista",E21 Person,,Venice,威尼斯出版商 (Smith赞助),difficulties with censorship,,337
"Pasquali, Giambattista",E21 Person,,Venice,威尼斯出版商 (Smith赞助),edition of Goldoni's works,,"337, 338"
"Pasquali, Giambattista",E21 Person,,Venice,威尼斯出版商 (Smith赞助),works of scientific popularization,,338
"Pasquetti, Leonardo",E21 Person,,,,,,346
"Passante, Bartolommeo",E21 Person,,,,,,206
"Passarowitz, Peace of",E5 Event,,,,,,246
"Passeri, Giambattista",E21 Person,,,,,,"3, 7, 19, 26, 27, 73, 134, 138, 145, 149"
"Passignani, Domenico",E21 Person,,,,,,"26, 30, 94"
"Patriarch, Gaspare",E22 Man-Made Object,,,,,,"323n, 360n"
Patron-artist relation,E28 Conceptual Object,,,,17th century,,"6, 7, 8"
"Paul V, Pope",E21 Person,,,,"see under Borghese, Camillo",,
"Pedozzi, Padre Jacopo",E21 Person,,,,,,270
"Peiresc, Nicolas-Claude-Fabri de",E21 Person,,,,,,"30, 100, 107n"
"Pellegrini, Giovanni Antonio",E21 Person,,Venice,威尼斯洛可可画家,,,"251, 258, 276, 282n, 283, 307, 335, 341, 345, 346"
"Pellegrini, Giovanni Antonio",E21 Person,,Venice,威尼斯洛可可画家,and Crozat,,"284, 285"
"Pellegrini, Giovanni Antonio",E21 Person,,Venice,威尼斯洛可可画家,Fall of Phaeton,,283
"Pellegrini, Giovanni Antonio",E21 Person,,Venice,威尼斯洛可可画家,Mississippi Gallery of Banque Royale,,"284, 285, 292"
"Pellegrini, Giovanni Antonio",E21 Person,,Venice,威尼斯洛可可画家,"work for Johann Wilhelm, Elector Palatinate",,284
"Pellegrini, Giovanni Antonio",E21 Person,,Venice,威尼斯洛可可画家,work in Amsterdam and Antwerp,,284
"Pellegrini, Giovanni Antonio",E21 Person,,Venice,威尼斯洛可可画家,work in Dresden,,"293, 294"
"Pellegrini, Giovanni Antonio",E21 Person,,Venice,威尼斯洛可可画家,work in Düsseldorf,,284
"Pellegrini, Giovanni Antonio",E21 Person,,Venice,威尼斯洛可可画家,work in England,,"278, 279, 281, 284"
"Pellegrini, Giovanni Antonio",E21 Person,,Venice,威尼斯洛可可画家,work in Paris,,"284, 285"
Pepoli palace,E22 Man-Made Object,Bologna,,,,,238
"Pepusch, Dr",E21 Person,,,,,,281
"Peretti, Felice (Pope Sixtus V)",E21 Person,,Rome,教皇西克斯图斯五世,,,"4, 15, 24, 25"
"Peretti, Prince",E21 Person,,,,,,42
"Peretti-Montalto, Cardinal Alessandro",E21 Person,,Rome,罗马红衣主教,,,"4, 5, 6, 71, 72"
"Peretti-Montalto, Cardinal Alessandro",E21 Person,,Rome,罗马红衣主教,and S. Andrea della Valle,,"71, 72"
"Peri, Pellegrino",E21 Person,,,,,,122
"Permoser, Balthasar",E21 Person,,Dresden/Florence,巴洛克雕塑家,,,
"Permoser, Balthasar",E21 Person,,Dresden/Florence,巴洛克雕塑家,Apotheosis of Prince Eugene,,201
"Perrot, Joseph",E21 Person,,,,,,291n
"Perugini, Giovanni",E21 Person,,,,,,"21, 219"
"Perugino, Pietro",E21 Person,,,,,,"56, 175"
"Perusini, Giovanni",E21 Person,,,,,,122n
"Pesaro, Leonardo",E21 Person,,,,,,249
Pesaro palace,E22 Man-Made Object,Venice,,,,,249
"Pesci, Prospero",E21 Person,,,,,,"357n, 358, 359"
"Pesne, Antoine",E21 Person,,Berlin,普鲁士宫廷画家,,,
"Pesne, Antoine",E21 Person,,Berlin,普鲁士宫廷画家,portraits of Frederick the Great and of Queen of Prussia,,316
"Petau, P. Denis",E21 Person,,,,,,109
"Peterborough, 3rd Earl of",E21 Person,,,,,,200n
Petrarch,E22 Man-Made Object,,Italy,人文主义诗人,,,339
Petrarch,E22 Man-Made Object,,Italy,人文主义诗人,statue of in Prà della Valle,,366
"Petty, William",E21 Person,,,,,,"97, 179"
Philip II of Spain,E53 Place,,Madrid,西班牙国王,,,170
Philip IV of Spain,E53 Place,,Madrid,西班牙国王 (Velasquez赞助人),,,"172, 173, 384"
Philip IV of Spain,E53 Place,,Madrid,西班牙国王 (Velasquez赞助人),equestrian statue by Tacca,,174n
"Philip Neri, St",E21 Person,,,,,,"24, 64, 69, 77"
"Pian, Giovanni del",E21 Person,,,,,,376
"Piastrini, G. D.",E21 Person,,,,,,xviii
"Piazzetta, Giovanni Battista",E21 Person,,Venice,威尼斯画家,,,"262, 264, 265, 266, 268, 269n, 270, 271, 273, 288, 293, 304, 312, 315, 324, 333, 337n, 340, 345, 351, 375, 376, 377n, 407"
"Piazzetta, Giovanni Battista",E21 Person,,Venice,威尼斯画家,and Francesco Algarotti,,355
"Piazzetta, Giovanni Battista",E21 Person,,Venice,威尼斯画家,and Zaccaria Sagredo,,265
"Piazzetta, Giovanni Battista",E21 Person,,Venice,威尼斯画家,Angelo Custode,,"262, 263n, 265"
"Piazzetta, Giovanni Battista",E21 Person,,Venice,威尼斯画家,Assumption of the Virgin,,296
"Piazzetta, Giovanni Battista",E21 Person,,Venice,威尼斯画家,as Marshal Schulenburg's agent in purchase of pictures,,314
"Piazzetta, Giovanni Battista",E21 Person,,Venice,威尼斯画家,book illustration for Albrizzi,,"334, 335, 336"
"Piazzetta, Giovanni Battista",E21 Person,,Venice,威尼斯画家,Beggar holding a Rosary,,314
"Piazzetta, Giovanni Battista",E21 Person,,Venice,威尼斯画家,Caesar and the Corsairs of Cilicia,,355
"Piazzetta, Giovanni Battista",E21 Person,,Venice,威尼斯画家,Death of Darius,,355n
"Piazzetta, Giovanni Battista",E21 Person,,Venice,威尼斯画家,Girl with a Basket of Chickens,,314
"Piazzetta, Giovanni Battista",E21 Person,,Venice,威尼斯画家,Glory of St Dominic,,270
"Piazzetta, Giovanni Battista",E21 Person,,Venice,威尼斯画家,illustrations for Gerusalemme Liberata,,"335, 336"
"Piazzetta, Giovanni Battista",E21 Person,,Venice,威尼斯画家,Judith with the Head of Holofernes,,270
"Piazzetta, Giovanni Battista",E21 Person,,Venice,威尼斯画家,Monument to Lord Somers (McSwiny's British Worthies),,289n
"Piazzetta, Giovanni Battista",E21 Person,,Venice,威尼斯画家,Mucius Scaevola at the Altar,,355n
"Piazzetta, Giovanni Battista",E21 Person,,Venice,威尼斯画家,Pastorals painted for Marshal Schulenburg,,314
"Piazzetta, Giovanni Battista",E21 Person,,Venice,威尼斯画家,portraits and other paintings for Marshal Schulenburg,,"312, 313, 314"
"Piazzetta, Giovanni Battista",E21 Person,,Venice,威尼斯画家,prices,,262
"Piazzetta, Giovanni Battista",E21 Person,,Venice,威尼斯画家,Religion trampling on Heresy,,335n
"Piazzetta, Giovanni Battista",E21 Person,,Venice,威尼斯画家,Sacrifice of Iphigenia,,336
"Piazzetta, Giovanni Battista",E21 Person,,Venice,威尼斯画家,St Philip Neri and the Virgin,,273
"Piazzetta, Giovanni Battista",E21 Person,,Venice,威尼斯画家,Standard Bearer,,295
"Piazzetta, Giovanni Battista",E21 Person,,Venice,威尼斯画家,Three Dominican Saints,,271
"Picart, Bernard",E21 Person,,Amsterdam,法国版画家,,,370
"Piccino, Jacopo",E21 Person,,,,,,408
"Piccolomini d'Aragona, Donna Costanza",E21 Person,,,,,,71
"Pietri, Pietro di",E21 Person,,,,,,xviii
"Pignatelli, Antonio (Pope Innocent XII)",E21 Person,,,,,,"221, 222"
"Pilati, Carlo Antonio",E21 Person,,,,,,"318, 336"
"Pinacci, Giuseppe",E21 Person,,,,,,"191, 233n"
"Pinelli, Maffeo",E21 Person,,,,,,"339, 340, 408"
"Pio, Cardinal",E21 Person,,,,,,6n
"Pio, Prince",E21 Person,,,,,,128
"Piola, Paolo Girolamo",E21 Person,,Genoa,热那亚画家,,,"xvii, 8n, 10, 166n, 197"
"Piola, Paolo Girolamo",E21 Person,,Genoa,热那亚画家,Danita,,195
"Piranesi, Francesco",E53 Place,,,,,,366
"Piranesi, Giovanni Battista",E21 Person,,Rome,威尼斯出生的罗马版画家/建筑师,,,"309, 358, 370"
"Pisa, Treaty of",E5 Event,,,,,,153
"Pisanello, Antonio",E21 Person,,,,,,148
"Pisani, Almorò",E21 Person,,,,,,"260, 261"
"Pisani, Giorgio",E21 Person,,Venice,威尼斯贵族/改革家,,,"325, 326, 327, 408"
"Pisani, Giorgio",E21 Person,,Venice,威尼斯贵族/改革家,arrest,,327
"Pisani, Giorgio",E21 Person,,Venice,威尼斯贵族/改革家,election as Procuratore di San Marco,,326
"Pisani, Giorgio",E21 Person,,Venice,威尼斯贵族/改革家,poems and pamphlets in support of,,"326, 328"
Pisani palace,E22 Man-Made Object,Venice,,,,,"254, 255"
"Pitt, William, the Elder",E21 Person,,,,,,"310n, 356, 409"
"Pitteri, Marco",E21 Person,,,,,,"260, 312, 222n"
Pitti Palace,E22 Man-Made Object,Florence,,,,,"174, 217, 235, 239, 240"
"Pittoni, Giovan Battista",E21 Person,,Venice,威尼斯画家,,,"214, 260n, 288, 296, 297, 315n, 345, 351, 361, 374"
"Pittoni, Giovan Battista",E21 Person,,Venice,威尼斯画家,Agrippina being killed on the orders of her son Nero,,294
"Pittoni, Giovan Battista",E21 Person,,Venice,威尼斯画家,German patrons,,313
"Pittoni, Giovan Battista",E21 Person,,Venice,威尼斯画家,history paintings for Marshal Schulenburg,,313
"Pittoni, Giovan Battista",E21 Person,,Venice,威尼斯画家,Monuments to (McSwiny's British Worthies),,
"Pittoni, Giovan Battista",E21 Person,,Venice,威尼斯画家,Monuments to (McSwiny's British Worthies),Archbishop Tillotson,289n
"Pittoni, Giovan Battista",E21 Person,,Venice,威尼斯画家,Monuments to (McSwiny's British Worthies),Isaac Newton,289n
"Pittoni, Giovan Battista",E21 Person,,Venice,威尼斯画家,Monuments to (McSwiny's British Worthies),Lord Dorset,289n
"Pittoni, Giovan Battista",E21 Person,,Venice,威尼斯画家,Monuments to (McSwiny's British Worthies),Lord Stanhope,289n
"Pittoni, Giovan Battista",E21 Person,,Venice,威尼斯画家,Nero being shown the corpse of Seneca,,294
Platnerus,E21 Person,,Rome,可能是Platner (考古学家),,,
Platnerus,E21 Person,,Rome,可能是Platner (考古学家),Institutiones Chirurgicae,,336
Plutarch,E22 Man-Made Object,,,,,,143
"Po, Giacomo del",E21 Person,,,,,,"200, 201"
"Podestà, Andrea",E21 Person,,,,,,"97, 105, 184n"
"Poelenburgh, Cornelius",E21 Person,,,,,,206
Poggio a Caiano,E53 Place,,Florence,美第奇别墅,,,"235, 236, 240"
"Polazzo, Francesco",E53 Place,,,,,,260n
"Poleni, Marchese Giovanni",E22 Man-Made Object,,,,,,"201, 367"
"Pöllnitz, Baron de",E21 Person,,,,,,283
"Pomarance, Niccolò Circignani dalle",E21 Person,,,,,,"67, 399"
Pomerancio,E21 Person,,,,"see under Roncalli, Cristoforo",,
Pommersfelden,E53 Place,,Germany,Schönborn家族宫殿,,,194
"Pompeati, Domenico",E21 Person,,,,,,394
"Poore, Edward",E21 Person,,,,,,374
"Pöppelmann, Matthes Daniel",E21 Person,,,,,,294
"Pordenone, Giovanni Antonio da",E21 Person,,,,,,241
"Porta, Giacomo della",E21 Person,,Rome,建筑师,,,"71, 91"
"Porta, Guglielmo della",E21 Person,,Rome,雕塑家,,,
"Porta, Guglielmo della",E21 Person,,Rome,雕塑家,tomb of Paul III,,"41, 103"
"Portland, Henry, first Duke of",E21 Person,,London,英国贵族,,,"279, 280"
"Portland, Henry, first Duke of",E21 Person,,London,英国贵族,and Sebastiano Ricci,,280
"Portland, Henry, first Duke of",E21 Person,,London,英国贵族,Bulstrode Park,,280
"Portland, Henry, first Duke of",E21 Person,,London,英国贵族,Rigaud portrait,,280
"Pourbus, Franz, the Younger",E21 Person,,,,,,174
"Poussin, Gaspard",E21 Person,,,,"see under Dughet, Gaspard",,
"Poussin, Nicolas",E21 Person,,Rome,活跃于罗马的法国古典主义大师,,,"15, 28, 44, 45, 46, 57, 95, 101n, 110, 113, 114, 115n, 120, 121n, 124, 128, 142, 146, 159, 166, 172, 173, 175, 176, 180, 181, 197, 341, 353, 354, 384, 401"
"Poussin, Nicolas",E21 Person,,Rome,活跃于罗马的法国古典主义大师,altarpieces,,120
"Poussin, Nicolas",E21 Person,,Rome,活跃于罗马的法国古典主义大师,and the Barberini,,"45, 46"
"Poussin, Nicolas",E21 Person,,Rome,活跃于罗马的法国古典主义大师,and Leonardo da Vinci,,"106, 112"
"Poussin, Nicolas",E21 Person,,Rome,活跃于罗马的法国古典主义大师,and Marino,,38
"Poussin, Nicolas",E21 Person,,Rome,活跃于罗马的法国古典主义大师,and Camillo Massimi,,"112, 117, 118"
"Poussin, Nicolas",E21 Person,,Rome,活跃于罗马的法国古典主义大师,and Cassiano dal Pozzo,,"46n, 104, 105, 106, 107, 114"
"Poussin, Nicolas",E21 Person,,Rome,活跃于罗马的法国古典主义大师,Annunciation,,120n
"Poussin, Nicolas",E21 Person,,Rome,活跃于罗马的法国古典主义大师,Apollo and Daphne,,118
"Poussin, Nicolas",E21 Person,,Rome,活跃于罗马的法国古典主义大师,Arcadian Shepherds,,
"Poussin, Nicolas",E21 Person,,Rome,活跃于罗马的法国古典主义大师,Arcadian Shepherds,first version,117
"Poussin, Nicolas",E21 Person,,Rome,活跃于罗马的法国古典主义大师,Arcadian Shepherds,second version,57
"Poussin, Nicolas",E21 Person,,Rome,活跃于罗马的法国古典主义大师,Assumption of the Virgin,,"95, 105"
"Poussin, Nicolas",E21 Person,,Rome,活跃于罗马的法国古典主义大师,Aurora and Cephalus,,105
"Poussin, Nicolas",E21 Person,,Rome,活跃于罗马的法国古典主义大师,Bacchanals,,175
"Poussin, Nicolas",E21 Person,,Rome,活跃于罗马的法国古典主义大师,Camillus handing the Schoolmaster of the Falerii to his Pupils,,185
"Poussin, Nicolas",E21 Person,,Rome,活跃于罗马的法国古典主义大师,Capture of Jerusalem,,"44, 46n"
"Poussin, Nicolas",E21 Person,,Rome,活跃于罗马的法国古典主义大师,Capture of Jerusalem,second version,"45, 46n"
"Poussin, Nicolas",E21 Person,,Rome,活跃于罗马的法国古典主义大师,Dance of Human Life,,117
"Poussin, Nicolas",E21 Person,,Rome,活跃于罗马的法国古典主义大师,Death of Germanicus,,"45, 46n"
"Poussin, Nicolas",E21 Person,,Rome,活跃于罗马的法国古典主义大师,Diana and Endymion,,180
"Poussin, Nicolas",E21 Person,,Rome,活跃于罗马的法国古典主义大师,Funeral of Phocion,,114n
"Poussin, Nicolas",E21 Person,,Rome,活跃于罗马的法国古典主义大师,Holy Family with St Catherine,,105
"Poussin, Nicolas",E21 Person,,Rome,活跃于罗马的法国古典主义大师,illustrations to Cassiano dal Pozzo's edition of Leonardo's Trattato della pittura,,106
"Poussin, Nicolas",E21 Person,,Rome,活跃于罗马的法国古典主义大师,Inspiration du Poète,,180
"Poussin, Nicolas",E21 Person,,Rome,活跃于罗马的法国古典主义大师,King Midas,,117
"Poussin, Nicolas",E21 Person,,Rome,活跃于罗马的法国古典主义大师,Landscape with Man fleeing from Serpent,,114n
"Poussin, Nicolas",E21 Person,,Rome,活跃于罗马的法国古典主义大师,Landscape with St John,,48n
"Poussin, Nicolas",E21 Person,,Rome,活跃于罗马的法国古典主义大师,Landscape with St Matthew,,46n
"Poussin, Nicolas",E21 Person,,Rome,活跃于罗马的法国古典主义大师,Landscape with Woman washing her Feet,,114n
"Poussin, Nicolas",E21 Person,,Rome,活跃于罗马的法国古典主义大师,Mars and Venus,,105
"Poussin, Nicolas",E21 Person,,Rome,活跃于罗马的法国古典主义大师,Martyrdom of St Erasmus,,120n
"Poussin, Nicolas",E21 Person,,Rome,活跃于罗马的法国古典主义大师,Massacre of the Innocents,,"10n, 95"
"Poussin, Nicolas",E21 Person,,Rome,活跃于罗马的法国古典主义大师,Moses changing Aaron's Rod into a Serpent,,115
"Poussin, Nicolas",E21 Person,,Rome,活跃于罗马的法国古典主义大师,Moses trampling on Pharaoh's Crown,,114
"Poussin, Nicolas",E21 Person,,Rome,活跃于罗马的法国古典主义大师,Plague at Ashdod,,15
"Poussin, Nicolas",E21 Person,,Rome,活跃于罗马的法国古典主义大师,pressure on to return to France,,176
"Poussin, Nicolas",E21 Person,,Rome,活跃于罗马的法国古典主义大师,Rebecca and Eliezer,,113n
"Poussin, Nicolas",E21 Person,,Rome,活跃于罗马的法国古典主义大师,Rest on the Flight into Egypt,,57n
"Poussin, Nicolas",E21 Person,,Rome,活跃于罗马的法国古典主义大师,Sacrifice of Noah,,105
"Poussin, Nicolas",E21 Person,,Rome,活跃于罗马的法国古典主义大师,Samson,,"45, 46n"
"Poussin, Nicolas",E21 Person,,Rome,活跃于罗马的法国古典主义大师,Seven Sacraments,,"106, 107, 109, 110, 114"
"Poussin, Nicolas",E21 Person,,Rome,活跃于罗马的法国古典主义大师,Spring,,155
"Poussin, Nicolas",E21 Person,,Rome,活跃于罗马的法国古典主义大师,Tempest with Pyramus and Thisbe,,"112, 113, 114"
"Poussin, Nicolas",E21 Person,,Rome,活跃于罗马的法国古典主义大师,Triumph of Neptune and Amphitrite,,175
"Poussin, Nicolas",E21 Person,,Rome,活跃于罗马的法国古典主义大师,Truth uncovered by Time,,57
"Poussin, Nicolas",E21 Person,,Rome,活跃于罗马的法国古典主义大师,Virgin protecting the City of Spoleto,,46n
"Powis, Lord",E21 Person,,,,,,286
"Pozzi, Luigi",E21 Person,,,,,,362
"Pozzo, Andrea",E21 Person,,Rome/Vienna,耶稣会画家/建筑师 (透视法大师),,,"93n, 201, 223n"
"Pozzo, Andrea",E21 Person,,Rome/Vienna,耶稣会画家/建筑师 (透视法大师),work in S. Ignazio,,"88, 89, 90, 91, 92"
"Pozzo, Carlo Antonio dal",E21 Person,,,,,,"100, 101n, 104, 113"
"Pozzo, Cassiano dal",E21 Person,,Rome,著名古董学家/Poussin赞助人,,,"44, 45, 46, 59n, 78n, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 119, 123, 135, 166, 384, 400, 401"
"Pozzo, Cassiano dal",E21 Person,,Rome,著名古董学家/Poussin赞助人,and Barberini,,99
"Pozzo, Cassiano dal",E21 Person,,Rome,著名古董学家/Poussin赞助人,and Bernini,,"103, 104"
"Pozzo, Cassiano dal",E21 Person,,Rome,著名古董学家/Poussin赞助人,and Duquesnoy,,104
"Pozzo, Cassiano dal",E21 Person,,Rome,著名古董学家/Poussin赞助人,and Pietro da Cortona,,103
"Pozzo, Cassiano dal",E21 Person,,Rome,著名古董学家/Poussin赞助人,and Poussin,,"104, 105, 106, 107, 114"
"Pozzo, Cassiano dal",E21 Person,,Rome,著名古董学家/Poussin赞助人,and Testa,,"110, 111, 112"
"Pozzo, Cassiano dal",E21 Person,,Rome,著名古董学家/Poussin赞助人,and Vouet,,102
"Pozzo, Cassiano dal",E21 Person,,Rome,著名古董学家/Poussin赞助人,Bernini caricature,,100
"Pozzo, Cassiano dal",E21 Person,,Rome,著名古董学家/Poussin赞助人,edition of Leonardo's Trattato della pittura,,106
"Pozzo, Cassiano dal",E21 Person,,Rome,著名古董学家/Poussin赞助人,influence on artists,,114
"Pozzo, Cassiano dal",E21 Person,,Rome,著名古董学家/Poussin赞助人,interest in archaeology,,"101, 102, 104"
"Pozzo, Cassiano dal",E21 Person,,Rome,著名古董学家/Poussin赞助人,interest in Venetian painting,,105
"Pozzo, Cassiano dal",E21 Person,,Rome,著名古董学家/Poussin赞助人,museum,,"100, 101"
"Pozzo, Cassiano dal",E21 Person,,Rome,著名古董学家/Poussin赞助人,Museum Chartaceum,,"101, 102, 111, 113n"
"Pozzo, Cassiano dal",E21 Person,,Rome,著名古董学家/Poussin赞助人,religious views,,"107, 108, 109, 110"
"Pozzo, Cassiano dal",E21 Person,,Rome,著名古董学家/Poussin赞助人,scientific interests,,"98, 99"
"Pozzo, Cassiano dal",E21 Person,,Rome,著名古董学家/Poussin赞助人,situation after death of Urban VIII,,113
"Pozzo, Cassiano dal",E21 Person,,Rome,著名古董学家/Poussin赞助人,visit to Paris with Cardinal Francesco Barberini,,44
"Prati, Monsignor Ottaviano",E21 Person,,,,,,121n
"Preti, Mattia",E21 Person,,Naples/Malta,卡拉布里亚骑士，活跃于那不勒斯,,,"13n, 57, 78, 122, 149, 150, 189, 207, 208, 210, 212n"
"Preti, Mattia",E21 Person,,Naples/Malta,卡拉布里亚骑士，活跃于那不勒斯,Beheading of St Paul,,208
"Preti, Mattia",E21 Person,,Naples/Malta,卡拉布里亚骑士，活跃于那不勒斯,Crucifixion of St Peter,,208
"Preti, Mattia",E21 Person,,Naples/Malta,卡拉布里亚骑士，活跃于那不勒斯,Gaspar Roomer and,,"207, 208"
"Preti, Mattia",E21 Person,,Naples/Malta,卡拉布里亚骑士，活跃于那不勒斯,Marriage Feast at Cana,,"207, 208"
"Preti, Mattia",E21 Person,,Naples/Malta,卡拉布里亚骑士，活跃于那不勒斯,Martyrdom of St Bartholomew,,208
Prices paid to artists,E28 Conceptual Object,,,,,,"12n, 14, 16, 17, 88, 131, 135, 137, 170, 209, 218, 219, 220, 221, 226, 262, 273"
"Procaccini, Andrea",E21 Person,,,,,,"18, 20n"
"Procaccini, Ercole",E21 Person,,,,,,216
"Professional classes, patronage by",E21 Person,,,,in Italian provinces in 17th century,,"203, 204"
Provincial centres of art patronage,E28 Conceptual Object,,Italy,省级艺术赞助中心,in 17th century in Italy,,"199, 203-241"
Provincial centres of art patronage,E28 Conceptual Object,,Italy,省级艺术赞助中心,neglect of Roman painting,,215
Publishers in Venice,E53 Place,,,,,,"332, 333, 334, 335, 336, 337, 338, 339, 340"
"Pufendorf, Samuel",E21 Person,,,,,,320
"Puget, Pierre",E21 Person,,Marseille/Genoa,法国巴洛克雕塑家/画家,,,
"Puget, Pierre",E21 Person,,Marseille/Genoa,法国巴洛克雕塑家/画家,Assumption of the Virgin,,312
"Pulzone, Scipione",E21 Person,,Rome,肖像画家,,,66
