Original_Entry,Refined_Formal_Name,Refined_Category,Status/Notes
"Leopold I, Grand Duke of Tuscany","Leopold II, Holy Roman Emperor",Person,[Disambiguation] 托斯卡纳大公 Leopold I 继位为神圣罗马皇帝 Leopold II。
"Leopold I, Holy Roman Emperor","Leopold I, Holy Roman Emperor",Person,[Validation] 神圣罗马帝国皇帝。
"Leopold II, Holy Roman Emperor","Leopold II, Holy Roman Emperor",Person,[Validation] 同上。
Leopold Joseph von Daun,Leopold Joseph von Daun,Person,[Validation] 奥地利元帅。
"Leopold Wilhelm, Archduke",Archduke Leopold Wilhelm of Austria,Person,[Category Fix] 原文误标为 Man-Made Object。
Leopoldo de' Medici,Leopoldo de' Medici,Person,[Validation] 枢机主教/收藏家。
Leto Puliti,Leto Puliti,Person,[Validation] 历史学家。
Leto turning the Shepherds into Frogs,Leto turning the Shepherds into Frogs,Work,[Validation] 绘画主题。
"Letterini, Bartolommeo",Bartolomeo Letterini,Person,[Reconstruction] 威尼斯画家。
Library of King's College,King's College Library,Place,[Validation] 图书馆。
Liechtenstein Palace,Palais Liechtenstein (Vienna),Place,[Validation] 宫殿。
Liechtenstein family,Liechtenstein (Family),Group,[Validation] 贵族家族。
"Liechtenstein, Prince Wenzel of",Wenzel von Liechtenstein,Person,[Validation] 亲王。
Life of Christ series,Life of Christ (Series),Work,[Validation] 绘画/版画系列。
"Ligari, Gian Pietro",Pietro Ligari,Person,"[OCR Fix] ""Gian Pietro"" -> ""Pietro"" (Valtellina artist)。"
Lina Livan,Lina Livan,Person,[Validation] 档案学家。
Lina Montalto,Lina Montalto,Person,[Validation] 艺术史学家。
Lincean Academy,Accademia dei Lincei,Organization,[Category Fix] 原文误标为 Place。
Lione Pascoli,Lione Pascoli,Person,[Validation] 传记作家。
Lionel Cust,Lionel Cust,Person,[Validation] 艺术史学家。
Lionello Puppi,Lionello Puppi,Person,[Validation] 艺术史学家 (Palladio/Venice)。
Lita-Rose Betcherman,Lita-Rose Betcherman,Person,[Validation] 作家/历史学家 (Balthasar Gerbier)。
Liverpool,Liverpool,Place,[Validation] 城市。
Livio Mehus,Livio Mehus,Person,[Validation] 佛罗伦萨画家。
Livio Odescalchi,Livio Odescalchi,Person,[Validation] 罗马贵族/收藏家。
"Locke, John",John Locke,Person,[Validation] 哲学家。
"Lodoli, Padre Carlo",Carlo Lodoli,Person,[Reconstruction] 建筑理论家。
Lodovico Furlanetto,Lodovico Furlanetto,Person,[Validation] 威尼斯出版商。
Lodovico Grignani,Lodovico Grignani,Person,[Validation] 17世纪出版商 (Rome)。
Lodovico Ottavio Burnacini,Lodovico Ottavio Burnacini,Person,[Validation] 建筑师/设计师 (Vienna)。
Lodovico Rezzonico,Lodovico Rezzonico,Person,[Validation] 威尼斯贵族 (Procuratore)。
London,London,Place,[Validation] 城市。
Longhena,Baldassare Longhena,Person,[Disambiguation] 建筑师。
"Longhena, Baldassare",Baldassare Longhena,Person,[Validation] 建筑师。
"Longhi, Martino, the Elder",Martino Longhi the Elder,Person,[Validation] 建筑师。
"Longhi, Martino, the Younger",Martino Longhi the Younger,Person,[Validation] 建筑师。
"Lorca, Bernardino",Bernardino Lorca,Person,[Check Original] 可能是西班牙人。
Lord Byron,Lord Byron,Person,[Validation] 诗人。
Loredana Olivato,Loredana Olivato,Person,[Validation] 艺术史学家。
Lorenzini,Giovanni Antonio Lorenzini,Person,[Disambiguation] 版画家 (Fra Antonio)。
Lorenzo Cardella,Lorenzo Cardella,Person,[Validation] 历史学家 (Memorie storiche de' cardinali)。
Lorenzo Costa,Lorenzo Costa,Person,[Validation] 文艺复兴画家。
Lorenzo Magalotti,Lorenzo Magalotti,Person,[Validation] 外交官/科学家。
Lorenzo Masini,Lorenzo Masini,Person,[Validation] 佛罗伦萨贵族。
Lorenzo Mattielli,Lorenzo Mattielli,Person,[Validation] 维琴察雕塑家 (Vienna)。
Lorenzo Onofrio Colonna,Lorenzo Onofrio Colonna,Person,[Validation] 罗马亲王。
Lorenzo Pasinelli,Lorenzo Pasinelli,Person,[Validation] 博洛尼亚画家。
Lorenzo Raggi,Lorenzo Raggi,Person,[Validation] 枢机主教。
Lorenzo Rossi,Lorenzo Rossi,Person,[Validation] 人物。
Lorenzo da Ponte,Lorenzo Da Ponte,Person,[Validation] 剧作家。
Lorenzo de' Medici,Lorenzo de' Medici (the Magnificent),Person,[Disambiguation] 伟大的洛伦佐。
Lorenzo del Rosso,Lorenzo del Rosso,Person,[Validation] 建筑师。
Loreto,Loreto,Place,[Validation] 地点 (Santa Casa)。
"Lorraine, Duke of",Duke of Lorraine,Person,"[Ambiguity] 需区分 (Charles V, Leopold, etc.)。"
Lot and his Daughters,Lot and his Daughters,Work,[Validation] 绘画主题。
"Loth, Johann Karl",Johann Carl Loth,Person,[Validation] 威尼斯画家。
Lothar Franz von Sch?nborn,Lothar Franz von Schönborn,Person,"[OCR Fix] ""?"" -> ""ö""。美因茨选帝侯。"
Louis Batiffol,Louis Batiffol,Person,[Validation] 历史学家。
Louis Bordet,Louis Bordet,Person,[Validation] 旅行家。
Louis Demonts,Louis Demonts,Person,[Validation] 博物馆策展人。
Louis Hautecoeur,Louis Hautecœur,Person,[Validation] 艺术史学家。
Louis Le Nain,Louis Le Nain,Person,[Validation] 法国画家。
Louis Le Vau,Louis Le Vau,Person,[Validation] 法国建筑师。
Louis Phélypeaux de La Vrillière,"Louis Phélypeaux, marquis de La Vrillière",Person,[Validation] 法国政治家。
Louis Ponnelle,Louis Ponnelle,Person,[Validation] 历史学家。
Louis Richeome,Louis Richeome,Person,[Validation] 耶稣会作家 (La Peinture spirituelle)。
Louis XIII,Louis XIII,Person,[Validation] 法国国王。
Louis XIV,Louis XIV,Person,[Validation] 法国国王。
Louis XV,Louis XV,Person,[Validation] 法国国王。
Louis de Noailles,Louis de Noailles,Person,[Validation] 法国元帅。
"Louisa Ulrika, Queen of Sweden",Louisa Ulrika of Prussia,Person,[Validation] 瑞典王后。
Louise Rice,Louise Rice,Person,[Validation] 艺术史学家。
Louvre,Louvre,Place,[Validation] 卢浮宫。
Louvre Museum,Louvre Museum,Place,[Validation] 卢浮宫。
Low Countries,Low Countries,Place,[Validation] 低地国家。
