Original_Entry,Refined_Formal_Name,Refined_Category,Status/Notes
Municipal Archive Hannover,Stadtarchiv Hannover,Organization,[Category Fix] 汉诺威市档案馆。
Municipality of Macerata,Macerata,Organization,[Category Fix] 马切拉塔市政府。
Murals at Windsor Castle,Murals at Windsor Castle,Work,[Category Fix] 温莎城堡壁画（如 Verrio 的作品）。
Murals for the Vienna Residence,Murals for the Vienna Residence,Work,[Category Fix] 可能是指列支敦士登宫或其他维也纳宫殿壁画。
"Muratori, L. A.",Ludovico Antonio Muratori,Person,意大利历史学家。
Murder of Cain,The Murder of Abel,Work,"[Correction] 通常是该隐杀亚伯 ""Cain killing Abel""。需确认是否为罕见变体。"
"Murray, John",John Murray,Person,可能是著名的出版商 John Murray 家族成员（出版旅游指南）。
Musei Civici Veneziani,Fondazione Musei Civici di Venezia,Organization,[Category Fix] 威尼斯市立博物馆群。
Museo Correr,Museo Correr,Organization,[Category Fix] 科雷尔博物馆。
Museo Correr Library,Biblioteca del Museo Correr,Organization,[Category Fix] 博物馆图书馆。
Museo Nazionale di San Martino,Certosa di San Martino (Museum),Organization,[Category Fix] 那不勒斯圣马蒂诺博物馆。
Museo Storico Navale,Museo Storico Navale,Organization,[Category Fix] 威尼斯海军历史博物馆。
Museo del Prado,Museo del Prado,Organization,[Category Fix] 普拉多博物馆。
Museo dell'Opera del Duomo,Museo dell'Opera del Duomo,Organization,[Category Fix] 主教座堂博物馆（佛罗伦萨/锡耶纳等）。
Museo della Torre di San Marco,Museo della Torre di San Marco,Organization,[Category Fix] 可能是特定的小型博物馆，需确认具体城市。
Museo di Palazzo Venezia,Museo Nazionale di Palazzo Venezia,Organization,[Category Fix] 罗马威尼斯宫博物馆。
Museo di Roma,Museo di Roma,Organization,[Category Fix] 罗马博物馆（Palazzo Braschi）。
Museum Boijmans Van Beuningen,Museum Boijmans Van Beuningen,Organization,[Category Fix] 鹿特丹博伊曼斯·范·伯宁恩美术馆。
Musicians,The Musicians,Work,"[Category Fix] 卡拉瓦乔画作 ""The Musicians"" 或一般主题。"
Mus谷e CognacqJay,Musée Cognacq-Jay,Organization,"[OCR Fix] 乱码修复 ""Mus谷e"" -> ""Musée""。巴黎博物馆。"
Mus谷e JacquemartAndr谷,Musée Jacquemart-André,Organization,"[OCR Fix] 乱码修复 ""Mus谷e"" -> ""Musée"", ""Andr谷"" -> ""André""。"
Mythological Scene with the Rape of Proserpine,Mythological Scene with the Rape of Proserpine,Work,[Category Fix] 普洛塞庇娜的劫夺。
"Nadal, Jerome",Jerónimo Nadal,Person,(Jerome Nadal) 耶稣会神学家，反宗教改革图像学重要人物。
Nafpaktos,Nafpaktos,Place,勒班陀（Lepanto）的现代名。
Naples,Naples,Place,那不勒斯。
Napoleon Bonaparte,Napoleon,Person,拿破仑。
Napoleonic government,Napoleonic government,Organization,[Context] 指拿破仑统治时期的政府机构。
"Nappi, P. Gerolamo",Francesco Girolamo Nappi,Person,(P.可能是Padre/Frate) 17世纪神职人员/作家，或画家。
Narcissus,Narcissus,Work,[Category Fix] 纳喀索斯（神话人物或卡拉瓦乔画作）。
Narford Hall,Narford Hall,Place,诺福克郡庄园，安德鲁·方丹的收藏地。
Natale Fabrini,Natale Fabrini,Person,历史学家（特定城市的地方史作者）。
National Archaeological Museum,National Archaeological Museum,Organization,[Category Fix] 可能是那不勒斯或雅典的国家考古博物馆。
National Central Library of Florence,Biblioteca Nazionale Centrale di Firenze,Organization,[Category Fix] 佛罗伦萨国立中央图书馆。
National Gallery,National Gallery,Organization,[Category Fix] 伦敦国家美术馆。
National Gallery of Art,National Gallery of Art,Organization,[Category Fix] 华盛顿国家美术馆。
National Gallery of Victoria,National Gallery of Victoria,Organization,[Category Fix] 墨尔本维多利亚国家美术馆。
National Museum of Capodimonte,Museo di Capodimonte,Organization,[Category Fix] 卡波迪蒙特博物馆。
National Museum of Roman Art,National Museum of Roman Art,Organization,[Category Fix] 梅里达（西班牙）罗马艺术博物馆，或指罗马Terme博物馆。
National Portrait Gallery,National Portrait Gallery,Organization,[Category Fix] 伦敦国家肖像馆。
Nationalism and art,Nationalism and art,Concept,[Category Fix] 研究主题。
Nationalmuseum,Nationalmuseum,Organization,[Category Fix] 斯德哥尔摩国家博物馆。
Nativity,The Nativity,Work,[Category Fix] 耶稣诞生图。
Naudaeana,Naudaeana,Work,[Category Fix] 加布里埃尔·诺德（Gabriel Naudé）的语录集。
"Nazari, Bartolommeo",Bartolomeo Nazari,Person,威尼斯肖像画家。
"Neapolitan painting, diffusion of",Diffusion of Neapolitan painting,Concept,[Category Fix] 艺术史研究主题。
"Negroni, Cardinal Giovan Francesco",Giovanni Francesco Negroni,Person,[Category Fix] 原文误标为 Place。红衣主教。
Neil Maclaren,Neil Maclaren,Person,荷兰画派专家，国家美术馆策展人。
Nella Stamperia Albrizziana,Stamperia Albrizzi,Organization,[Category Fix] 威尼斯著名出版商 Albrizzi。
Nepotism in Rome,Nepotism in Rome,Concept,[Category Fix] 历史现象/概念。
Neptune,Neptune,Person,[Myth] 海神尼普顿。
Neptune Fountain,Neptune Fountain,Work,[Category Fix] 海神喷泉（博洛尼亚/佛罗伦萨等）。
Neptune Paying Homage to Venice,Neptune Paying Homage to Venice,Work,[Category Fix] 提埃坡罗在公爵宫的画作。
Nero being shown the Corpse of Seneca,Nero being shown the Corpse of Seneca,Work,[Category Fix] 历史画主题。
"Neumann, Balthasar",Balthasar Neumann,Person,德国巴洛克建筑师。
"Newcastle, Thomas Pelham-Holles, Duke of","Thomas Pelham-Holles, 1st Duke of Newcastle",Person,[Category Fix] 原文误标为 Man-Made Object。
"Newcastle, William Cavendish, Duke of","William Cavendish, 1st Duke of Newcastle",Person,[Category Fix] 原文误标为 Man-Made Object。
Newtonianismo cover illustration,"Illustration for ""Newtonianismo per le dame""",Work,[Category Fix] 阿尔加罗蒂著作的封面插图。
Niccol辰 Bambini,Niccolò Bambini,Person,"[OCR Fix] ""辰"" -> ""ò""。威尼斯画家。"
Niccol辰 Berrettoni,Niccolò Berrettoni,Person,"[OCR Fix] ""辰"" -> ""ò""。马拉塔的学生。"
Niccol辰 Cassana,Niccolò Cassana,Person,"[OCR Fix] ""辰"" -> ""ò""。威尼斯肖像画家。"
Niccol辰 Circignani,Niccolò Circignani,Person,"[OCR Fix] ""辰"" -> ""ò""。别名 Il Pomarancio。"
Niccol辰 Machiavelli,Niccolò Machiavelli,Person,"[OCR Fix] ""辰"" -> ""ò""。马基雅维利。"
Niccol辰 Madrisio,Niccolò Madrisio,Person,"[OCR Fix] ""辰"" -> ""ò""。18世纪威尼斯/乌迪内旅行家、诗人。"
Niccol辰 Simonelli,Niccolò Simonelli,Person,"[OCR Fix] ""辰"" -> ""ò""。罗马艺术收藏家。"
Nicholas Stone,Nicholas Stone,Person,英国雕塑家和建筑师。
Nicholas Turner,Nicholas Turner,Person,现代艺术史学家（绘画专家）。
"Nickel, Goswin",Goswin Nickel,Person,耶稣会总会长。
Nicodemus Tessin the Elder,Nicodemus Tessin the Elder,Person,瑞典建筑师。
Nicola Malinconico,Nicola Malinconico,Person,那不勒斯画家。
Nicola Salvi,Nicola Salvi,Person,特莱维喷泉建筑师。
Nicolas Fouquet,Nicolas Fouquet,Person,路易十四的财政大臣。
Nicolas Malebranche,Nicolas Malebranche,Person,哲学家。
Nicolas Poussin,Nicolas Poussin,Person,普桑。
Nicolas Powell,Nicolas Powell,Person,艺术史学家（Fuseli 研究者）。
