Original_Entry,Refined_Formal_Name,Refined_Category,Status/Notes
Giovanni Domenico Brugieri,Giovanni Domenico Brugieri,Person,[Validation] 卢卡画家。
Giovanni Domenico Cerrini,Giovanni Domenico Cerrini (Il Cavaliere Perugino),Person,[Validation] 画家。
Giovanni Domenico Ferretti,Gian Domenico Ferretti,Person,[Validation] 佛罗伦萨画家。
Giovanni Domenico Ottonelli,Giovanni Domenico Ottonelli,Person,[Validation] 耶稣会作家 (艺术道德论)。
Giovanni Domenico Piastrini,Giovanni Domenico Piastrini,Person,[Validation] 佛罗伦萨画家。
Giovanni Domenico Tiepolo,Giovanni Domenico Tiepolo,Person,[Validation] 提埃坡罗之子。
Giovanni Ferrari,Giovanni Ferrari (Torretto),Person,[Disambiguation] 雕塑家 (Canova的老师)。
Giovanni Francesco Barbieri,Guercino,Person,[Disambiguation] 顾尔奇诺。
Giovanni Francesco Grimaldi,Giovanni Francesco Grimaldi,Person,[Category Fix] 原文误标为 Place。波伦亚画家/建筑师。
Giovanni Francesco Negroni,Giovanni Francesco Negroni,Person,[Validation] 枢机主教。
Giovanni Francesco Romanelli,Giovanni Francesco Romanelli,Person,[Validation] 画家 (Cortona学生)。
Giovanni Francesco Sacchetti,Giovanni Francesco Sacchetti,Person,[Category Fix] 原文误标为 Place。
Giovanni Gaetano Bottari,Giovanni Gaetano Bottari,Person,[Validation] 罗马学者/梵蒂冈图书馆员。
Giovanni Garzia Millini,Giovanni Garzia Millini,Person,[Validation] 枢机主教。
Giovanni Giacomo Panciroli,Giovanni Giacomo Panciroli,Person,[Validation] 枢机主教。
Giovanni Gioseffo dal Sole,Giovanni Gioseffo dal Sole,Person,[Validation] 博洛尼亚画家。
Giovanni Giuseppe Santi,Giovanni Giuseppe Santi,Person,[Validation] 博洛尼亚建筑师/舞台设计师。
Giovanni Incisa della Rocchetta,Giovanni Incisa della Rocchetta,Person,[Validation] 艺术史学家/收藏家 (Chigi日记编辑)。
Giovanni Lami,Giovanni Lami,Person,[Validation] 佛罗伦萨古物学家/Novelle Letterarie 编辑。
Giovanni Lanfranco,Giovanni Lanfranco,Person,[Validation] 巴洛克画家。
Giovanni Ludovico Bianconi,Giovanni Ludovico Bianconi,Person,[Validation] 医生/艺术作家。
Giovanni Marchiori,Giovanni Marchiori,Person,[Validation] 威尼斯雕塑家。
Giovanni Marco Pitteri,Giovanni Marco Pitteri,Person,[Validation] 威尼斯版画家。
Giovanni Maria Bottala,Giovanni Maria Bottala (Raffaellino),Person,[Validation] 画家。
Giovanni Maria Morlaiter,Giovanni Maria Morlaiter,Person,[Validation] 威尼斯雕塑家。
Giovanni Maria Sasso,Giovanni Maria Sasso,Person,[Validation] 威尼斯画商。
Giovanni Mariacher,Giovanni Mariacher,Person,[Validation] 现代艺术史学家 (威尼斯博物馆)。
Giovanni Mario Crescimbeni,Giovanni Mario Crescimbeni,Person,[Validation] 阿卡迪亚学院创始人/诗人。
Giovanni Odazzi,Giovanni Odazzi,Person,[Validation] 罗马画家 (Baciccio跟随者)。
Giovanni Paolo Cavagna,Gian Paolo Cavagna,Person,[Validation] 贝加莫画家。
Giovanni Paolo Oliva,Giovanni Paolo Oliva,Person,[Validation] 耶稣会总会长。
Giovanni Paolo Panini,Giovanni Paolo Panini,Person,[Validation] 维杜塔画家。
Giovanni Perugini,Giovanni Perugini,Person,[Validation] 画家 (Landscape)。
Giovanni Pietro Bellori,Giovanni Pietro Bellori,Person,[Validation] 著名艺术理论家/传记作家。
Giovanni Pietro Ligario,Giovanni Pietro Ligario,Person,[Validation] 瓦尔泰利纳画家。
Giovanni Pietro Olina,Giovanni Pietro Olina,Person,[Validation] 鸟类学家/作家 (Cassiano dal Pozzo圈子)。
Giovanni Poleni,Giovanni Poleni,Person,[Validation] 帕多瓦数学家/物理学家。
Giovanni Previtali,Giovanni Previtali,Person,[Validation] 现代艺术史学家。
Giovanni Ricci,Giovanni Ricci,Person,[Validation] 枢机主教 (16世纪)。
Giovanni Segala,Giovanni Segala,Person,[Validation] 威尼斯画家。
Giovanni Sforza,Giovanni Sforza,Person,[Validation] 佩萨罗领主 (Lucrezia Borgia前夫)。
Giovanni Stefano Roccatagliata,Giovanni Stefano Roccatagliata,Person,[Validation] 17世纪热那亚银匠/雕塑家? 需确认。
Giovanni Tabacco,Giovanni Tabacco,Person,[Validation] 中世纪史学家。
Giovanni Vianello,Giovanni Vianello,Person,[Validation] 威尼斯画家 (19世纪)。
Giovanni Volpato,Giovanni Volpato,Person,[Validation] 版画家/考古学家。
Giovanni da Campione,Giovanni da Campione,Person,[Validation] 中世纪雕塑家 (Campione Masters)。
Giovanni da San Giovanni,Giovanni da San Giovanni (Giovanni Mannozzi),Person,[Validation] 佛罗伦萨画家。
Giovanni da Udine,Giovanni da Udine,Person,[Validation] 拉斐尔助手/装饰画家。
Giovanni da Venezia,Giovanni da Venezia,Person,[Validation] 可能是指某个特定时期的威尼斯艺术家或修士。泛指?
Giovanni de Pian,Giovanni De Pian,Person,"[Validation] 版画家 (Venice, 18th/19th c.)。"
Giovanni de' Vecchi,Giovanni de' Vecchi,Person,[Validation] 罗马画家 (San Luca)。
"Girardon, François",François Girardon,Person,[Reconstruction] 法国雕塑家。
Girl at Her Toilet,Girl at Her Toilet,Work,[Validation] 绘画主题。
Girl with a Basket of Chickens,Girl with a Basket of Chickens,Work,[Validation] 绘画主题。
Girolamo Ascanio Giustiniani,Girolamo Ascanio Giustinian,Person,[Validation] 威尼斯贵族/政治家。
Girolamo Brusoni,Girolamo Brusoni,Person,[Validation] 威尼斯作家 (17世纪)。
Girolamo Colonna,Girolamo Colonna,Person,[Validation] 枢机主教。
Girolamo Festari,Girolamo Festari,Person,[Validation] 维琴察贵族/学者。
