Original_Entry,Refined_Formal_Name,Refined_Category,Status/Notes
Regensburg,Regensburg,Place,雷根斯堡。
Regulus killed by the Carthaginians,Death of Regulus,Work,[Category Fix] Salvator Rosa 的画作。
Rehearsal of an opera,The Rehearsal of an Opera,Work,[Category Fix] Marco Ricci 的画作。
Reinhard Sebastian Zimmermann,Reinhard Sebastian Zimmermann,Person,德国画家。
Relief of Field Marshal Schulenburg,Relief of Field Marshal Schulenburg,Work,[Category Fix] 舒伦堡元帅的浮雕像（Corradini 作）。
Religion trampling on Heresy,Religion Overthrowing Heresy,Work,[Category Fix] Le Gros 的雕塑或画作主题。
Religious Decorations at Whitehall,Religious Decorations at Whitehall,Work,[Category Fix] 鲁本斯的天顶画或詹姆斯二世时期的装饰。
"Religious orders, patronage by",Patronage by religious orders,Concept,[Category Fix]
Rembrandt,Rembrandt,Person,伦勃朗。
Rembrandt Harmenszoon van Rijn,Rembrandt,Person,伦勃朗全名。
Remondini,Remondini family,Group,[Category Fix] 著名的巴萨诺印刷家族。
Remus,Remus,Person,罗慕路斯与雷穆斯。
Renier Zeno,Renier Zen,Person,威尼斯总督 (Renier Zen/Zeno)。
Ren谷 Pintard,René Pintard,Person,"[OCR Fix] ""Ren谷"" -> ""René""。法国学者（Libertinage 研究）。"
Rest on the Flight into Egypt,Rest on the Flight into Egypt,Work,[Category Fix] 逃往埃及途中的休息。
"Resta, Padre Sebastiano",Sebastiano Resta,Person,著名的绘画收藏家/鉴赏家。
Resurrection of Christ,Resurrection of Christ,Work,[Category Fix] 耶稣复活图。
"Rezzonico, Carlo (Pope Clement XIII)",Clement XIII,Person,教皇克莱门特十三世。
Rhineland,Rhineland,Place,莱茵兰。
Rialto Bridge,Rialto Bridge,Place,里亚托桥。
