Original_Entry,Refined_Formal_Name,Refined_Category,Status/Notes
Ru?er Josip Bo?kovi?,Ruđer Josip Bošković,Person,"[OCR Fix] ""?"" -> ""đ"", ""?"" -> ""š"", ""?"" -> ""ć""。博斯科维奇。"
Rudolf Wittkower,Rudolf Wittkower,Person,著名的艺术史学家（巴洛克建筑/贝尼尼专家）。
Ruggero Nuti,Ruggero Nuti,Person,普拉托档案学家/历史学家。
Ruins of the Church of the Cross,Ruins of the Church of the Cross,Work,[Category Fix] 可能是 Pannini 或 Hubert Robert 的画作。
Rules of the Order,Rules of the Order,Concept,[Category Fix] 修会会规（书籍/概念）。
"Ruspoli, Marchese",Marchese Ruspoli,Person,[Category Fix] 原文误标为 Man-Made Object。Francesco Maria Ruspoli 等。
S. Agnese,Sant'Agnese in Agone,Place,罗马教堂（Piazza Navona）。
S. Andrea,Sant'Andrea al Quirinale,Place,[Ambiguous] 可能是 Quirinale 或 Della Valle，视语境。
S. Angelo,Castel Sant'Angelo,Place,罗马圣天使堡。
S. Canciano,San Canciano,Place,威尼斯教堂。
S. Gerolamo nel Deserto,St Jerome in the Wilderness,Work,[Category Fix] 画作主题。
S. Giorgio Maggiore,San Giorgio Maggiore,Place,威尼斯教堂（帕拉迪奥）。
S. Lorenzo,San Lorenzo,Place,佛罗伦萨或罗马教堂。
S. Marco,San Marco,Place,威尼斯圣马可大教堂。
S. Stefano,Santo Stefano,Place,威尼斯或罗马教堂。
S.Giovanni Decollato,San Giovanni Decollato,Place,罗马或威尼斯教堂。
S.Maria della Concezione,Santa Maria della Concezione dei Cappuccini,Place,罗马嘉布遣会教堂。
S.Maria della Vittoria,Santa Maria della Vittoria,Place,罗马教堂（贝尼尼《圣特蕾莎》所在地）。
SS. Cosma e Damiano alia Giudecca,Santi Cosma e Damiano (Giudecca),Place,威尼斯朱代卡岛教堂。
