Original_Entry,Refined_Formal_Name,Refined_Category,Status/Notes
Luigi Boccherini,Luigi Boccherini,Person,[Validation] 作曲家。
Luigi Borsari,Luigi Borsari,Person,[Validation] 考古学家/Topographer。
Luigi Callari,Luigi Callari,Person,[Validation] 艺术写作者 (Roman palaces)。
Luigi Celotti,Luigi Celotti (Abate Celotti),Person,[Validation] 威尼斯书商/手稿收藏家。
Luigi Crespi,Luigi Crespi,Person,[Validation] 博洛尼亚画家/传记作者 (Canonico Crespi)。
Luigi Ferrari,Luigi Ferrari,Person,[Validation] 威尼斯图书馆员/目录学家。
Luigi Garzi,Luigi Garzi,Person,[Validation] 罗马画家。
Luigi Huetter,Luigi Huetter,Person,[Validation] 罗马历史学家 (Iscrizioni)。
Luigi Melchiori,Luigi Melchiori,Person,[Validation] 威尼斯历史人物? 需确认。
Luigi Passerini Orsini de' Rilli,Luigi Passerini Orsini de' Rilli,Person,[Validation] 历史学家/家谱学家。
Luigi Pavini,Luigi Pavini,Person,[Validation] 威尼斯出版商。
Luigi Pellegrini Scaramuccia,Luigi Pellegrini Scaramuccia,Person,[Validation] 画家/传记作家 (Le finezze de' pennelli)。
Luigi Pozzi,Luigi Pozzi,Person,[Validation] 建筑师。
Luigi Quaini,Luigi Quaini,Person,[Validation] 博洛尼亚画家。
Luigi Salerno,Luigi Salerno,Person,[Validation] 艺术史学家 (Roman Baroque)。
Luigi Spezzaferro,Luigi Spezzaferro,Person,[Validation] 艺术史学家 (Caravaggio)。
Luigi Strozzi,Luigi Strozzi,Person,[Validation] 佛罗伦萨参议员/收藏家。
Luigi Teodoli,Luigi Teodoli,Person,[Validation] 建筑师? 或客户。
"Luxembourg, Palais du",Luxembourg Palace,Place,[Validation] 巴黎宫殿 (Rubens Medici Cycle 原址)。
"Lyss, Jan",Johann Liss (Jan Lyss),Person,[Disambiguation] 德国/威尼斯画家。
M. H. de Young Memorial Museum,de Young Museum,Place,[Validation] 旧金山博物馆。
M. de Bordeaux,M. de Bordeaux,Person,[Validation] 人物 (法国外交官?)。
Macerata,Macerata,Place,[Validation] 城市。
Machiavelli,Niccolò Machiavelli,Person,[Disambiguation] 马基雅维利。
Madeleine Laurain-Portemer,Madeleine Laurain-Portemer,Person,[Validation] 历史学家 (Mazarin专家)。
Madonna,Madonna,Person (Religious),[Category Fix] 原文误标为 Man-Made Object。圣母玛利亚。
Madonna and Child,Madonna and Child,Work,[Validation] 绘画主题。
Madonna and Child with St. Elizabeth...,Madonna and Child with St. Elizabeth...,Work,[Validation] 绘画主题。
Madonna and Child with the Infant Saint...,Madonna and Child with the Infant Saint...,Work,[Validation] 绘画主题。
Madonna dell'Orto,Madonna dell'Orto,Place,[Validation] 威尼斯教堂。
Madonna of the Baldacchino,Madonna of the Baldacchino,Work,[Validation] 拉斐尔画作。
Madonna of the Harpies,Madonna of the Harpies,Work,[Validation] 安德烈亚·德尔·萨托画作。
Madonna of the Rabbit,The Virgin with the Rabbit,Work,[Validation] 提香画作。
Madonna of the Rosary with Saints...,Madonna of the Rosary with Saints...,Work,[Validation] 绘画主题。
"Madonna with Saints Agnes, Catherine and Rosa","Madonna with Saints Agnes, Catherine and Rosa",Work,[Validation] 绘画主题。
Madonna with the Long Neck,Madonna with the Long Neck,Work,[Validation] 帕尔米贾尼诺画作。
Madrid,Madrid,Place,[Validation] 城市。
"Madrid, Venetian artists in",Venetian artists in Madrid,Group,[Category Fix] 原文误标为 Person (群体概念)。
Maecenas,Maecenas,Person,[Category Fix] 原文误标为 Man-Made Object。古罗马赞助人。
Maecenas Presenting the Liberal Arts to Emperor Augustus,Maecenas Presenting the Liberal Arts to Emperor Augustus,Work,[Validation] 绘画主题 (Tiepolo)。
Maestro Valerio Antonio Zarzabini,Valerio Antonio Zarzabini,Person,[Validation] 人物。
"Maffei, Francesco",Francesco Maffei,Person,[Category Fix] 原文误标为 Place。维琴察画家。
Maffeo Pinelli,Maffeo Pinelli,Person,[Validation] 威尼斯书商/收藏家。
Magnus von Platen,Magnus von Platen,Person,[Validation] 瑞典文学史学家 (Christina专家)。
Main Dome Frescoes of the Church of the Gesù,Triumph of the Name of Jesus,Work,[Validation] Baciccio 壁画。
Malborough Fine Art Ltd,Marlborough Fine Art,Place/Organization,"[OCR Fix] ""Malborough"" -> ""Marlborough""。画廊。"
Malcolm Campbell,Malcolm Campbell,Person,[Validation] 艺术史学家 (Pietro da Cortona)。
"Malebranche, Nicolas de",Nicolas Malebranche,Person,[Validation] 哲学家。
Malplaquet,Malplaquet,Place,[Validation] 战役地点。
Malta,Malta,Place,[Validation] 马耳他。
Mamertine Prison,Mamertine Prison,Place,[Validation] 罗马古迹。
"Manchester, Lord",Duke of Manchester,Person,"[Ambiguity] 可能是 1st Duke (Charles Montagu) 或 4th Duke (George Montagu)。结合 Grand Tour, 多指 4th Duke。"
"Mancini, Francesco",Francesco Mancini,Person,[Category Fix] 原文误标为 Place。画家。
"Mander, Carel van",Karel van Mander,Person,[Validation] 画家/传记作家 (Schilder-boeck)。
Manin country house,Villa Manin (Passariano),Place,[Validation] 别墅。
Manin family,Manin (Family),Group,[Validation] 威尼斯家族。
Manin palace,Palazzo Manin,Place,[Category Fix] 原文误标为 Work。
"Manin, Doge Lodovico",Ludovico Manin,Person,[Disambiguation] 威尼斯末代总督。
Manlio Dazzi,Manlio Dazzi,Person,[Validation] 诗人/图书馆员 (Venice)。
Mannerist painting,Mannerism,Concept,[Validation] 风格主义。
"Mansart, François",François Mansart,Person,[Validation] 法国建筑师。
"Mantua, Ferdinando Carlo, Duke of","Ferdinando Carlo Gonzaga, Duke of Mantua",Person,[Validation] 曼图亚公爵。
"Mantua, Ferdinando, Duke of","Ferdinando Gonzaga, Duke of Mantua",Person,[Validation] 曼图亚公爵。
"Mantua, Marquis of",Marquis of Mantua,Person,[Validation] 贡扎加家族头衔。
Manuel de Acevedo y Zú?iga,Manuel de Acevedo y Zúñiga (Count of Monterrey),Person,"[OCR Fix] ""?"" -> ""ñ""。那不勒斯总督。"
"Maratta, Carlo",Carlo Maratta,Person,[Validation] 罗马画家。
Marc'Antonio Chiarini,Marcantonio Chiarini,Person,[Validation] 博洛尼亚画家 (Quadraturista)。
Marcantonio Barbaro,Marcantonio Barbaro,Person,[Validation] 威尼斯贵族/Palladio赞助人。
Marcantonio Franceschini,Marcantonio Franceschini,Person,[Category Fix] 原文误标为 Place。博洛尼亚画家。
Marcantonio II Colonna,Marcantonio II Colonna,Person,[Validation] 帕利亚诺亲王/勒班陀战役英雄。
Marcel Roethlisberger,Marcel Roethlisberger,Person,[Validation] 艺术史学家 (Claude Lorrain专家)。
Marcello Del Piazzo,Marcello Del Piazzo,Person,[Validation] 档案学家。
Marcello Malpighi,Marcello Malpighi,Person,[Validation] 医生/生物学家。
Marcello Oretti,Marcello Oretti,Person,[Validation] 博洛尼亚艺术传记作家。
Marcello Sacchetti,Marcello Sacchetti,Person,[Validation] 罗马银行家/赞助人 (Pietro da Cortona)。
