Original_Entry,Refined_Formal_Name,Refined_Category,Status/Notes
Zenobio palace,Palazzo Zenobio,Place,[Category Fix] 威尼斯宫殿。
Zephyr,Zephyrus,Person,[Myth] 西风之神。
Zephyr Abducting Chloris,Zephyr and Flora,Work,[Category Fix] 提埃坡罗等画作。
Zorzone,Giorgione,Person,[Disambiguation] 威尼斯方言称呼，或指 Giorgione。
Zuane Udni,John Udny,Person,"[Dialect/OCR] 威尼斯方言 ""Zuane"" = Giovanni = John; ""Udni"" = Udny (Consul John Udny)。"
"Zuccari, Federigo",Federico Zuccari,Person,风格主义画家。
Zwinger,Zwinger,Place,德累斯顿茨温格宫。
basilica di Santa Maria dei Servi,Basilica di Santa Maria dei Servi,Place,博洛尼亚或锡耶纳教堂。
campo Santa Maria Formosa,Campo Santa Maria Formosa,Place,威尼斯广场。
cathedral of Our Lady of the Assumption,Cathedral of Our Lady of the Assumption,Place,圣母升天大教堂（泛指，需语境）。
chiesa della Salute,Santa Maria della Salute,Place,威尼斯安康圣母堂。
"den Einden, Ferdinand van",Ferdinand van den Eynde,Person,佛罗伦萨/那不勒斯收藏家。
"den Einden, Jan van",Jan van den Eynde,Person,佛罗伦萨/那不勒斯富商/收藏家。
fondamenta delle Zattere,Fondamenta delle Zattere,Place,威尼斯长堤。
house of lords,House of Lords,Organization,英国上议院。
house of representatives,House of Representatives,Organization,众议院。
martyrdom of St. John the bishop,Martyrdom of Saint John the Bishop,Work,[Category Fix] 可能是 Bergamo 的 Tiepolo 画作（St John of Bergamo）。
monastery of San Paolo d'Argon,Monastery of San Paolo d'Argon,Place,贝加莫附近的修道院。
municipal library,Municipal Library,Organization,市立图书馆（泛指）。
nell＊ingresso del procuratore...,Entrance of Procurator Giorgio Pisani,Place,"[OCR Fix] ""nell＊ingresso"" -> ""nell'ingresso""。指代具体位置或该处的装饰/铭文。"
oratory,Oratory,Place,祈祷所（泛指）。
oratory of Saints Cecilia and Valeriano...,Oratory of Saints Cecilia and Valeriano,Place,博洛尼亚祈祷所。
oratory of San Girolamo,Oratory of San Girolamo,Place,可能是博洛尼亚或威尼斯的祈祷所。
piazza della Santissima Annunziata,Piazza della Santissima Annunziata,Place,佛罗伦萨广场。
